race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,race_technique_number,win_boat,win_payout,place_boat_1,place_payout_1,place_boat_2,place_payout_2
2025-05-26,8,4,3,13,1,2,19,20,1,1,250,1,130,2,470
2025-05-26,8,5,3,13,1,2,19,20,1,1,180,1,130,2,120
2025-05-26,8,6,2,13,0,2,19,20,4,3,500,3,130,1,100
2025-05-26,8,7,2,13,0,2,19,20,4,5,11020,5,190,1,100
2025-05-26,8,8,2,13,0,2,19,20,3,4,360,4,100,1,100
2025-05-26,8,9,2,13,0,2,19,20,1,1,170,1,170,3,310
2025-05-26,8,10,2,13,0,2,19,20,1,1,120,1,160,5,1650
2025-05-26,8,11,2,13,0,2,19,20,1,1,130,1,100,4,450
2025-05-26,8,12,2,13,0,2,19,20,1,1,100,1,100,4,200
2025-05-26,9,1,4,14,2,2,18,21,1,1,100,1,100,3,290
2025-05-26,9,2,3,12,2,2,18,21,1,1,120,1,120,3,180
2025-05-26,9,3,3,12,2,2,19,21,3,2,130,2,130,3,170
2025-05-26,9,4,2,12,1,2,19,21,1,1,140,1,130,4,410
2025-05-26,9,5,3,12,2,2,20,21,4,3,480,3,150,1,100
2025-05-26,9,6,3,14,2,2,20,21,1,1,220,1,150,2,210
2025-05-26,9,7,2,14,1,2,20,21,3,4,160,4,110,5,300
2025-05-26,9,8,3,12,2,2,20,21,1,1,120,1,120,3,180
2025-05-26,9,9,3,12,2,2,19,21,1,1,130,1,140,4,360
2025-05-26,9,10,3,12,2,2,19,21,4,4,200,4,100,1,100
2025-05-26,9,11,2,12,1,2,19,21,1,1,120,1,100,2,100
2025-05-26,9,12,1,12,1,2,19,21,1,1,100,1,100,2,100
2025-05-26,10,1,2,6,2,1,15,18,1,1,120,1,100,2,160
2025-05-26,10,2,3,6,3,1,15,18,2,2,130,2,120,1,170
2025-05-26,10,3,2,6,2,1,15,18,2,2,1990,2,250,1,110
2025-05-26,10,4,2,6,2,2,15,18,1,1,130,1,180,4,610
2025-05-26,10,5,2,6,2,2,15,18,1,1,250,1,170,2,220
2025-05-26,10,6,2,6,2,2,15,18,1,1,140,1,220,3,570
2025-05-26,10,7,3,6,3,2,15,19,1,1,160,1,100,2,220
2025-05-26,10,8,2,6,2,2,16,19,6,6,140,6,100,2,100
2025-05-26,10,9,3,6,3,2,15,19,1,1,170,1,100,5,190
2025-05-26,10,10,2,6,2,2,16,19,4,5,1320,5,130,4,120
2025-05-26,10,11,4,6,4,2,16,19,1,1,170,1,130,5,260
2025-05-26,10,12,2,6,2,2,16,19,3,2,180,2,190,3,230
2025-05-26,12,1,0,17,1,2,21,21,2,2,770,2,380,1,130
2025-05-26,12,2,2,7,1,2,21,21,5,5,890,5,360,1,140
2025-05-26,12,3,0,17,1,2,21,21,2,2,220,2,210,1,110
2025-05-26,12,4,1,7,1,2,20,21,2,2,200,2,190,4,320
2025-05-26,12,5,1,5,1,2,20,21,1,1,100,1,100,2,180
2025-05-26,12,6,0,17,1,2,20,21,2,3,150,3,100,1,100
2025-05-26,12,7,1,7,1,2,19,21,3,3,460,3,100,6,510
2025-05-26,12,8,0,17,1,2,19,21,1,1,100,1,190,3,560
2025-05-26,12,9,2,5,1,2,19,21,3,3,530,3,140,2,310
2025-05-26,12,10,2,5,1,2,19,21,1,1,110,1,170,5,250
2025-05-26,12,11,2,5,1,2,18,21,2,2,1040,2,260,1,110
2025-05-26,12,12,2,5,1,2,18,21,1,1,190,1,110,4,110
2025-05-26,13,1,2,4,0,1,18.6,20.2,2,3,120,3,100,1,100
2025-05-26,13,2,1,10,0,1,19,20.2,1,1,190,1,220,2,120
2025-05-26,13,3,1,4,0,1,19.1,20.2,1,1,210,1,540,5,270
2025-05-26,13,4,1,2,0,2,19.1,20.3,2,4,870,4,430,3,310
2025-05-26,13,5,0,17,0,2,19.9,20.4,1,1,670,1,100,2,100
2025-05-26,13,6,4,4,0,2,20,20.3,1,1,120,1,100,4,140
2025-05-26,13,7,5,4,3,2,20.2,20.4,2,2,370,2,180,3,180
2025-05-26,13,8,2,4,0,2,20.7,20.4,1,1,170,1,100,2,300
2025-05-26,13,9,2,4,0,2,20.3,20.4,1,1,120,1,100,5,280
2025-05-26,13,10,0,17,0,2,20.1,20.4,1,1,150,1,120,4,570
2025-05-26,13,11,0,17,0,2,20.1,20.4,2,2,630,2,270,1,110
2025-05-26,13,12,3,4,0,2,19.8,20.4,1,1,100,1,100,3,120
2025-05-26,16,1,1,7,1,2,15,18,1,1,120,1,100,3,210
2025-05-26,16,2,1,7,1,2,15,18,2,5,800,5,540,6,1010
2025-05-26,16,3,2,11,3,2,16,18,2,2,100,2,100,1,120
2025-05-26,16,4,2,11,3,2,16,18,1,1,370,1,110,4,100
2025-05-26,16,5,3,11,3,2,16,18,1,1,120,1,100,6,140
2025-05-26,16,6,2,11,3,2,16,18,1,1,180,1,110,3,100
2025-05-26,16,7,3,11,3,2,16,18,1,1,230,1,140,3,310
2025-05-26,16,8,4,11,3,2,16,18,4,6,2400,6,660,4,130
2025-05-26,16,9,2,11,3,2,16,18,1,1,180,1,130,5,130
2025-05-26,16,10,2,11,3,2,17,18,1,1,310,1,130,2,120
2025-05-26,16,11,2,11,3,2,17,18,1,1,110,1,100,4,140
2025-05-26,16,12,3,13,3,1,17,18,4,3,480,3,170,2,120
2025-05-26,20,1,2,4,2,1,20,19,1,1,130,1,100,3,100
2025-05-26,20,2,2,4,2,1,20,19,1,1,100,1,100,6,100
2025-05-26,20,3,2,4,2,1,20,19,2,2,1130,2,110,1,100
2025-05-26,20,4,3,4,3,1,20,19,4,4,600,4,110,1,100
2025-05-26,20,5,3,4,3,1,20,19,2,2,480,2,100,1,100
2025-05-26,20,6,3,4,3,1,20,19,4,4,490,4,130,1,100
2025-05-26,20,7,3,4,3,1,20,19,5,1,140,1,100,6,120
2025-05-26,20,8,3,4,3,1,20,19,1,1,100,1,100,3,210
2025-05-26,20,9,3,4,3,1,20,19,1,1,140,1,100,4,210
2025-05-26,20,10,3,4,3,1,19,19,1,1,130,1,130,5,190
2025-05-26,20,11,3,4,3,1,19,19,4,3,510,3,410,2,130
2025-05-26,20,12,3,4,3,1,18,19,1,1,200,1,100,6,110
2025-05-26,21,1,1,15,1,1,15,20,1,1,120,1,100,4,110
2025-05-26,21,2,1,15,1,1,15,20,1,1,120,1,100,4,190
2025-05-26,21,3,1,15,1,1,15,20,3,2,670,2,240,3,250
2025-05-26,21,4,1,13,1,1,16,20,1,1,120,1,110,3,140
2025-05-26,21,5,1,13,1,1,16,20,1,1,100,1,100,3,100
2025-05-26,21,6,1,13,1,1,17,20,2,2,210,2,120,1,130
2025-05-26,21,7,1,13,1,1,17,20,1,1,190,1,100,4,120
2025-05-26,21,8,1,9,1,1,19,20,2,2,210,2,110,1,100
2025-05-26,21,9,2,7,2,1,19,20,3,4,490,4,170,1,110
2025-05-26,21,10,1,9,1,1,18,20,4,6,630,6,280,1,160
2025-05-26,21,11,3,7,3,1,18,20,1,1,130,1,710,3,1030
2025-05-26,21,12,2,7,2,1,19,20,1,1,210,1,120,2,220
2025-05-27,1,1,3,12,2,2,20,21,3,2,390,2,300,4,300
2025-05-27,1,2,2,10,1,2,20,21,1,2,190,2,100,4,220
2025-05-27,1,3,3,10,2,2,19,21,2,2,830,2,250,1,120
2025-05-27,1,4,4,10,3,2,19,21,2,1,300,1,150,2,120
2025-05-27,1,5,3,10,2,2,19,21,1,1,260,1,200,3,250
2025-05-27,1,6,3,8,2,2,19,21,1,1,120,1,100,4,160
2025-05-27,1,7,3,10,2,2,19,21,4,3,200,3,120,1,100
2025-05-27,1,8,3,10,2,2,18,21,4,4,1920,4,620,5,160
2025-05-27,1,9,3,10,2,2,18,21,1,1,310,1,210,3,110
2025-05-27,1,10,3,10,2,2,18,21,1,1,380,1,150,4,130
2025-05-27,1,11,3,10,2,2,18,21,3,3,520,3,570,4,360
2025-05-27,1,12,1,8,1,2,18,21,1,1,140,1,100,4,150
2025-05-27,3,1,4,14,5,2,18,20,5,6,1500,6,720,4,720
2025-05-27,3,2,5,14,5,2,19,20,3,2,200,2,180,6,160
2025-05-27,3,3,4,14,5,2,19,20,3,2,280,2,200,3,210
2025-05-27,3,4,4,14,5,2,19,20,1,1,310,1,140,4,230
2025-05-27,3,5,4,14,5,2,19,20,1,1,490,1,210,2,370
2025-05-27,3,6,4,14,5,2,19,20,5,1,290,1,220,2,180
2025-05-27,3,7,4,14,5,2,19,20,1,1,330,1,130,2,140
2025-05-27,3,8,4,14,5,2,19,20,4,5,670,5,160,1,110
2025-05-27,3,9,5,14,5,2,19,20,1,1,230,1,180,2,260
2025-05-27,3,10,6,14,5,2,19,20,1,1,290,1,120,2,150
2025-05-27,3,11,4,14,5,2,18,20,5,1,140,1,120,2,210
2025-05-27,3,12,5,14,5,2,18,20,3,4,1360,4,420,5,270
2025-05-27,5,1,1,1,2,2,19,21,2,2,140,2,130,1,120
2025-05-27,5,2,2,3,2,2,20,21,3,3,340,3,130,1,150
2025-05-27,5,3,1,3,2,2,20,21,1,1,180,1,180,3,130
2025-05-27,5,4,1,3,2,2,20,21,3,3,950,3,220,5,190
2025-05-27,5,5,1,5,2,2,20,21,1,1,150,1,110,2,160
2025-05-27,5,6,1,5,2,2,20,21,2,2,240,2,170,1,150
2025-05-27,5,7,2,5,2,2,20,22,5,1,160,1,120,2,240
2025-05-27,5,8,1,5,2,2,20,21,3,4,280,4,150,6,290
2025-05-27,5,9,1,5,2,2,20,21,1,1,200,1,100,2,130
2025-05-27,5,10,3,5,2,2,20,21,1,1,100,1,100,3,200
2025-05-27,5,11,3,3,2,2,20,21,1,1,100,1,100,3,110
2025-05-27,5,12,2,5,2,2,19,21,1,1,120,1,100,2,130
2025-05-27,9,1,2,6,1,2,20,21,1,1,120,1,100,5,170
2025-05-27,9,2,2,6,1,2,20,21,4,5,1010,5,170,2,160
2025-05-27,9,3,2,6,1,2,20,21,3,3,280,3,120,4,180
2025-05-27,9,4,2,6,1,3,19,21,2,4,1020,4,960,3,1060
2025-05-27,9,5,1,6,1,3,18,21,1,1,150,1,100,2,200
2025-05-27,9,6,1,6,1,3,17,21,3,2,300,2,130,3,180
2025-05-27,9,7,1,6,1,3,17,21,1,1,650,1,230,2,260
2025-05-27,9,8,1,6,1,3,17,21,1,1,310,1,100,3,100
2025-05-27,9,9,1,6,1,3,17,21,1,1,180,1,130,6,150
2025-05-27,9,10,1,6,1,3,16,21,1,1,100,1,130,2,200
2025-05-27,9,11,1,6,1,3,16,21,1,1,120,1,100,3,210
2025-05-27,9,12,0,17,0,3,16,21,1,1,100,1,100,2,120
2025-05-27,12,1,3,7,1,1,25,21,1,1,300,1,150,3,130
2025-05-27,12,2,1,7,1,1,25,21,1,1,220,1,160,3,100
2025-05-27,12,3,2,7,1,1,24,22,4,4,150,4,150,2,190
2025-05-27,12,4,3,7,1,1,24,22,1,1,310,1,270,4,210
2025-05-27,12,5,2,11,1,1,24,22,1,1,110,1,120,4,430
2025-05-27,12,6,2,7,1,1,24,22,1,1,220,1,100,4,110
2025-05-27,12,7,1,11,1,1,23,22,1,1,330,1,140,5,150
2025-05-27,12,8,3,5,1,1,22,22,4,3,410,3,100,1,130
2025-05-27,12,9,3,7,1,1,22,22,1,1,130,1,100,5,320
2025-05-27,12,10,2,7,1,1,22,22,5,1,100,1,110,5,660
2025-05-27,12,11,0,17,1,1,21,22,1,1,100,1,100,3,110
2025-05-27,12,12,2,11,1,1,20,22,2,4,540,4,110,1,100
2025-05-27,13,1,0,17,0,2,22.5,19.8,4,3,100,3,120,1,120
2025-05-27,13,2,0,17,0,2,23.2,19.9,1,1,550,1,160,4,100
2025-05-27,13,3,0,17,0,2,23.4,20,1,1,120,1,100,5,120
2025-05-27,13,4,3,6,0,1,24.5,20.1,5,2,200,2,200,3,290
2025-05-27,13,5,1,8,0,2,24.8,20,1,1,200,1,430,6,1230
2025-05-27,13,6,2,8,0,1,23.9,20.2,1,1,120,1,180,2,280
2025-05-27,13,7,4,12,0,1,23.6,20.4,5,1,130,1,140,4,610
2025-05-27,13,8,0,17,0,1,24.5,20.6,1,1,110,1,100,4,160
2025-05-27,13,9,3,6,0,1,25.7,20.5,1,1,100,1,100,5,220
2025-05-27,13,10,2,6,0,2,25.1,20.8,1,1,100,1,100,2,130
2025-05-27,13,11,4,6,0,2,25.2,20.8,1,1,120,1,100,2,330
2025-05-27,13,12,5,4,3,1,25,20.8,1,1,100,1,100,2,120
2025-05-27,15,1,2,13,2,1,22,18,1,1,130,1,120,3,240
2025-05-27,15,2,2,13,2,1,23,18,4,2,300,2,130,1,100
2025-05-27,15,3,2,13,2,1,24,18,1,1,200,1,140,4,210
2025-05-27,15,4,2,13,2,1,23,18,1,1,110,1,100,3,210
2025-05-27,15,5,2,13,2,1,23,18,1,1,100,1,140,3,250
2025-05-27,15,6,2,13,2,1,23,18,1,1,120,1,130,3,270
2025-05-27,15,7,2,13,2,1,22,18,1,1,120,1,140,5,430
2025-05-27,15,8,1,15,1,1,22,18,4,3,440,3,230,2,200
2025-05-27,15,9,1,1,1,1,21,18,1,1,110,1,120,4,460
2025-05-27,15,10,2,15,2,1,20,18,2,2,600,2,180,1,120
2025-05-27,15,11,3,15,3,1,19,18,1,1,120,1,110,2,150
2025-05-27,15,12,2,13,2,1,19,18,2,2,330,2,110,1,100
2025-05-27,16,1,3,11,3,1,17,18,1,1,130,1,100,3,120
2025-05-27,16,2,3,11,3,1,17,18,2,3,180,3,130,5,290
2025-05-27,16,3,3,11,3,1,17,18,3,5,710,5,460,3,110
2025-05-27,16,4,2,11,3,1,17,18,3,5,580,5,120,3,340
2025-05-27,16,5,2,11,3,1,18,18,2,2,230,2,110,5,170
2025-05-27,16,6,1,11,1,1,18,18,1,1,140,1,100,2,100
2025-05-27,16,7,2,13,3,1,18,18,4,6,2660,6,1380,3,170
2025-05-27,16,8,2,11,3,1,18,18,4,3,130,3,240,4,130
2025-05-27,16,9,3,13,3,1,18,18,1,1,280,1,110,2,230
2025-05-27,16,10,2,13,3,1,19,18,1,1,310,1,100,2,160
2025-05-27,16,11,2,13,3,1,19,18,1,1,180,1,110,5,270
2025-05-27,16,12,3,13,3,1,19,18,1,1,110,1,100,4,100
2025-05-27,21,1,1,1,1,1,17,20,1,1,120,1,100,5,240
2025-05-27,21,2,1,1,1,1,18,20,1,1,210,1,120,2,460
2025-05-27,21,3,1,15,1,1,19,20,5,1,130,1,100,5,330
2025-05-27,21,4,0,17,1,1,20,20,1,1,110,1,100,4,250
2025-05-27,21,5,2,7,2,1,21,20,4,5,1100,5,140,3,100
2025-05-27,21,6,3,13,3,1,21,20,1,1,200,1,110,2,130
2025-05-27,21,7,1,13,1,1,22,20,1,1,130,1,150,2,370
2025-05-27,21,8,1,1,1,1,22,20,1,1,140,1,100,3,100
2025-05-27,21,9,3,11,3,1,23,20,1,1,140,1,110,2,500
2025-05-27,21,10,2,11,2,1,24,20,3,2,580,2,220,4,570
2025-05-27,21,11,3,11,3,1,24,20,1,1,120,1,100,2,170
2025-05-27,21,12,2,9,2,1,24,20,1,1,100,1,100,2,290
2025-05-27,23,1,2,14,2,1,18,20,1,1,120,1,100,5,210
2025-05-27,23,2,2,14,2,1,19,20,1,1,170,1,120,3,170
2025-05-27,23,3,1,4,1,1,21,20,1,1,150,1,150,3,460
2025-05-27,23,4,3,4,3,1,22,20,3,3,410,3,100,4,440
2025-05-27,23,5,3,4,3,1,22,20,1,1,100,1,100,4,110
2025-05-27,23,6,4,4,4,1,21,20,1,1,140,1,160,5,210
2025-05-27,23,7,4,4,4,1,22,20,2,2,170,2,150,5,650
2025-05-27,23,8,4,4,4,1,22,20,4,3,1230,3,580,1,220
2025-05-27,23,9,4,4,4,1,21,20,2,2,720,2,140,1,110
2025-05-27,23,10,5,4,5,1,21,20,2,2,100,2,190,6,690
2025-05-27,23,11,6,4,6,1,21,20,3,4,410,4,220,2,160
2025-05-27,23,12,4,4,4,1,21,20,1,1,110,1,100,2,120
2025-05-28,1,1,4,10,3,1,22,21,1,1,340,1,330,2,200
2025-05-28,1,2,3,10,2,2,22,21,3,3,370,3,150,4,180
2025-05-28,1,3,2,10,1,2,22,21,3,4,520,4,350,5,630
2025-05-28,1,4,3,10,2,2,22,21,4,3,350,3,140,2,300
2025-05-28,1,5,4,10,3,2,22,21,3,5,350,5,130,4,140
2025-05-28,1,6,4,10,3,2,21,21,1,1,100,1,100,5,130
2025-05-28,1,7,3,10,2,2,21,21,1,1,120,1,110,5,370
2025-05-28,1,8,5,10,4,2,20,21,1,1,110,1,100,2,380
2025-05-28,1,9,3,10,2,2,19,21,3,3,360,3,350,4,550
2025-05-28,1,10,3,10,2,2,18,21,1,1,150,1,100,2,150
2025-05-28,1,11,3,10,2,2,18,21,1,1,110,1,100,4,280
2025-05-28,1,12,3,10,2,2,18,21,5,1,150,1,110,3,370
2025-05-28,3,1,5,14,5,1,21,19,1,1,220,1,150,6,330
2025-05-28,3,2,5,14,5,1,22,19,1,1,170,1,100,2,210
2025-05-28,3,3,5,14,5,1,22,19,5,1,390,1,130,2,100
2025-05-28,3,4,4,14,5,1,23,19,2,2,1490,2,400,5,250
2025-05-28,3,5,5,14,5,1,23,19,1,1,190,1,130,4,120
2025-05-28,3,6,6,14,5,1,23,19,1,1,170,1,100,3,180
2025-05-28,3,7,3,14,5,1,23,19,1,1,140,1,100,3,190
2025-05-28,3,8,5,14,10,1,23,19,4,4,790,4,140,1,100
2025-05-28,3,9,5,14,15,1,23,19,3,4,690,4,380,3,210
2025-05-28,3,10,3,16,15,1,23,19,1,1,170,1,130,3,130
2025-05-28,3,11,5,14,15,1,23,20,1,1,100,1,100,3,100
2025-05-28,3,12,5,14,15,1,22,20,6,6,170,,,,
2025-05-28,5,1,1,3,2,1,22,22,3,4,300,4,230,3,390
2025-05-28,5,2,1,5,2,1,23,22,1,1,290,1,160,3,230
2025-05-28,5,3,1,5,2,1,23,22,4,3,400,3,120,2,200
2025-05-28,5,4,3,5,2,1,23,22,4,5,350,5,120,1,130
2025-05-28,5,5,1,5,2,1,24,22,2,4,680,4,120,3,160
2025-05-28,5,6,5,5,2,1,24,22,1,1,110,1,100,2,160
2025-05-28,5,7,4,3,2,1,24,22,2,4,400,4,100,5,130
2025-05-28,5,8,2,5,2,1,24,22,2,2,310,2,360,5,220
2025-05-28,5,9,4,5,2,1,24,22,2,2,410,2,270,1,160
2025-05-28,5,10,4,5,2,1,23,22,2,2,510,2,110,1,100
2025-05-28,5,11,4,5,2,2,23,22,2,2,320,2,100,1,100
2025-05-28,5,12,3,5,3,2,22,22,1,1,100,1,100,2,150
2025-05-28,6,1,3,13,1,1,21,22,1,1,140,1,100,5,140
2025-05-28,6,2,4,13,2,1,21,22,2,2,550,2,100,3,130
2025-05-28,6,3,4,15,2,1,21,22,4,4,1000,4,530,3,330
2025-05-28,6,4,4,15,2,1,21,22,1,1,110,1,130,2,490
2025-05-28,6,5,4,13,2,1,21,22,2,2,160,2,100,1,130
2025-05-28,6,6,5,15,3,1,21,22,3,4,1380,4,900,5,350
2025-05-28,6,7,5,15,3,1,21,22,4,3,370,3,110,6,140
2025-05-28,6,8,4,15,2,1,21,22,2,4,150,4,100,1,100
2025-05-28,6,9,5,15,3,1,21,22,1,1,180,1,100,2,100
2025-05-28,6,10,5,15,3,1,21,22,4,5,1930,5,200,1,100
2025-05-28,6,11,4,15,2,1,21,22,2,2,950,2,360,1,160
2025-05-28,6,12,4,15,2,1,21,23,1,1,190,1,100,3,160
2025-05-28,9,1,2,6,1,1,20,22,1,1,100,1,100,4,130
2025-05-28,9,2,3,6,2,1,21,22,1,1,110,1,100,3,260
2025-05-28,9,3,2,6,1,1,21,22,3,6,520,6,200,3,200
2025-05-28,9,4,3,6,2,1,22,22,1,1,220,1,140,2,100
2025-05-28,9,5,3,6,2,1,23,22,1,1,110,1,100,3,300
2025-05-28,9,6,3,6,2,1,23,22,1,1,140,1,120,3,120
2025-05-28,9,7,3,6,2,1,24,22,2,6,4080,6,120,5,390
2025-05-28,9,8,3,6,2,1,24,22,5,1,150,1,100,5,220
2025-05-28,9,9,3,6,2,1,25,22,5,5,1350,5,100,1,100
2025-05-28,9,10,3,6,2,1,26,22,1,1,150,1,150,2,380
2025-05-28,9,11,3,6,2,1,26,22,1,1,130,1,100,4,100
2025-05-28,9,12,3,6,2,2,26,22,1,1,100,1,100,2,130
2025-05-28,12,1,0,17,1,1,26,22,1,1,100,1,110,2,190
2025-05-28,12,2,0,17,1,1,26,22,1,1,240,1,190,5,1460
2025-05-28,12,3,0,17,1,1,26,22,1,1,120,1,100,3,100
2025-05-28,12,4,0,17,1,1,26,22,1,1,100,1,100,4,260
2025-05-28,12,5,1,11,1,1,25,22,2,2,560,2,220,1,100
2025-05-28,12,6,0,17,1,1,25,22,1,1,100,1,100,2,160
2025-05-28,12,7,2,13,1,1,25,22,1,1,100,1,100,3,180
2025-05-28,12,8,2,13,1,1,23,23,1,1,130,1,120,5,240
2025-05-28,12,9,2,13,1,1,23,23,1,1,100,1,100,3,420
2025-05-28,12,10,0,17,1,1,22,23,1,1,130,1,130,3,400
2025-05-28,12,11,0,17,1,1,22,23,1,1,100,1,110,4,500
2025-05-28,12,12,1,7,1,1,22,23,2,2,1340,2,200,1,100
2025-05-28,13,1,1,12,0,1,25.3,20.5,1,1,230,1,240,3,100
2025-05-28,13,2,3,12,0,1,24,20.4,1,1,100,1,100,3,190
2025-05-28,13,3,4,12,0,1,24.6,20.8,3,6,510,6,360,2,310
2025-05-28,13,4,4,10,0,1,24.6,20.8,4,2,480,2,100,1,100
2025-05-28,13,5,3,14,0,1,25.6,21.1,2,2,5190,2,750,1,190
2025-05-28,13,6,5,14,3,1,25.7,21.1,3,4,380,4,310,3,310
2025-05-28,13,7,5,14,3,1,25,21.2,1,1,120,1,210,4,150
2025-05-28,13,8,5,14,3,1,25.2,21.3,4,4,3450,4,380,3,260
2025-05-28,13,9,4,12,0,1,25.5,21.4,1,1,170,1,100,5,260
2025-05-28,13,10,4,12,0,1,25.8,21.5,1,1,100,1,100,2,160
2025-05-28,13,11,4,12,0,1,25.3,21.5,1,1,150,1,120,2,210
2025-05-28,13,12,4,12,0,1,25.2,21.6,1,1,100,1,100,2,110
2025-05-28,15,1,2,11,2,2,24,18,1,1,110,1,110,2,250
2025-05-28,15,2,2,9,2,2,24,18,1,1,130,1,120,4,330
2025-05-28,15,3,2,9,2,2,23,18,1,1,100,1,130,2,270
2025-05-28,15,4,2,9,2,2,23,18,2,2,370,2,220,1,100
2025-05-28,15,5,2,9,2,2,23,18,1,1,200,1,130,2,100
2025-05-28,15,6,2,9,2,2,23,18,1,1,120,1,120,6,280
2025-05-28,15,7,1,9,1,2,23,18,1,1,150,1,100,3,100
2025-05-28,15,8,1,13,1,2,22,18,1,1,110,1,120,2,170
2025-05-28,15,9,1,13,1,2,21,18,1,1,110,1,120,3,200
2025-05-28,15,10,1,15,1,2,21,18,1,1,200,1,120,3,120
2025-05-28,15,11,1,1,1,2,21,18,1,1,100,1,100,6,680
2025-05-28,15,12,1,1,1,2,20,18,3,6,410,6,360,4,420
2025-05-28,16,1,3,11,3,1,18,20,1,1,100,1,100,3,180
2025-05-28,16,2,3,11,3,1,20,20,1,1,230,1,130,3,290
2025-05-28,16,3,2,11,3,1,20,20,2,4,220,4,160,3,450
2025-05-28,16,4,3,11,3,1,20,20,2,3,990,3,360,2,1830
2025-05-28,16,5,4,11,3,1,21,20,3,5,360,5,580,6,460
2025-05-28,16,6,4,11,3,1,21,20,1,1,100,1,100,3,520
2025-05-28,16,7,3,13,3,1,21,20,1,1,100,1,100,6,100
2025-05-28,16,8,4,11,3,2,21,20,5,1,100,1,100,2,450
2025-05-28,16,9,3,13,3,2,22,20,3,4,450,4,180,3,210
2025-05-28,16,10,2,15,3,2,23,20,4,3,480,3,190,2,120
2025-05-28,16,11,1,15,1,2,23,20,1,1,200,1,130,6,130
2025-05-28,16,12,0,17,1,2,21,20,1,1,110,1,100,3,170
2025-05-28,17,1,2,7,2,1,18,19,3,3,910,3,660,5,410
2025-05-28,17,2,2,7,2,1,19,18,3,4,140,4,230,3,100
2025-05-28,17,3,0,17,1,1,19,18,1,1,130,1,220,5,170
2025-05-28,17,4,3,13,3,1,21,18,3,3,500,3,200,2,220
2025-05-28,17,5,3,13,3,2,22,18,3,4,910,4,130,1,100
2025-05-28,17,6,3,13,3,2,22,18,5,6,3100,6,580,2,180
2025-05-28,17,7,3,13,3,2,22,18,3,3,160,3,110,5,250
2025-05-28,17,8,4,13,4,2,22,18,1,1,170,1,100,5,350
2025-05-28,17,9,3,13,3,2,23,18,1,1,130,1,100,4,120
2025-05-28,17,10,3,13,3,2,23,18,4,3,410,3,230,2,100
2025-05-28,17,11,4,13,4,2,23,18,1,1,100,1,100,3,180
2025-05-28,17,12,4,13,4,2,22,18,1,1,100,1,100,2,100
2025-05-28,21,1,2,13,2,1,18,20,3,2,380,2,240,5,370
2025-05-28,21,2,0,17,1,1,20,20,5,1,100,1,100,4,100
2025-05-28,21,3,1,13,1,1,21,20,3,2,810,2,320,3,430
2025-05-28,21,4,1,13,1,1,22,20,1,1,110,1,100,3,100
2025-05-28,21,5,0,17,1,1,22,20,3,6,240,6,220,3,200
2025-05-28,21,6,2,7,2,1,23,20,1,1,220,1,130,3,230
2025-05-28,21,7,2,7,2,1,23,20,1,1,130,1,100,3,130
2025-05-28,21,8,2,7,2,1,23,20,3,5,260,5,270,2,250
2025-05-28,21,9,3,9,3,1,24,20,1,1,110,1,100,4,490
2025-05-28,21,10,3,9,3,1,25,20,3,4,240,4,180,1,100
2025-05-28,21,11,3,9,3,1,25,20,3,4,620,4,230,2,110
2025-05-28,21,12,3,9,3,1,22,20,1,1,100,1,110,2,250
2025-05-28,23,1,1,14,1,1,18,20,1,1,130,1,100,3,150
2025-05-28,23,2,0,17,1,1,19,20,3,4,830,4,470,1,150
2025-05-28,23,3,1,4,1,1,21,20,1,1,120,1,110,4,420
2025-05-28,23,4,1,4,1,1,22,20,3,2,130,2,100,3,130
2025-05-28,23,5,2,4,2,1,23,20,4,3,460,3,180,1,140
2025-05-28,23,6,2,4,2,1,23,20,1,1,160,1,100,3,110
2025-05-28,23,7,3,4,3,1,23,20,2,2,610,2,270,1,140
2025-05-28,23,8,4,4,4,1,22,20,1,1,130,1,110,2,420
2025-05-28,23,9,4,4,4,1,22,20,4,3,220,3,310,2,1270
2025-05-28,23,10,5,4,5,1,21,20,1,1,130,1,140,3,230
2025-05-28,23,11,4,4,4,1,21,20,1,1,110,1,140,5,580
2025-05-28,23,12,4,4,4,1,22,20,1,1,120,1,100,2,190
2025-05-29,1,1,3,10,2,2,22,22,1,1,260,1,160,3,210
2025-05-29,1,2,4,10,3,2,22,22,3,6,270,6,240,1,130
2025-05-29,1,3,2,10,1,2,22,22,5,1,380,1,190,3,150
2025-05-29,1,4,3,10,2,2,22,21,5,5,470,5,270,4,300
2025-05-29,1,5,3,10,2,2,22,21,5,6,1070,6,580,2,380
2025-05-29,1,6,3,10,2,2,21,21,1,1,100,1,100,2,280
2025-05-29,1,7,3,10,2,2,21,21,3,3,360,3,130,4,420
2025-05-29,1,8,3,10,2,2,21,21,1,1,140,1,120,5,160
2025-05-29,1,9,3,8,2,2,20,21,1,1,100,1,110,3,100
2025-05-29,1,10,3,8,2,2,20,21,1,1,100,1,100,3,160
2025-05-29,1,11,3,8,2,2,20,21,1,1,110,1,100,3,180
2025-05-29,1,12,3,8,2,2,19,21,1,1,150,1,100,2,110
2025-05-29,5,1,5,5,2,1,23,22,3,4,390,4,280,3,260
2025-05-29,5,2,2,7,2,2,23,22,1,1,160,1,140,2,280
