racer_id,wind_band,races,wins,win_rate,low_sample
3661,6+,25,4,0.16,0
3662,0-1,60,6,0.1,0
3662,2-3,165,33,0.2,0
3662,4-5,85,15,0.1765,0
3662,6+,25,6,0.24,0
3663,0-1,65,6,0.0923,0
3663,2-3,177,31,0.1751,0
3663,4-5,83,11,0.1325,0
3663,6+,22,3,0.1364,0
3664,0-1,85,7,0.0824,0
3664,2-3,125,18,0.144,0
3664,4-5,51,11,0.2157,0
3664,6+,18,4,0.2222,0
3679,0-1,103,21,0.2039,0
3679,2-3,149,33,0.2215,0
3679,4-5,77,16,0.2078,0
3679,6+,32,5,0.1562,0
3680,0-1,78,3,0.0385,0
3680,2-3,133,7,0.0526,0
3680,4-5,71,9,0.1268,0
3680,6+,14,3,0.2143,0
3681,0-1,77,12,0.1558,0
3681,2-3,101,16,0.1584,0
3681,4-5,45,6,0.1333,0
3681,6+,16,3,0.1875,0
3684,0-1,68,9,0.1324,0
3684,2-3,157,34,0.2166,0
3684,4-5,65,5,0.0769,0
3684,6+,12,3,0.25,0
3685,0-1,62,9,0.1452,0
3685,2-3,137,20,0.146,0
3685,4-5,73,10,0.137,0
3685,6+,19,1,0.0526,0
3686,0-1,82,17,0.2073,0
3686,2-3,156,29,0.1859,0
3686,4-5,77,15,0.1948,0
3686,6+,22,3,0.1364,0
3687,0-1,53,2,0.0377,0
3687,2-3,134,19,0.1418,0
3687,4-5,61,11,0.1803,0
3687,6+,17,1,0.0588,0
3690,0-1,73,3,0.0411,0
3690,2-3,150,16,0.1067,0
3690,4-5,59,5,0.0847,0
3690,6+,20,4,0.2,0
3692,0-1,83,9,0.1084,0
3692,2-3,124,20,0.1613,0
3692,4-5,69,11,0.1594,0
3692,6+,19,0,0.0,0
3696,0-1,70,4,0.0571,0
3696,2-3,128,10,0.0781,0
3696,4-5,68,9,0.1324,0
3696,6+,29,3,0.1034,0
3699,0-1,73,9,0.1233,0
3699,2-3,113,9,0.0796,0
3699,4-5,55,5,0.0909,0
3699,6+,12,1,0.0833,0
3701,0-1,51,4,0.0784,0
3701,2-3,139,6,0.0432,0
3701,4-5,59,6,0.1017,0
3701,6+,14,1,0.0714,0
3702,0-1,1,0,0.0,1
3702,2-3,5,0,0.0,1
3702,4-5,2,0,0.0,1
3703,0-1,66,13,0.197,0
3703,2-3,146,32,0.2192,0
3703,4-5,76,14,0.1842,0
3703,6+,14,3,0.2143,0
3704,0-1,53,5,0.0943,0
3704,2-3,113,5,0.0442,0
3704,4-5,31,0,0.0,0
3704,6+,11,0,0.0,0
3708,0-1,62,8,0.129,0
3708,2-3,137,18,0.1314,0
3708,4-5,67,4,0.0597,0
3708,6+,34,5,0.1471,0
3710,0-1,59,4,0.0678,0
3710,2-3,156,16,0.1026,0
3710,4-5,62,4,0.0645,0
3710,6+,15,1,0.0667,0
3711,0-1,90,24,0.2667,0
3711,2-3,202,37,0.1832,0
3711,4-5,71,7,0.0986,0
3711,6+,30,6,0.2,0
3712,0-1,67,8,0.1194,0
3712,2-3,136,18,0.1324,0
3712,4-5,63,8,0.127,0
3712,6+,20,2,0.1,0
3713,0-1,76,17,0.2237,0
3713,2-3,148,24,0.1622,0
3713,4-5,67,21,0.3134,0
3713,6+,17,3,0.1765,0
3714,0-1,69,5,0.0725,0
3714,2-3,130,12,0.0923,0
3714,4-5,69,9,0.1304,0
3714,6+,19,4,0.2105,0
3715,0-1,53,4,0.0755,0
3715,2-3,118,16,0.1356,0
3715,4-5,52,8,0.1538,0
3715,6+,30,2,0.0667,0
3716,0-1,74,8,0.1081,0
3716,2-3,133,21,0.1579,0
3716,4-5,86,26,0.3023,0
3716,6+,40,16,0.4,0
3717,0-1,56,7,0.125,0
3717,2-3,126,25,0.1984,0
3717,4-5,51,7,0.1373,0
3717,6+,23,1,0.0435,0
3718,0-1,76,8,0.1053,0
3718,2-3,132,14,0.1061,0
3718,4-5,69,10,0.1449,0
3718,6+,19,5,0.2632,0
3719,0-1,82,15,0.1829,0
3719,2-3,165,40,0.2424,0
3719,4-5,84,13,0.1548,0
3719,6+,17,4,0.2353,0
3721,0-1,94,24,0.2553,0
3721,2-3,144,47,0.3264,0
3721,4-5,86,31,0.3605,0
3721,6+,15,4,0.2667,0
3722,0-1,60,2,0.0333,0
3722,2-3,133,4,0.0301,0
3722,4-5,54,4,0.0741,0
3722,6+,14,1,0.0714,0
3726,0-1,45,3,0.0667,0
3726,2-3,89,10,0.1124,0
3726,4-5,34,2,0.0588,0
3726,6+,11,1,0.0909,0
3730,0-1,71,5,0.0704,0
3730,2-3,142,15,0.1056,0
3730,4-5,80,9,0.1125,0
3730,6+,14,2,0.1429,0
3731,0-1,68,9,0.1324,0
3731,2-3,149,16,0.1074,0
3731,4-5,69,7,0.1014,0
3731,6+,13,0,0.0,0
3736,0-1,21,3,0.1429,0
3736,2-3,31,0,0.0,0
3736,4-5,20,4,0.2,0
3736,6+,8,2,0.25,1
3737,0-1,88,21,0.2386,0
3737,2-3,118,33,0.2797,0
3737,4-5,87,23,0.2644,0
3737,6+,11,5,0.4545,0
3740,0-1,114,27,0.2368,0
3740,2-3,157,47,0.2994,0
3740,4-5,51,9,0.1765,0
3740,6+,29,8,0.2759,0
3741,0-1,73,2,0.0274,0
3741,2-3,114,7,0.0614,0
3741,4-5,64,4,0.0625,0
3741,6+,8,1,0.125,1
3742,0-1,53,3,0.0566,0
3742,2-3,107,15,0.1402,0
3742,4-5,67,3,0.0448,0
3742,6+,21,2,0.0952,0
3743,0-1,82,21,0.2561,0
3743,2-3,150,37,0.2467,0
3743,4-5,89,23,0.2584,0
3743,6+,20,2,0.1,0
3744,0-1,103,33,0.3204,0
3744,2-3,183,53,0.2896,0
3744,4-5,80,28,0.35,0
3744,6+,30,8,0.2667,0
3745,0-1,50,10,0.2,0
3745,2-3,124,15,0.121,0
3745,4-5,60,4,0.0667,0
3745,6+,18,2,0.1111,0
3746,0-1,90,18,0.2,0
3746,2-3,193,33,0.171,0
3746,4-5,84,11,0.131,0
3746,6+,23,6,0.2609,0
3747,0-1,63,13,0.2063,0
3747,2-3,147,23,0.1565,0
3747,4-5,49,4,0.0816,0
3747,6+,20,1,0.05,0
3748,0-1,75,5,0.0667,0
3748,2-3,128,4,0.0312,0
3748,4-5,58,6,0.1034,0
3748,6+,19,1,0.0526,0
3752,0-1,63,5,0.0794,0
3752,2-3,117,9,0.0769,0
3752,4-5,64,3,0.0469,0
3752,6+,27,2,0.0741,0
3757,0-1,79,14,0.1772,0
3757,2-3,122,13,0.1066,0
3757,4-5,63,9,0.1429,0
3757,6+,15,2,0.1333,0
3761,0-1,67,10,0.1493,0
3761,2-3,122,22,0.1803,0
3761,4-5,49,10,0.2041,0
3761,6+,12,0,0.0,0
3769,0-1,80,8,0.1,0
3769,2-3,130,17,0.1308,0
3769,4-5,48,8,0.1667,0
3769,6+,14,2,0.1429,0
3771,0-1,77,9,0.1169,0
3771,2-3,138,24,0.1739,0
3771,4-5,59,11,0.1864,0
3771,6+,29,4,0.1379,0
3772,0-1,90,8,0.0889,0
3772,2-3,124,15,0.121,0
3772,4-5,45,6,0.1333,0
3772,6+,22,3,0.1364,0
3773,0-1,77,9,0.1169,0
3773,2-3,126,12,0.0952,0
3773,4-5,47,4,0.0851,0
3773,6+,18,2,0.1111,0
3775,0-1,75,5,0.0667,0
3775,2-3,147,10,0.068,0
3775,4-5,70,5,0.0714,0
3775,6+,28,0,0.0,0
3776,0-1,60,2,0.0333,0
3776,2-3,150,4,0.0267,0
3776,4-5,49,1,0.0204,0
3776,6+,20,0,0.0,0
3777,0-1,95,15,0.1579,0
3777,2-3,152,29,0.1908,0
3777,4-5,71,16,0.2254,0
3777,6+,21,8,0.381,0
3778,0-1,48,1,0.0208,0
3778,2-3,87,4,0.046,0
3778,4-5,60,2,0.0333,0
3778,6+,9,0,0.0,1
3779,0-1,94,23,0.2447,0
3779,2-3,159,47,0.2956,0
3779,4-5,58,19,0.3276,0
3779,6+,24,7,0.2917,0
3783,0-1,85,20,0.2353,0
3783,2-3,150,35,0.2333,0
3783,4-5,84,14,0.1667,0
3783,6+,35,10,0.2857,0
3784,0-1,66,4,0.0606,0
3784,2-3,128,21,0.1641,0
3784,4-5,70,10,0.1429,0
3784,6+,18,2,0.1111,0
3787,0-1,62,2,0.0323,0
3787,2-3,133,8,0.0602,0
3787,4-5,29,1,0.0345,0
3787,6+,9,0,0.0,1
3788,0-1,57,15,0.2632,0
3788,2-3,83,15,0.1807,0
3788,4-5,51,10,0.1961,0
3788,6+,21,5,0.2381,0
3790,0-1,58,1,0.0172,0
3790,2-3,130,9,0.0692,0
3790,4-5,47,5,0.1064,0
3790,6+,24,5,0.2083,0
3792,0-1,69,13,0.1884,0
3792,2-3,133,23,0.1729,0
3792,4-5,55,16,0.2909,0
3792,6+,16,4,0.25,0
3793,0-1,67,9,0.1343,0
3793,2-3,116,11,0.0948,0
3793,4-5,40,1,0.025,0
3793,6+,12,1,0.0833,0
3796,0-1,68,8,0.1176,0
3796,2-3,128,15,0.1172,0
3796,4-5,69,3,0.0435,0
3796,6+,31,3,0.0968,0
3797,0-1,76,2,0.0263,0
3797,2-3,140,6,0.0429,0
3797,4-5,67,3,0.0448,0
3797,6+,24,2,0.0833,0
3800,0-1,64,9,0.1406,0
3800,2-3,120,19,0.1583,0
3800,4-5,69,8,0.1159,0
3800,6+,12,1,0.0833,0
3801,0-1,46,7,0.1522,0
3801,2-3,91,15,0.1648,0
3801,4-5,39,4,0.1026,0
3801,6+,6,1,0.1667,1
3802,0-1,9,0,0.0,1
3802,2-3,16,1,0.0625,0
3802,4-5,10,1,0.1,0
3804,0-1,73,6,0.0822,0
3804,2-3,143,16,0.1119,0
3804,4-5,71,5,0.0704,0
3804,6+,16,5,0.3125,0
3805,0-1,57,4,0.0702,0
3805,2-3,149,20,0.1342,0
3805,4-5,51,7,0.1373,0
3805,6+,21,4,0.1905,0
3807,0-1,82,6,0.0732,0
3807,2-3,132,12,0.0909,0
3807,4-5,60,6,0.1,0
3807,6+,26,2,0.0769,0
3808,0-1,56,4,0.0714,0
3808,2-3,116,9,0.0776,0
3808,4-5,65,4,0.0615,0
3808,6+,19,0,0.0,0
3809,0-1,48,4,0.0833,0
3809,2-3,114,5,0.0439,0
3809,4-5,49,2,0.0408,0
3809,6+,22,3,0.1364,0
3811,0-1,80,19,0.2375,0
3811,2-3,177,43,0.2429,0
3811,4-5,83,23,0.2771,0
3811,6+,29,3,0.1034,0
3812,0-1,77,5,0.0649,0
3812,2-3,121,7,0.0579,0
3812,4-5,56,6,0.1071,0
3812,6+,32,1,0.0312,0
3813,0-1,69,22,0.3188,0
3813,2-3,150,37,0.2467,0
3813,4-5,82,20,0.2439,0
3813,6+,19,4,0.2105,0
3814,0-1,87,3,0.0345,0
3814,2-3,127,17,0.1339,0
3814,4-5,80,5,0.0625,0
3814,6+,20,2,0.1,0
3820,0-1,48,0,0.0,0
3820,2-3,79,1,0.0127,0
3820,4-5,35,0,0.0,0
3820,6+,12,1,0.0833,0
3822,0-1,87,15,0.1724,0
3822,2-3,151,48,0.3179,0
3822,4-5,82,26,0.3171,0
3822,6+,33,9,0.2727,0
3825,0-1,72,12,0.1667,0
3825,2-3,108,10,0.0926,0
3825,4-5,51,4,0.0784,0
3825,6+,32,2,0.0625,0
3826,0-1,78,11,0.141,0
3826,2-3,127,21,0.1654,0
3826,4-5,75,12,0.16,0
3826,6+,21,5,0.2381,0
3827,0-1,63,2,0.0317,0
3827,2-3,140,7,0.05,0
3827,4-5,63,2,0.0317,0
3827,6+,18,1,0.0556,0
3828,0-1,64,5,0.0781,0
3828,2-3,131,14,0.1069,0
3828,4-5,71,6,0.0845,0
3828,6+,25,7,0.28,0
3831,0-1,74,10,0.1351,0
3831,2-3,127,17,0.1339,0
3831,4-5,60,8,0.1333,0
3831,6+,14,0,0.0,0
3832,0-1,45,1,0.0222,0
3832,2-3,101,8,0.0792,0
3832,4-5,36,2,0.0556,0
3832,6+,7,0,0.0,1
3833,0-1,79,27,0.3418,0
3833,2-3,177,43,0.2429,0
3833,4-5,74,20,0.2703,0
3833,6+,28,5,0.1786,0
3834,0-1,55,5,0.0909,0
3834,2-3,126,11,0.0873,0
3834,4-5,61,4,0.0656,0
3834,6+,19,1,0.0526,0
3837,0-1,82,20,0.2439,0
3837,2-3,154,40,0.2597,0
3837,4-5,62,18,0.2903,0
3837,6+,28,3,0.1071,0
3838,0-1,57,5,0.0877,0
3838,2-3,150,20,0.1333,0
3838,4-5,48,8,0.1667,0
3838,6+,11,2,0.1818,0
3839,0-1,60,1,0.0167,0
3839,2-3,147,12,0.0816,0
3839,4-5,72,4,0.0556,0
3839,6+,21,1,0.0476,0
3841,0-1,83,21,0.253,0
3841,2-3,171,33,0.193,0
3841,4-5,81,17,0.2099,0
3841,6+,23,3,0.1304,0
3842,0-1,62,11,0.1774,0
3842,2-3,142,22,0.1549,0
3842,4-5,47,5,0.1064,0
3842,6+,14,4,0.2857,0
3843,0-1,60,7,0.1167,0
3843,2-3,165,23,0.1394,0
3843,4-5,56,7,0.125,0
3843,6+,23,2,0.087,0
3845,0-1,57,9,0.1579,0
3845,2-3,101,18,0.1782,0
3845,4-5,48,11,0.2292,0
3845,6+,11,4,0.3636,0
3848,0-1,72,6,0.0833,0
3848,2-3,153,15,0.098,0
3848,4-5,72,10,0.1389,0
3848,6+,22,5,0.2273,0
3849,0-1,78,31,0.3974,0
3849,2-3,123,56,0.4553,0
3849,4-5,54,25,0.463,0
3849,6+,21,5,0.2381,0
3850,0-1,64,10,0.1562,0
3850,2-3,156,19,0.1218,0
3850,4-5,85,9,0.1059,0
3850,6+,28,2,0.0714,0
3851,0-1,33,0,0.0,0
3851,2-3,58,2,0.0345,0
3851,4-5,33,3,0.0909,0
3851,6+,1,0,0.0,1
3852,0-1,60,7,0.1167,0
3852,2-3,134,16,0.1194,0
3852,4-5,70,14,0.2,0
3852,6+,30,1,0.0333,0
3853,0-1,91,18,0.1978,0
3853,2-3,166,27,0.1627,0
3853,4-5,68,12,0.1765,0
3853,6+,20,6,0.3,0
3854,0-1,86,17,0.1977,0
3854,2-3,138,33,0.2391,0
3854,4-5,68,18,0.2647,0
3854,6+,22,11,0.5,0
3855,0-1,12,0,0.0,0
3855,2-3,25,0,0.0,0
3855,4-5,12,0,0.0,0
3855,6+,5,0,0.0,1
3857,0-1,74,7,0.0946,0
3857,2-3,124,18,0.1452,0
3857,4-5,45,10,0.2222,0
3857,6+,15,2,0.1333,0
3859,0-1,72,6,0.0833,0
3859,2-3,126,8,0.0635,0
3859,4-5,31,4,0.129,0
3859,6+,9,2,0.2222,1
3860,0-1,80,2,0.025,0
3860,2-3,125,12,0.096,0
3860,4-5,56,2,0.0357,0
3860,6+,20,2,0.1,0
3863,0-1,81,5,0.0617,0
3863,2-3,132,12,0.0909,0
3863,4-5,46,4,0.087,0
3863,6+,13,0,0.0,0
3866,0-1,64,6,0.0938,0
3866,2-3,89,2,0.0225,0
3866,4-5,70,6,0.0857,0
3866,6+,16,1,0.0625,0
3867,0-1,72,5,0.0694,0
3867,2-3,129,6,0.0465,0
3867,4-5,63,5,0.0794,0
3867,6+,8,0,0.0,1
3868,0-1,58,5,0.0862,0
3868,2-3,111,6,0.0541,0
3868,4-5,80,12,0.15,0
3868,6+,30,1,0.0333,0
3869,0-1,57,8,0.1404,0
3869,2-3,134,7,0.0522,0
3869,4-5,42,2,0.0476,0
3869,6+,37,2,0.0541,0
3870,0-1,74,8,0.1081,0
3870,2-3,150,15,0.1,0
3870,4-5,66,8,0.1212,0
3870,6+,9,0,0.0,1
3871,0-1,54,2,0.037,0
3871,2-3,115,11,0.0957,0
3871,4-5,24,5,0.2083,0
3871,6+,4,1,0.25,1
3872,0-1,85,15,0.1765,0
3872,2-3,169,35,0.2071,0
3872,4-5,65,12,0.1846,0
3872,6+,25,5,0.2,0
3873,0-1,71,11,0.1549,0
3873,2-3,130,19,0.1462,0
3873,4-5,64,11,0.1719,0
3873,6+,26,3,0.1154,0
3874,0-1,78,20,0.2564,0
3874,2-3,159,48,0.3019,0
3874,4-5,85,12,0.1412,0
3874,6+,18,6,0.3333,0
3875,0-1,66,5,0.0758,0
3875,2-3,135,16,0.1185,0
3875,4-5,66,8,0.1212,0
3875,6+,25,5,0.2,0
3876,0-1,55,28,0.5091,0
3876,2-3,128,47,0.3672,0
3876,4-5,62,28,0.4516,0
3876,6+,37,15,0.4054,0
3878,0-1,59,4,0.0678,0
3878,2-3,121,16,0.1322,0
3878,4-5,61,3,0.0492,0
3878,6+,21,1,0.0476,0
3880,0-1,62,6,0.0968,0
3880,2-3,123,8,0.065,0
3880,4-5,85,9,0.1059,0
3880,6+,25,1,0.04,0
3882,0-1,88,13,0.1477,0
3882,2-3,134,16,0.1194,0
3882,4-5,73,6,0.0822,0
3882,6+,14,2,0.1429,0
3885,0-1,81,13,0.1605,0
3885,2-3,144,23,0.1597,0
3885,4-5,61,7,0.1148,0
3885,6+,21,3,0.1429,0
3888,0-1,80,15,0.1875,0
3888,2-3,164,27,0.1646,0
3888,4-5,86,17,0.1977,0
3888,6+,30,4,0.1333,0
3889,0-1,79,6,0.0759,0
3889,2-3,112,10,0.0893,0
3889,4-5,65,3,0.0462,0
3889,6+,18,0,0.0,0
3891,0-1,70,1,0.0143,0
3891,2-3,143,8,0.0559,0
3891,4-5,77,5,0.0649,0
3891,6+,16,2,0.125,0
3892,0-1,79,7,0.0886,0
3892,2-3,115,15,0.1304,0
3892,4-5,69,11,0.1594,0
3892,6+,23,3,0.1304,0
3893,0-1,67,5,0.0746,0
3893,2-3,125,16,0.128,0
3893,4-5,64,9,0.1406,0
3893,6+,19,3,0.1579,0
3895,0-1,42,3,0.0714,0
3895,2-3,71,4,0.0563,0
3895,4-5,26,2,0.0769,0
3895,6+,10,3,0.3,0
3896,0-1,56,8,0.1429,0
3896,2-3,114,7,0.0614,0
3896,4-5,63,9,0.1429,0
3896,6+,7,1,0.1429,1
3897,0-1,87,18,0.2069,0
3897,2-3,144,40,0.2778,0
3897,4-5,74,16,0.2162,0
3897,6+,17,7,0.4118,0
3898,0-1,109,28,0.2569,0
3898,2-3,151,51,0.3377,0
3898,4-5,64,24,0.375,0
3898,6+,21,5,0.2381,0
3900,0-1,68,20,0.2941,0
3900,2-3,151,30,0.1987,0
3900,4-5,67,11,0.1642,0
3900,6+,29,6,0.2069,0
3901,0-1,39,3,0.0769,0
3901,2-3,106,14,0.1321,0
3901,4-5,61,9,0.1475,0
3901,6+,14,3,0.2143,0
3904,0-1,55,7,0.1273,0
3904,2-3,96,13,0.1354,0
3904,4-5,47,4,0.0851,0
3904,6+,16,4,0.25,0
3905,0-1,82,13,0.1585,0
3905,2-3,170,33,0.1941,0
3905,4-5,88,16,0.1818,0
3905,6+,21,1,0.0476,0
3906,0-1,67,6,0.0896,0
3906,2-3,153,14,0.0915,0
3906,4-5,61,3,0.0492,0
3906,6+,11,1,0.0909,0
3907,0-1,78,9,0.1154,0
3907,2-3,147,33,0.2245,0
3907,4-5,82,13,0.1585,0
3907,6+,36,8,0.2222,0
3908,0-1,98,22,0.2245,0
3908,2-3,179,50,0.2793,0
3908,4-5,62,21,0.3387,0
3908,6+,25,9,0.36,0
3909,0-1,87,22,0.2529,0
3909,2-3,152,59,0.3882,0
3909,4-5,89,29,0.3258,0
3909,6+,33,8,0.2424,0
3910,0-1,82,6,0.0732,0
3910,2-3,123,14,0.1138,0
3910,4-5,68,10,0.1471,0
3910,6+,17,3,0.1765,0
3911,0-1,67,14,0.209,0
3911,2-3,144,16,0.1111,0
3911,4-5,105,17,0.1619,0
3911,6+,38,4,0.1053,0
3912,0-1,99,28,0.2828,0
3912,2-3,142,40,0.2817,0
3912,4-5,77,16,0.2078,0
3912,6+,19,1,0.0526,0
3915,0-1,91,25,0.2747,0
3915,2-3,161,32,0.1988,0
3915,4-5,88,12,0.1364,0
3915,6+,27,7,0.2593,0
3918,0-1,101,23,0.2277,0
3918,2-3,168,37,0.2202,0
3918,4-5,80,20,0.25,0
3918,6+,21,5,0.2381,0
3920,0-1,54,7,0.1296,0
3920,2-3,110,16,0.1455,0
3920,4-5,63,4,0.0635,0
3920,6+,18,3,0.1667,0
3921,0-1,33,4,0.1212,0
3921,2-3,72,5,0.0694,0
3921,4-5,22,1,0.0455,0
3921,6+,11,3,0.2727,0
3922,0-1,70,3,0.0429,0
3922,2-3,158,13,0.0823,0
3922,4-5,72,4,0.0556,0
3922,6+,17,0,0.0,0
3928,0-1,76,4,0.0526,0
3928,2-3,142,10,0.0704,0
3928,4-5,50,7,0.14,0
3928,6+,10,0,0.0,0
3929,0-1,65,8,0.1231,0
3929,2-3,125,8,0.064,0
3929,4-5,70,8,0.1143,0
3929,6+,34,6,0.1765,0
3930,0-1,65,14,0.2154,0
3930,2-3,159,26,0.1635,0
3930,4-5,74,17,0.2297,0
3930,6+,21,2,0.0952,0
3931,0-1,62,8,0.129,0
3931,2-3,124,22,0.1774,0
3931,4-5,64,11,0.1719,0
3931,6+,33,6,0.1818,0
3932,0-1,43,10,0.2326,0
3932,2-3,99,12,0.1212,0
3932,4-5,60,7,0.1167,0
3932,6+,25,5,0.2,0
3933,0-1,100,16,0.16,0
3933,2-3,147,30,0.2041,0
3933,4-5,68,4,0.0588,0
3933,6+,14,1,0.0714,0
3934,0-1,70,4,0.0571,0
3934,2-3,153,10,0.0654,0
3934,4-5,80,11,0.1375,0
3934,6+,20,4,0.2,0
3935,0-1,71,10,0.1408,0
3935,2-3,106,10,0.0943,0
3935,4-5,61,7,0.1148,0
3935,6+,23,3,0.1304,0
3939,0-1,31,4,0.129,0
3939,2-3,62,10,0.1613,0
3939,4-5,34,8,0.2353,0
3939,6+,6,3,0.5,1
3940,0-1,80,22,0.275,0
3940,2-3,174,35,0.2011,0
3940,4-5,121,38,0.314,0
3940,6+,26,5,0.1923,0
3941,0-1,95,33,0.3474,0
3941,2-3,162,44,0.2716,0
3941,4-5,84,28,0.3333,0
3941,6+,25,13,0.52,0
3942,0-1,70,18,0.2571,0
3942,2-3,148,32,0.2162,0
3942,4-5,81,23,0.284,0
3942,6+,12,2,0.1667,0
3943,0-1,12,0,0.0,0
3943,2-3,27,0,0.0,0
3943,4-5,12,0,0.0,0
3943,6+,2,0,0.0,1
3944,0-1,94,19,0.2021,0
3944,2-3,131,24,0.1832,0
3944,4-5,57,15,0.2632,0
3944,6+,16,0,0.0,0
3945,0-1,59,0,0.0,0
3945,2-3,105,11,0.1048,0
3945,4-5,41,1,0.0244,0
3945,6+,16,1,0.0625,0
3946,0-1,95,22,0.2316,0
3946,2-3,214,60,0.2804,0
3946,4-5,81,28,0.3457,0
3946,6+,26,9,0.3462,0
3947,0-1,84,11,0.131,0
3947,2-3,146,15,0.1027,0
3947,4-5,62,5,0.0806,0
3947,6+,12,1,0.0833,0
3948,0-1,72,3,0.0417,0
3948,2-3,105,6,0.0571,0
3948,4-5,56,2,0.0357,0
3948,6+,11,1,0.0909,0
3949,0-1,60,1,0.0167,0
3949,2-3,111,4,0.036,0
3949,4-5,55,0,0.0,0
3949,6+,12,0,0.0,0
3950,0-1,52,3,0.0577,0
3950,2-3,110,5,0.0455,0
3950,4-5,52,1,0.0192,0
3950,6+,18,0,0.0,0
3951,0-1,77,14,0.1818,0
3951,2-3,143,20,0.1399,0
3951,4-5,86,16,0.186,0
3951,6+,33,3,0.0909,0
3952,0-1,107,34,0.3178,0
3952,2-3,161,53,0.3292,0
3952,4-5,70,17,0.2429,0
3952,6+,27,8,0.2963,0
3953,0-1,42,3,0.0714,0
3953,2-3,94,9,0.0957,0
3953,4-5,40,1,0.025,0
3953,6+,13,0,0.0,0
3955,0-1,46,7,0.1522,0
3955,2-3,113,13,0.115,0
3955,4-5,59,4,0.0678,0
3955,6+,11,3,0.2727,0
3956,0-1,72,16,0.2222,0
3956,2-3,146,37,0.2534,0
3956,4-5,82,18,0.2195,0
3956,6+,25,5,0.2,0
3957,0-1,86,8,0.093,0
3957,2-3,166,20,0.1205,0
3957,4-5,61,6,0.0984,0
3957,6+,18,4,0.2222,0
3959,0-1,65,15,0.2308,0
3959,2-3,147,50,0.3401,0
3959,4-5,91,22,0.2418,0
3959,6+,37,10,0.2703,0
3960,0-1,87,26,0.2989,0
3960,2-3,159,46,0.2893,0
3960,4-5,92,28,0.3043,0
3960,6+,35,9,0.2571,0
3961,0-1,62,11,0.1774,0
3961,2-3,147,34,0.2313,0
3961,4-5,69,21,0.3043,0
3961,6+,19,6,0.3158,0
3963,0-1,93,12,0.129,0
3963,2-3,155,32,0.2065,0
3963,4-5,58,9,0.1552,0
3963,6+,20,4,0.2,0
3964,0-1,66,5,0.0758,0
3964,2-3,141,8,0.0567,0
3964,4-5,55,1,0.0182,0
3964,6+,25,1,0.04,0
3965,0-1,90,19,0.2111,0
3965,2-3,162,33,0.2037,0
3965,4-5,71,20,0.2817,0
3965,6+,21,6,0.2857,0
3966,0-1,113,29,0.2566,0
3966,2-3,182,49,0.2692,0
3966,4-5,73,23,0.3151,0
3966,6+,29,5,0.1724,0
3967,0-1,56,8,0.1429,0
3967,2-3,126,9,0.0714,0
3967,4-5,64,4,0.0625,0
3967,6+,16,0,0.0,0
3968,0-1,82,15,0.1829,0
3968,2-3,141,23,0.1631,0
3968,4-5,71,11,0.1549,0
3968,6+,19,4,0.2105,0
3973,0-1,87,5,0.0575,0
3973,2-3,130,8,0.0615,0
3973,4-5,87,7,0.0805,0
3973,6+,28,5,0.1786,0
3974,0-1,60,4,0.0667,0
3974,2-3,100,8,0.08,0
3974,4-5,62,7,0.1129,0
3974,6+,23,1,0.0435,0
3975,0-1,64,13,0.2031,0
3975,2-3,134,26,0.194,0
3975,4-5,66,8,0.1212,0
3975,6+,26,3,0.1154,0
3976,0-1,69,2,0.029,0
3976,2-3,125,18,0.144,0
3976,4-5,63,5,0.0794,0
3976,6+,24,1,0.0417,0
3977,0-1,98,10,0.102,0
3977,2-3,135,13,0.0963,0
3977,4-5,58,4,0.069,0
3977,6+,19,4,0.2105,0
3978,0-1,95,19,0.2,0
3978,2-3,138,36,0.2609,0
3978,4-5,67,10,0.1493,0
3978,6+,39,9,0.2308,0
3981,0-1,94,12,0.1277,0
3981,2-3,140,18,0.1286,0
3981,4-5,81,10,0.1235,0
3981,6+,19,4,0.2105,0
3982,0-1,62,4,0.0645,0
3982,2-3,133,14,0.1053,0
3982,4-5,51,7,0.1373,0
3982,6+,22,4,0.1818,0
3983,0-1,106,28,0.2642,0
3983,2-3,157,29,0.1847,0
3983,4-5,85,18,0.2118,0
3983,6+,31,6,0.1935,0
3984,0-1,111,31,0.2793,0
3984,2-3,150,35,0.2333,0
3984,4-5,78,20,0.2564,0
3984,6+,32,6,0.1875,0
3986,0-1,51,8,0.1569,0
3986,2-3,103,12,0.1165,0
3986,4-5,39,4,0.1026,0
3986,6+,11,2,0.1818,0
3987,0-1,70,22,0.3143,0
3987,2-3,128,19,0.1484,0
3987,4-5,76,9,0.1184,0
3987,6+,20,6,0.3,0
3988,0-1,101,25,0.2475,0
3988,2-3,172,27,0.157,0
3988,4-5,80,15,0.1875,0
3988,6+,19,7,0.3684,0
3989,0-1,50,2,0.04,0
3989,2-3,119,10,0.084,0
3989,4-5,68,5,0.0735,0
3989,6+,17,1,0.0588,0
3990,0-1,72,8,0.1111,0
3990,2-3,140,18,0.1286,0
3990,4-5,49,3,0.0612,0
3990,6+,28,5,0.1786,0
3992,0-1,99,18,0.1818,0
3992,2-3,114,18,0.1579,0
3992,4-5,38,3,0.0789,0
3992,6+,14,1,0.0714,0
3993,0-1,63,10,0.1587,0
3993,2-3,125,18,0.144,0
3993,4-5,60,10,0.1667,0
3993,6+,13,2,0.1538,0
