racer_id,motor_2rate_band,races,wins,win_rate,low_sample
4012,35-40,54,13,0.2407,0
4012,40-45,62,20,0.3226,0
4012,45+,35,11,0.3143,0
4012,<30,80,15,0.1875,0
4013,30-35,138,28,0.2029,0
4013,35-40,87,30,0.3448,0
4013,40-45,24,10,0.4167,0
4013,45+,32,10,0.3125,0
4013,<30,80,22,0.275,0
4014,30-35,92,18,0.1957,0
4014,35-40,32,8,0.25,0
4014,40-45,40,5,0.125,0
4014,45+,20,1,0.05,0
4014,<30,128,28,0.2188,0
4015,30-35,84,16,0.1905,0
4015,35-40,69,12,0.1739,0
4015,40-45,43,6,0.1395,0
4015,45+,20,3,0.15,0
4015,<30,123,17,0.1382,0
4016,30-35,45,3,0.0667,0
4016,35-40,60,4,0.0667,0
4016,40-45,39,4,0.1026,0
4016,45+,56,7,0.125,0
4016,<30,87,13,0.1494,0
4017,30-35,52,8,0.1538,0
4017,35-40,67,9,0.1343,0
4017,40-45,34,5,0.1471,0
4017,<30,140,32,0.2286,0
4019,30-35,136,39,0.2868,0
4019,35-40,49,8,0.1633,0
4019,40-45,45,15,0.3333,0
4019,45+,38,13,0.3421,0
4019,<30,66,14,0.2121,0
4020,30-35,50,4,0.08,0
4020,35-40,111,7,0.0631,0
4020,40-45,9,1,0.1111,1
4020,45+,36,1,0.0278,0
4020,<30,62,9,0.1452,0
4022,30-35,84,9,0.1071,0
4022,35-40,57,6,0.1053,0
4022,40-45,15,2,0.1333,0
4022,45+,9,0,0.0,1
4022,<30,94,12,0.1277,0
4023,30-35,33,4,0.1212,0
4023,35-40,69,7,0.1014,0
4023,40-45,32,1,0.0312,0
4023,45+,47,6,0.1277,0
4023,<30,88,6,0.0682,0
4024,30-35,66,15,0.2273,0
4024,35-40,102,25,0.2451,0
4024,40-45,24,6,0.25,0
4024,45+,55,13,0.2364,0
4024,<30,104,19,0.1827,0
4025,30-35,82,17,0.2073,0
4025,35-40,34,10,0.2941,0
4025,40-45,30,9,0.3,0
4025,45+,73,21,0.2877,0
4025,<30,92,23,0.25,0
4027,30-35,63,10,0.1587,0
4027,35-40,31,5,0.1613,0
4027,40-45,36,7,0.1944,0
4027,45+,23,9,0.3913,0
4027,<30,143,27,0.1888,0
4028,30-35,84,29,0.3452,0
4028,35-40,87,17,0.1954,0
4028,40-45,28,4,0.1429,0
4028,45+,28,10,0.3571,0
4028,<30,98,25,0.2551,0
4030,30-35,77,13,0.1688,0
4030,35-40,53,10,0.1887,0
4030,40-45,69,11,0.1594,0
4030,45+,52,6,0.1154,0
4030,<30,93,14,0.1505,0
4031,30-35,92,9,0.0978,0
4031,35-40,50,5,0.1,0
4031,40-45,27,1,0.037,0
4031,45+,36,8,0.2222,0
4031,<30,99,10,0.101,0
4033,30-35,48,11,0.2292,0
4033,35-40,109,25,0.2294,0
4033,40-45,35,12,0.3429,0
4033,45+,47,15,0.3191,0
4033,<30,121,30,0.2479,0
4034,30-35,61,3,0.0492,0
4034,35-40,65,7,0.1077,0
4034,40-45,25,2,0.08,0
4034,45+,18,1,0.0556,0
4034,<30,124,8,0.0645,0
4035,30-35,72,3,0.0417,0
4035,35-40,83,12,0.1446,0
4035,40-45,19,0,0.0,0
4035,45+,44,6,0.1364,0
4035,<30,108,6,0.0556,0
4036,30-35,95,29,0.3053,0
4036,35-40,60,11,0.1833,0
4036,40-45,73,17,0.2329,0
4036,45+,19,3,0.1579,0
4036,<30,116,32,0.2759,0
4039,30-35,57,9,0.1579,0
4039,35-40,78,7,0.0897,0
4039,40-45,56,13,0.2321,0
4039,45+,18,2,0.1111,0
4039,<30,118,13,0.1102,0
4040,30-35,107,22,0.2056,0
4040,35-40,89,19,0.2135,0
4040,40-45,51,15,0.2941,0
4040,45+,30,11,0.3667,0
4040,<30,112,24,0.2143,0
4041,30-35,89,6,0.0674,0
4041,35-40,25,2,0.08,0
4041,40-45,17,4,0.2353,0
4041,<30,76,4,0.0526,0
4042,30-35,88,16,0.1818,0
4042,35-40,81,22,0.2716,0
4042,40-45,56,13,0.2321,0
4042,45+,27,7,0.2593,0
4042,<30,101,22,0.2178,0
4043,30-35,83,17,0.2048,0
4043,35-40,107,20,0.1869,0
4043,40-45,43,11,0.2558,0
4043,45+,36,12,0.3333,0
4043,<30,87,13,0.1494,0
4044,30-35,36,5,0.1389,0
4044,35-40,77,15,0.1948,0
4044,40-45,60,23,0.3833,0
4044,45+,57,16,0.2807,0
4044,<30,106,29,0.2736,0
4045,30-35,105,18,0.1714,0
4045,35-40,44,4,0.0909,0
4045,40-45,38,6,0.1579,0
4045,45+,9,2,0.2222,1
4045,<30,85,9,0.1059,0
4047,30-35,78,3,0.0385,0
4047,35-40,48,4,0.0833,0
4047,40-45,22,4,0.1818,0
4047,<30,107,13,0.1215,0
4049,30-35,77,19,0.2468,0
4049,35-40,101,20,0.198,0
4049,40-45,78,17,0.2179,0
4049,45+,40,11,0.275,0
4049,<30,63,10,0.1587,0
4050,30-35,58,25,0.431,0
4050,35-40,56,12,0.2143,0
4050,40-45,41,16,0.3902,0
4050,45+,20,11,0.55,0
4050,<30,148,57,0.3851,0
4051,30-35,105,25,0.2381,0
4051,35-40,40,12,0.3,0
4051,40-45,19,5,0.2632,0
4051,45+,28,8,0.2857,0
4051,<30,96,23,0.2396,0
4052,30-35,94,17,0.1809,0
4052,35-40,66,16,0.2424,0
4052,40-45,47,17,0.3617,0
4052,45+,12,4,0.3333,0
4052,<30,112,23,0.2054,0
4053,30-35,59,12,0.2034,0
4053,35-40,90,18,0.2,0
4053,40-45,37,9,0.2432,0
4053,45+,29,6,0.2069,0
4053,<30,111,21,0.1892,0
4054,30-35,51,5,0.098,0
4054,35-40,62,7,0.1129,0
4054,40-45,52,8,0.1538,0
4054,45+,40,4,0.1,0
4054,<30,81,6,0.0741,0
4055,30-35,98,25,0.2551,0
4055,35-40,65,16,0.2462,0
4055,40-45,31,8,0.2581,0
4055,45+,41,10,0.2439,0
4055,<30,160,34,0.2125,0
4056,30-35,27,4,0.1481,0
4056,35-40,23,1,0.0435,0
4056,40-45,24,2,0.0833,0
4056,45+,10,2,0.2,0
4056,<30,31,3,0.0968,0
4057,30-35,37,6,0.1622,0
4057,35-40,94,16,0.1702,0
4057,40-45,14,4,0.2857,0
4057,45+,44,8,0.1818,0
4057,<30,187,33,0.1765,0
4058,30-35,107,22,0.2056,0
4058,35-40,84,17,0.2024,0
4058,40-45,43,6,0.1395,0
4058,45+,11,1,0.0909,0
4058,<30,135,15,0.1111,0
4059,30-35,89,20,0.2247,0
4059,35-40,34,8,0.2353,0
4059,40-45,35,6,0.1714,0
4059,45+,15,3,0.2,0
4059,<30,95,9,0.0947,0
4060,30-35,71,15,0.2113,0
4060,35-40,37,5,0.1351,0
4060,40-45,27,3,0.1111,0
4060,45+,36,9,0.25,0
4060,<30,128,14,0.1094,0
4061,30-35,131,43,0.3282,0
4061,35-40,63,18,0.2857,0
4061,40-45,63,21,0.3333,0
4061,45+,18,10,0.5556,0
4061,<30,111,27,0.2432,0
4062,30-35,39,6,0.1538,0
4062,35-40,68,5,0.0735,0
4062,40-45,28,5,0.1786,0
4062,45+,9,0,0.0,1
4062,<30,118,11,0.0932,0
4063,30-35,145,39,0.269,0
4063,35-40,53,13,0.2453,0
4063,40-45,7,2,0.2857,1
4063,45+,65,17,0.2615,0
4063,<30,122,28,0.2295,0
4064,30-35,78,24,0.3077,0
4064,35-40,103,25,0.2427,0
4064,40-45,38,7,0.1842,0
4064,45+,48,22,0.4583,0
4064,<30,113,29,0.2566,0
4065,30-35,84,14,0.1667,0
4065,35-40,66,11,0.1667,0
4065,40-45,40,10,0.25,0
4065,45+,19,5,0.2632,0
4065,<30,41,3,0.0732,0
4066,30-35,69,14,0.2029,0
4066,35-40,63,12,0.1905,0
4066,40-45,67,16,0.2388,0
4066,45+,29,9,0.3103,0
4066,<30,112,18,0.1607,0
4067,30-35,78,17,0.2179,0
4067,35-40,73,14,0.1918,0
4067,40-45,68,22,0.3235,0
4067,45+,29,11,0.3793,0
4067,<30,142,34,0.2394,0
4068,30-35,82,3,0.0366,0
4068,35-40,107,13,0.1215,0
4068,40-45,26,6,0.2308,0
4068,45+,20,1,0.05,0
4068,<30,80,6,0.075,0
4069,30-35,128,18,0.1406,0
4069,35-40,59,15,0.2542,0
4069,40-45,21,4,0.1905,0
4069,45+,39,11,0.2821,0
4069,<30,83,11,0.1325,0
4071,30-35,46,6,0.1304,0
4071,35-40,50,4,0.08,0
4071,40-45,38,4,0.1053,0
4071,<30,77,8,0.1039,0
4072,30-35,44,17,0.3864,0
4072,35-40,82,24,0.2927,0
4072,40-45,52,20,0.3846,0
4072,45+,25,11,0.44,0
4072,<30,116,39,0.3362,0
4073,30-35,74,18,0.2432,0
4073,35-40,31,3,0.0968,0
4073,40-45,90,24,0.2667,0
4073,45+,25,8,0.32,0
4073,<30,128,26,0.2031,0
4074,30-35,84,20,0.2381,0
4074,35-40,73,16,0.2192,0
4074,40-45,101,32,0.3168,0
4074,45+,32,8,0.25,0
4074,<30,92,24,0.2609,0
4075,30-35,119,29,0.2437,0
4075,35-40,86,18,0.2093,0
4075,40-45,63,20,0.3175,0
4075,45+,16,3,0.1875,0
4075,<30,78,15,0.1923,0
4076,30-35,113,18,0.1593,0
4076,35-40,76,15,0.1974,0
4076,40-45,19,2,0.1053,0
4076,45+,36,7,0.1944,0
4076,<30,124,13,0.1048,0
4077,30-35,97,21,0.2165,0
4077,35-40,45,6,0.1333,0
4077,40-45,57,4,0.0702,0
4077,45+,48,10,0.2083,0
4077,<30,79,10,0.1266,0
4078,30-35,9,1,0.1111,1
4078,35-40,13,1,0.0769,0
4078,40-45,17,2,0.1176,0
4078,<30,16,1,0.0625,0
4079,30-35,109,20,0.1835,0
4079,35-40,62,16,0.2581,0
4079,40-45,59,13,0.2203,0
4079,<30,114,26,0.2281,0
4080,30-35,28,10,0.3571,0
4080,35-40,11,2,0.1818,0
4080,45+,17,2,0.1176,0
4080,<30,76,31,0.4079,0
4081,30-35,121,12,0.0992,0
4081,35-40,46,7,0.1522,0
4081,40-45,17,3,0.1765,0
4081,45+,48,5,0.1042,0
4081,<30,78,8,0.1026,0
4082,30-35,77,6,0.0779,0
4082,35-40,66,12,0.1818,0
4082,40-45,28,6,0.2143,0
4082,45+,38,12,0.3158,0
4082,<30,89,18,0.2022,0
4083,30-35,71,21,0.2958,0
4083,35-40,43,15,0.3488,0
4083,40-45,83,26,0.3133,0
4083,45+,37,10,0.2703,0
4083,<30,112,42,0.375,0
4084,30-35,115,30,0.2609,0
4084,35-40,85,21,0.2471,0
4084,40-45,28,6,0.2143,0
4084,45+,28,7,0.25,0
4084,<30,140,39,0.2786,0
4085,30-35,42,1,0.0238,0
4085,35-40,35,6,0.1714,0
4085,45+,37,8,0.2162,0
4085,<30,105,13,0.1238,0
4086,30-35,94,19,0.2021,0
4086,35-40,73,16,0.2192,0
4086,40-45,20,3,0.15,0
4086,45+,46,7,0.1522,0
4086,<30,88,21,0.2386,0
4089,30-35,111,20,0.1802,0
4089,35-40,89,18,0.2022,0
4089,45+,62,13,0.2097,0
4089,<30,118,25,0.2119,0
4090,30-35,71,16,0.2254,0
4090,35-40,40,8,0.2,0
4090,40-45,19,6,0.3158,0
4090,45+,28,6,0.2143,0
4090,<30,122,28,0.2295,0
4092,30-35,46,8,0.1739,0
4092,35-40,101,15,0.1485,0
4092,40-45,28,4,0.1429,0
4092,45+,17,1,0.0588,0
4092,<30,86,15,0.1744,0
4093,30-35,44,5,0.1136,0
4093,35-40,51,2,0.0392,0
4093,40-45,40,0,0.0,0
4093,45+,42,2,0.0476,0
4093,<30,90,13,0.1444,0
4094,30-35,77,8,0.1039,0
4094,35-40,44,9,0.2045,0
4094,40-45,39,4,0.1026,0
4094,45+,39,1,0.0256,0
4094,<30,84,8,0.0952,0
4095,30-35,94,33,0.3511,0
4095,35-40,36,7,0.1944,0
4095,40-45,54,19,0.3519,0
4095,45+,22,8,0.3636,0
4095,<30,123,33,0.2683,0
4096,30-35,63,17,0.2698,0
4096,35-40,52,11,0.2115,0
4096,40-45,36,10,0.2778,0
4096,45+,18,5,0.2778,0
4096,<30,139,43,0.3094,0
4097,30-35,42,0,0.0,0
4097,35-40,75,1,0.0133,0
4097,40-45,10,0,0.0,0
4097,45+,6,0,0.0,1
4097,<30,112,2,0.0179,0
4098,30-35,63,7,0.1111,0
4098,35-40,73,3,0.0411,0
4098,40-45,29,4,0.1379,0
4098,45+,35,1,0.0286,0
4098,<30,38,4,0.1053,0
4099,30-35,113,25,0.2212,0
4099,35-40,99,21,0.2121,0
4099,40-45,30,7,0.2333,0
4099,45+,16,8,0.5,0
4099,<30,67,11,0.1642,0
4100,30-35,97,14,0.1443,0
4100,35-40,68,14,0.2059,0
4100,40-45,26,3,0.1154,0
4100,45+,19,2,0.1053,0
4100,<30,92,13,0.1413,0
4102,30-35,55,20,0.3636,0
4102,35-40,86,30,0.3488,0
4102,40-45,59,22,0.3729,0
4102,45+,29,8,0.2759,0
4102,<30,148,41,0.277,0
4103,30-35,76,0,0.0,0
4103,35-40,66,4,0.0606,0
4103,40-45,34,0,0.0,0
4103,<30,87,4,0.046,0
4104,30-35,66,10,0.1515,0
4104,35-40,68,8,0.1176,0
4104,40-45,22,3,0.1364,0
4104,45+,19,4,0.2105,0
4104,<30,90,8,0.0889,0
4105,30-35,115,14,0.1217,0
4105,35-40,42,4,0.0952,0
4105,40-45,10,1,0.1,0
4105,45+,26,4,0.1538,0
4105,<30,156,18,0.1154,0
4106,30-35,84,7,0.0833,0
4106,35-40,43,1,0.0233,0
4106,40-45,21,2,0.0952,0
4106,45+,23,2,0.087,0
4106,<30,73,2,0.0274,0
4108,30-35,84,18,0.2143,0
4108,35-40,73,18,0.2466,0
4108,45+,29,8,0.2759,0
4108,<30,116,23,0.1983,0
4109,30-35,94,23,0.2447,0
4109,35-40,62,15,0.2419,0
4109,40-45,36,9,0.25,0
4109,45+,57,18,0.3158,0
4109,<30,112,26,0.2321,0
4110,30-35,80,10,0.125,0
4110,35-40,37,4,0.1081,0
4110,40-45,28,1,0.0357,0
4110,45+,45,8,0.1778,0
4110,<30,78,4,0.0513,0
4111,30-35,117,22,0.188,0
4111,35-40,26,6,0.2308,0
4111,40-45,27,5,0.1852,0
4111,45+,22,2,0.0909,0
4111,<30,121,12,0.0992,0
4112,30-35,66,11,0.1667,0
4112,35-40,29,7,0.2414,0
4112,40-45,37,4,0.1081,0
4112,45+,38,8,0.2105,0
4112,<30,109,14,0.1284,0
4113,30-35,86,14,0.1628,0
4113,35-40,47,9,0.1915,0
4113,40-45,37,7,0.1892,0
4113,45+,36,7,0.1944,0
4113,<30,90,9,0.1,0
4114,30-35,76,4,0.0526,0
4114,35-40,61,11,0.1803,0
4114,40-45,18,1,0.0556,0
4114,45+,9,4,0.4444,1
4114,<30,89,5,0.0562,0
4116,30-35,76,8,0.1053,0
4116,35-40,62,7,0.1129,0
4116,40-45,32,4,0.125,0
4116,45+,14,2,0.1429,0
4116,<30,118,12,0.1017,0
4117,30-35,64,9,0.1406,0
4117,35-40,88,8,0.0909,0
4117,40-45,21,7,0.3333,0
4117,45+,47,10,0.2128,0
4117,<30,83,17,0.2048,0
4118,30-35,113,23,0.2035,0
4118,35-40,49,9,0.1837,0
4118,40-45,70,22,0.3143,0
4118,45+,65,16,0.2462,0
4118,<30,95,18,0.1895,0
4119,30-35,83,15,0.1807,0
4119,35-40,41,7,0.1707,0
4119,40-45,20,3,0.15,0
4119,45+,26,7,0.2692,0
4119,<30,131,20,0.1527,0
4120,30-35,97,21,0.2165,0
4120,35-40,51,7,0.1373,0
4120,40-45,55,12,0.2182,0
4120,45+,21,2,0.0952,0
4120,<30,149,25,0.1678,0
4121,30-35,60,17,0.2833,0
4121,35-40,93,22,0.2366,0
4121,40-45,47,6,0.1277,0
4121,45+,18,7,0.3889,0
4121,<30,113,17,0.1504,0
4122,30-35,84,16,0.1905,0
4122,35-40,27,4,0.1481,0
4122,40-45,39,8,0.2051,0
4122,45+,67,10,0.1493,0
4122,<30,162,29,0.179,0
4123,30-35,96,22,0.2292,0
4123,35-40,42,9,0.2143,0
4123,40-45,31,6,0.1935,0
4123,45+,57,15,0.2632,0
4123,<30,145,38,0.2621,0
4124,30-35,74,16,0.2162,0
4124,35-40,75,20,0.2667,0
4124,40-45,53,13,0.2453,0
4124,45+,30,8,0.2667,0
4124,<30,99,27,0.2727,0
4128,30-35,45,3,0.0667,0
4128,35-40,59,4,0.0678,0
4128,40-45,18,2,0.1111,0
4128,45+,35,7,0.2,0
4128,<30,79,13,0.1646,0
4129,30-35,46,1,0.0217,0
4129,35-40,65,3,0.0462,0
4129,40-45,28,5,0.1786,0
4129,<30,98,5,0.051,0
4131,30-35,61,11,0.1803,0
4131,35-40,73,16,0.2192,0
4131,40-45,38,9,0.2368,0
4131,45+,37,8,0.2162,0
4131,<30,84,14,0.1667,0
4133,30-35,91,17,0.1868,0
4133,35-40,41,5,0.122,0
4133,40-45,67,19,0.2836,0
4133,45+,23,5,0.2174,0
4133,<30,131,29,0.2214,0
4134,30-35,67,12,0.1791,0
4134,35-40,102,21,0.2059,0
4134,40-45,69,13,0.1884,0
4134,45+,39,10,0.2564,0
4134,<30,76,9,0.1184,0
4136,30-35,92,25,0.2717,0
4136,35-40,84,17,0.2024,0
4136,45+,10,4,0.4,0
4136,<30,113,25,0.2212,0
4137,30-35,53,9,0.1698,0
4137,35-40,89,25,0.2809,0
4137,40-45,63,18,0.2857,0
4137,45+,43,12,0.2791,0
4137,<30,139,41,0.295,0
4138,30-35,47,6,0.1277,0
4138,35-40,45,4,0.0889,0
4138,40-45,42,5,0.119,0
4138,<30,126,12,0.0952,0
4139,30-35,73,6,0.0822,0
4139,35-40,33,4,0.1212,0
4139,40-45,41,7,0.1707,0
4139,45+,10,3,0.3,0
4139,<30,120,8,0.0667,0
4140,30-35,82,23,0.2805,0
4140,35-40,38,6,0.1579,0
4140,40-45,36,8,0.2222,0
4140,45+,21,8,0.381,0
4140,<30,93,17,0.1828,0
4142,30-35,76,10,0.1316,0
4142,35-40,56,7,0.125,0
4142,40-45,32,5,0.1562,0
4142,45+,44,9,0.2045,0
4142,<30,112,13,0.1161,0
4143,30-35,76,6,0.0789,0
4143,35-40,44,2,0.0455,0
4143,40-45,26,1,0.0385,0
4143,<30,114,7,0.0614,0
4144,30-35,46,9,0.1957,0
4144,35-40,54,15,0.2778,0
4144,40-45,75,16,0.2133,0
4144,45+,15,3,0.2,0
4144,<30,118,15,0.1271,0
4145,30-35,71,3,0.0423,0
4145,35-40,42,2,0.0476,0
4145,40-45,36,1,0.0278,0
4145,45+,19,5,0.2632,0
4145,<30,111,2,0.018,0
4146,30-35,79,11,0.1392,0
4146,35-40,39,5,0.1282,0
4146,40-45,26,2,0.0769,0
4146,45+,39,8,0.2051,0
4146,<30,142,16,0.1127,0
4148,30-35,43,6,0.1395,0
4148,35-40,94,11,0.117,0
4148,40-45,44,7,0.1591,0
4148,45+,17,4,0.2353,0
4148,<30,141,30,0.2128,0
4150,30-35,76,20,0.2632,0
4150,35-40,95,21,0.2211,0
4150,40-45,18,3,0.1667,0
4150,45+,32,6,0.1875,0
4150,<30,78,13,0.1667,0
4151,30-35,83,13,0.1566,0
4151,35-40,80,13,0.1625,0
4151,40-45,34,4,0.1176,0
4151,45+,8,1,0.125,1
4151,<30,120,15,0.125,0
4152,30-35,69,7,0.1014,0
4152,35-40,67,13,0.194,0
4152,40-45,40,12,0.3,0
4152,45+,4,0,0.0,1
4152,<30,108,18,0.1667,0
4154,30-35,46,5,0.1087,0
4154,35-40,62,11,0.1774,0
4154,40-45,49,7,0.1429,0
4154,45+,28,6,0.2143,0
4154,<30,131,14,0.1069,0
4155,30-35,49,12,0.2449,0
4155,35-40,69,18,0.2609,0
4155,40-45,37,7,0.1892,0
4155,45+,28,6,0.2143,0
4155,<30,151,32,0.2119,0
4156,30-35,109,20,0.1835,0
4156,35-40,16,2,0.125,0
4156,40-45,60,14,0.2333,0
4156,45+,36,6,0.1667,0
4156,<30,112,18,0.1607,0
4158,30-35,99,13,0.1313,0
4158,35-40,53,8,0.1509,0
4158,40-45,16,2,0.125,0
4158,45+,10,2,0.2,0
4158,<30,112,16,0.1429,0
4159,30-35,109,20,0.1835,0
4159,35-40,36,8,0.2222,0
4159,40-45,67,19,0.2836,0
4159,45+,20,2,0.1,0
4159,<30,141,29,0.2057,0
4161,30-35,60,9,0.15,0
4161,35-40,73,11,0.1507,0
4161,40-45,37,5,0.1351,0
4161,45+,54,10,0.1852,0
4161,<30,98,16,0.1633,0
4162,30-35,60,7,0.1167,0
4162,35-40,16,1,0.0625,0
4162,40-45,9,0,0.0,1
4162,45+,16,0,0.0,0
4162,<30,38,1,0.0263,0
4163,30-35,105,22,0.2095,0
4163,35-40,52,12,0.2308,0
4163,40-45,16,4,0.25,0
4163,45+,43,7,0.1628,0
4163,<30,171,32,0.1871,0
4164,30-35,53,3,0.0566,0
4164,35-40,30,1,0.0333,0
4164,40-45,32,1,0.0312,0
4164,45+,40,1,0.025,0
4164,<30,99,3,0.0303,0
4166,30-35,56,14,0.25,0
4166,35-40,73,22,0.3014,0
4166,40-45,81,30,0.3704,0
4166,45+,57,18,0.3158,0
4166,<30,105,30,0.2857,0
4167,30-35,94,4,0.0426,0
4167,35-40,45,3,0.0667,0
4167,40-45,37,2,0.0541,0
4167,45+,8,1,0.125,1
4167,<30,88,5,0.0568,0
4168,30-35,101,26,0.2574,0
4168,35-40,67,17,0.2537,0
4168,40-45,60,27,0.45,0
4168,45+,13,6,0.4615,0
4168,<30,97,23,0.2371,0
4169,30-35,55,3,0.0545,0
4169,35-40,39,0,0.0,0
4169,40-45,11,0,0.0,0
4169,45+,37,5,0.1351,0
4169,<30,111,11,0.0991,0
4171,30-35,157,42,0.2675,0
4171,35-40,59,10,0.1695,0
4171,40-45,46,10,0.2174,0
4171,45+,22,10,0.4545,0
4171,<30,91,12,0.1319,0
4172,30-35,74,12,0.1622,0
4172,35-40,76,13,0.1711,0
4172,40-45,64,11,0.1719,0
4172,45+,34,8,0.2353,0
4172,<30,117,21,0.1795,0
4173,30-35,85,9,0.1059,0
4173,35-40,66,13,0.197,0
4173,40-45,31,4,0.129,0
4173,45+,16,4,0.25,0
4173,<30,118,11,0.0932,0
4174,30-35,131,29,0.2214,0
4174,35-40,41,11,0.2683,0
4174,40-45,31,12,0.3871,0
4174,45+,24,4,0.1667,0
4174,<30,133,32,0.2406,0
4175,30-35,43,10,0.2326,0
4175,35-40,88,15,0.1705,0
4175,40-45,18,3,0.1667,0
4175,45+,11,4,0.3636,0
4175,<30,111,19,0.1712,0
4176,30-35,46,1,0.0217,0
4176,35-40,26,1,0.0385,0
4176,40-45,20,0,0.0,0
4176,45+,38,4,0.1053,0
4176,<30,78,6,0.0769,0
4177,30-35,78,12,0.1538,0
4177,35-40,56,5,0.0893,0
4177,40-45,25,4,0.16,0
4177,45+,15,3,0.2,0
4177,<30,58,6,0.1034,0
4179,30-35,27,3,0.1111,0
4179,35-40,79,14,0.1772,0
4179,40-45,26,5,0.1923,0
4179,45+,20,2,0.1,0
4179,<30,172,28,0.1628,0
4180,30-35,107,19,0.1776,0
4180,35-40,53,9,0.1698,0
4180,40-45,35,4,0.1143,0
4180,45+,20,5,0.25,0
4180,<30,110,19,0.1727,0
4181,30-35,92,9,0.0978,0
4181,35-40,44,2,0.0455,0
4181,40-45,14,0,0.0,0
4181,45+,15,0,0.0,0
4181,<30,112,5,0.0446,0
4182,30-35,66,6,0.0909,0
4182,35-40,38,3,0.0789,0
4182,40-45,82,9,0.1098,0
4182,45+,31,2,0.0645,0
4182,<30,90,10,0.1111,0
4183,30-35,61,14,0.2295,0
4183,35-40,46,14,0.3043,0
4183,40-45,41,10,0.2439,0
4183,45+,38,11,0.2895,0
4183,<30,102,20,0.1961,0
4184,30-35,85,21,0.2471,0
4184,35-40,75,29,0.3867,0
4184,40-45,42,11,0.2619,0
4184,45+,19,7,0.3684,0
4184,<30,71,28,0.3944,0
4186,30-35,27,0,0.0,0
4186,35-40,77,5,0.0649,0
4186,40-45,37,2,0.0541,0
4186,45+,34,3,0.0882,0
4186,<30,73,4,0.0548,0
4188,30-35,75,25,0.3333,0
4188,35-40,64,22,0.3438,0
4188,40-45,68,28,0.4118,0
4188,45+,28,13,0.4643,0
4188,<30,105,44,0.419,0
4189,30-35,126,40,0.3175,0
4189,35-40,67,16,0.2388,0
4189,40-45,56,12,0.2143,0
4189,45+,40,8,0.2,0
4189,<30,106,18,0.1698,0
4190,30-35,38,10,0.2632,0
4190,35-40,23,3,0.1304,0
4190,40-45,36,6,0.1667,0
4190,45+,41,13,0.3171,0
4190,<30,89,24,0.2697,0
4191,30-35,78,16,0.2051,0
4191,35-40,91,20,0.2198,0
4191,40-45,46,10,0.2174,0
4191,45+,29,8,0.2759,0
4191,<30,86,22,0.2558,0
4193,30-35,63,23,0.3651,0
4193,35-40,82,15,0.1829,0
4193,40-45,48,14,0.2917,0
4193,45+,59,13,0.2203,0
4193,<30,107,27,0.2523,0
4195,30-35,67,7,0.1045,0
4195,35-40,38,4,0.1053,0
4195,40-45,17,5,0.2941,0
4195,45+,30,5,0.1667,0
4195,<30,123,13,0.1057,0
4196,30-35,85,11,0.1294,0
4196,35-40,65,9,0.1385,0
4196,40-45,44,6,0.1364,0
4196,45+,8,0,0.0,1
4196,<30,102,7,0.0686,0
4197,30-35,74,7,0.0946,0
4197,35-40,47,2,0.0426,0
4197,40-45,19,3,0.1579,0
4197,45+,50,4,0.08,0
4197,<30,94,6,0.0638,0
4199,30-35,81,20,0.2469,0
4199,35-40,115,33,0.287,0
4199,40-45,54,20,0.3704,0
4199,45+,29,7,0.2414,0
4199,<30,136,22,0.1618,0
4200,30-35,48,5,0.1042,0
4200,35-40,57,4,0.0702,0
4200,40-45,63,4,0.0635,0
4200,45+,26,2,0.0769,0
4200,<30,109,7,0.0642,0
4201,30-35,32,4,0.125,0
4201,35-40,49,6,0.1224,0
4201,40-45,41,5,0.122,0
4201,45+,20,1,0.05,0
4201,<30,125,13,0.104,0
4202,30-35,51,4,0.0784,0
4202,35-40,68,6,0.0882,0
4202,40-45,44,5,0.1136,0
4202,45+,19,4,0.2105,0
4202,<30,115,8,0.0696,0
4203,30-35,87,9,0.1034,0
4203,35-40,22,2,0.0909,0
4203,45+,8,1,0.125,1
4203,<30,126,14,0.1111,0
4204,30-35,87,16,0.1839,0
4204,35-40,45,6,0.1333,0
4204,40-45,37,7,0.1892,0
4204,45+,16,4,0.25,0
4204,<30,102,9,0.0882,0
4205,30-35,103,28,0.2718,0
4205,35-40,84,25,0.2976,0
4205,40-45,46,22,0.4783,0
4205,45+,8,3,0.375,1
4205,<30,85,17,0.2,0
4207,30-35,56,14,0.25,0
4207,35-40,105,27,0.2571,0
4207,40-45,17,4,0.2353,0
4207,45+,47,17,0.3617,0
4207,<30,104,27,0.2596,0
4208,30-35,64,23,0.3594,0
4208,35-40,94,30,0.3191,0
4208,40-45,48,7,0.1458,0
4208,45+,20,10,0.5,0
4208,<30,133,34,0.2556,0
4209,30-35,58,5,0.0862,0
4209,35-40,105,10,0.0952,0
4209,40-45,34,7,0.2059,0
4209,45+,23,7,0.3043,0
4209,<30,105,20,0.1905,0
4210,30-35,92,17,0.1848,0
4210,35-40,38,4,0.1053,0
4210,40-45,15,0,0.0,0
4210,45+,55,15,0.2727,0
4210,<30,148,16,0.1081,0
4211,30-35,86,7,0.0814,0
4211,35-40,60,1,0.0167,0
4211,40-45,6,0,0.0,1
4211,45+,31,9,0.2903,0
4211,<30,92,3,0.0326,0
4213,30-35,86,14,0.1628,0
4213,35-40,61,7,0.1148,0
