日付,場コード,レース番号,買い目
20260803,20,7,1-2-6
20260803,20,7,1-4-2
20260803,20,8,1-2-3
20260803,20,8,1-2-5
20260803,20,8,1-3-2
20260803,20,8,1-3-5
20260803,20,8,1-5-2
20260803,20,9,1-2-4
20260803,20,9,1-3-4
20260803,20,9,1-4-2
20260803,20,9,1-4-3
20260803,20,9,1-4-5
20260803,21,1,1-2-3
20260803,21,1,1-3-2
20260803,21,1,1-3-4
20260803,21,1,1-4-2
20260803,21,1,1-4-3
20260803,21,7,1-2-3
20260803,21,7,1-3-2
20260803,21,7,1-3-4
20260803,21,7,1-3-5
20260803,21,7,1-4-3
20260803,22,1,1-2-3
20260803,22,1,1-2-5
20260803,22,1,1-3-2
20260803,22,1,1-3-5
20260803,22,10,1-2-3
20260803,22,10,1-3-2
20260803,22,10,1-3-4
20260803,22,10,1-4-2
20260803,22,10,1-4-3
20260803,22,2,1-3-4
20260803,22,2,1-4-2
20260803,22,2,1-4-3
20260803,22,2,3-1-4
20260803,22,2,4-1-3
20260803,22,3,1-2-3
20260803,22,3,1-2-5
20260803,22,3,1-3-2
20260803,22,3,2-1-3
20260803,22,3,3-1-2
20260803,22,6,1-2-3
20260803,22,6,1-2-4
20260803,22,6,1-2-6
20260803,22,6,1-3-2
20260803,22,6,1-4-2
20260803,22,8,1-2-3
20260803,22,8,1-2-4
20260803,22,8,1-3-2
20260803,22,8,1-4-2
20260803,22,8,1-4-3
20260803,22,9,1-2-3
20260803,22,9,1-2-4
20260803,22,9,1-2-5
20260803,22,9,1-2-6
20260803,22,9,1-3-2
20260803,23,1,1-2-3
20260803,23,1,1-3-2
20260803,23,1,1-3-4
20260803,23,1,1-4-3
20260803,23,2,1-2-3
20260803,23,2,1-2-4
20260803,23,2,1-2-5
20260803,23,2,1-3-2
20260803,23,2,1-4-2
20260803,23,3,1-2-3
20260803,23,3,1-3-2
20260803,23,3,1-3-4
20260803,23,3,1-3-5
20260803,23,3,3-1-2
20260803,23,9,1-2-4
20260803,23,9,1-2-5
20260803,23,9,1-4-2
20260803,23,9,1-4-5
20260803,23,9,1-5-4
20260804,01,1,1-2-3
20260804,01,1,1-2-4
20260804,01,1,1-3-2
20260804,01,1,1-3-4
20260804,01,1,1-4-3
20260804,01,11,1-2-3
20260804,01,11,1-2-5
20260804,01,11,1-3-2
20260804,01,11,1-3-5
20260804,01,11,1-5-2
20260804,01,12,1-2-3
20260804,01,12,1-3-2
20260804,01,12,1-3-4
20260804,01,12,1-3-5
20260804,01,12,1-4-3
20260804,01,5,1-2-4
20260804,01,5,1-2-5
20260804,01,5,1-2-6
20260804,01,5,1-4-2
20260804,01,5,1-4-5
20260804,01,5,1-5-2
20260804,01,5,1-5-4
20260804,01,6,1-2-3
20260804,01,6,1-2-4
20260804,01,6,1-3-2
20260804,01,6,2-1-3
20260804,01,6,3-1-2
20260804,01,7,1-3-2
20260804,01,7,1-3-4
20260804,01,7,1-3-5
20260804,01,7,3-1-2
20260804,01,7,3-1-5
20260804,01,8,1-3-2
20260804,01,8,1-3-4
20260804,01,8,1-3-5
20260804,01,8,1-4-3
20260804,01,8,1-5-3
20260804,01,9,1-2-3
20260804,01,9,1-2-4
20260804,01,9,1-3-2
20260804,01,9,1-4-2
20260804,01,9,1-4-3
20260804,05,1,1-2-3
20260804,05,1,1-2-4
20260804,05,1,1-3-2
20260804,05,1,1-3-4
20260804,05,1,1-4-2
20260804,05,1,1-4-3
20260804,05,1,1-4-5
20260804,05,5,1-3-2
20260804,05,5,1-3-4
20260804,05,5,1-3-6
20260804,05,5,1-4-3
20260804,05,7,1-2-3
20260804,05,7,1-3-2
20260804,05,7,1-3-4
20260804,05,7,1-4-3
20260804,05,7,3-1-2
20260804,05,8,1-2-3
20260804,05,8,1-2-4
20260804,05,8,1-3-2
20260804,05,8,1-3-4
20260804,05,8,1-4-3
20260804,05,9,1-2-3
20260804,05,9,1-2-4
20260804,05,9,1-3-2
20260804,05,9,1-3-4
20260804,05,9,1-4-2
20260804,06,3,1-2-4
20260804,06,3,1-2-5
20260804,06,3,1-2-6
20260804,06,3,1-4-2
20260804,06,3,1-4-5
20260804,06,3,1-5-2
20260804,06,3,1-5-4
20260804,06,4,1-2-3
20260804,06,4,1-2-4
20260804,06,4,1-3-2
20260804,06,4,1-3-4
20260804,06,4,1-4-2
20260804,06,5,1-2-5
20260804,06,5,1-2-6
20260804,06,5,1-5-2
20260804,06,5,1-5-3
20260804,06,5,1-5-6
20260804,06,5,1-6-2
20260804,06,5,1-6-5
20260804,08,1,1-2-3
20260804,08,1,1-2-5
20260804,08,1,1-3-2
20260804,08,1,1-3-5
20260804,08,1,1-5-3
20260804,08,4,1-2-3
20260804,08,4,1-2-6
20260804,08,4,1-3-2
20260804,08,4,1-3-6
20260804,08,4,3-1-2
20260804,08,6,1-3-4
20260804,08,6,1-3-5
20260804,08,6,1-4-5
20260804,08,6,1-5-3
20260804,08,6,1-5-4
20260804,08,7,1-2-3
20260804,08,7,1-3-2
20260804,08,7,1-3-4
20260804,08,7,1-3-6
20260804,08,8,1-3-4
20260804,08,8,1-4-3
20260804,08,9,1-2-3
20260804,08,9,1-3-2
20260804,08,9,1-3-4
20260804,08,9,1-3-5
20260804,08,9,1-4-3
20260804,10,1,1-2-3
20260804,10,1,1-2-4
20260804,10,1,1-3-2
20260804,10,1,1-4-2
20260804,10,3,1-3-2
20260804,10,3,1-3-4
20260804,10,3,1-3-5
20260804,10,3,1-5-3
20260804,10,3,3-1-5
20260804,10,4,1-3-4
20260804,10,4,1-4-2
20260804,10,4,1-4-3
20260804,10,4,1-4-5
20260804,10,4,1-5-4
20260804,10,5,1-2-3
20260804,10,5,1-2-4
20260804,10,5,1-2-5
20260804,10,5,1-4-2
20260804,10,5,1-5-2
20260804,12,1,1-2-3
20260804,12,1,1-2-5
20260804,12,1,1-3-2
20260804,12,1,1-3-4
20260804,12,1,1-3-5
20260804,12,1,1-5-2
20260804,12,1,1-5-3
20260804,12,10,1-2-3
20260804,12,10,1-2-4
20260804,12,10,1-2-5
20260804,12,10,1-4-2
20260804,12,10,1-5-2
20260804,12,5,1-2-3
20260804,12,5,1-2-4
20260804,12,5,1-2-6
20260804,12,5,1-3-2
20260804,12,5,1-3-4
20260804,12,5,1-4-2
20260804,12,5,1-4-3
20260804,13,3,1-2-3
20260804,13,3,1-2-4
20260804,13,3,1-2-6
20260804,13,3,1-3-2
20260804,13,3,2-1-3
20260804,13,5,1-2-3
20260804,13,5,1-2-5
20260804,13,5,1-3-2
20260804,13,5,1-5-2
20260804,13,5,1-5-3
20260804,13,6,1-2-4
20260804,13,6,1-3-2
20260804,13,6,1-3-4
20260804,13,6,1-4-2
20260804,13,6,1-4-3
20260804,13,9,1-2-3
20260804,13,9,1-2-4
20260804,13,9,1-3-2
20260804,13,9,1-3-4
20260804,13,9,1-4-3
20260804,17,1,1-2-4
20260804,17,1,1-3-2
20260804,17,1,1-3-4
20260804,17,1,1-4-2
20260804,17,1,1-4-3
20260804,17,3,1-2-3
20260804,17,3,1-2-4
20260804,17,3,1-2-5
20260804,17,3,1-3-2
20260804,17,3,1-3-4
20260804,17,3,1-4-2
20260804,17,3,1-4-3
20260804,19,1,1-2-3
20260804,19,1,1-2-4
20260804,19,1,1-2-5
20260804,19,1,1-3-2
20260804,19,1,2-1-3
20260804,19,10,1-2-4
20260804,19,10,1-3-4
20260804,19,10,1-4-2
20260804,19,10,1-4-3
20260804,19,5,1-2-3
20260804,19,5,1-2-4
20260804,19,5,1-2-6
20260804,19,5,1-3-2
20260804,19,5,1-3-6
20260804,19,9,1-2-3
20260804,19,9,1-3-2
20260804,19,9,1-3-5
20260804,19,9,1-5-3
20260804,19,9,3-1-5
20260804,21,1,1-2-3
20260804,21,1,1-3-2
20260804,21,1,1-3-4
20260804,21,1,1-3-5
20260804,21,1,1-4-3
20260804,21,12,1-2-3
20260804,21,12,1-3-2
20260804,21,12,1-3-4
20260804,21,12,1-4-3
20260804,21,12,3-1-2
20260804,21,4,1-2-3
20260804,21,4,1-2-5
20260804,21,4,1-3-2
20260804,21,4,1-3-5
20260804,21,4,2-1-3
20260804,21,5,1-2-3
20260804,21,5,1-2-5
20260804,21,5,1-2-6
20260804,21,5,1-3-2
20260804,21,5,1-5-2
20260804,21,7,1-2-3
20260804,21,7,1-2-4
20260804,21,7,1-3-2
20260804,21,7,1-4-2
20260804,21,7,1-4-3
20260805,01,11,1-2-3
20260805,01,11,1-3-2
20260805,01,11,1-3-4
20260805,01,11,1-4-3
20260805,01,11,3-1-2
20260805,01,12,1-2-3
20260805,01,12,1-3-2
20260805,01,12,1-3-4
20260805,01,12,1-4-3
20260805,01,12,3-1-2
20260805,01,2,1-2-3
20260805,01,2,1-2-4
20260805,01,2,1-3-2
20260805,01,2,1-4-2
20260805,01,3,1-2-3
20260805,01,3,1-2-4
20260805,01,3,1-3-2
20260805,01,3,2-1-3
20260805,01,3,3-1-2
20260805,01,4,1-2-3
20260805,01,4,1-2-4
20260805,01,4,1-2-6
20260805,01,4,1-3-2
20260805,01,4,1-3-4
20260805,01,4,1-3-6
20260805,01,4,1-4-2
20260805,01,4,1-4-3
20260805,01,6,1-3-2
20260805,01,6,1-3-4
20260805,01,6,1-4-2
20260805,01,6,1-4-3
20260805,01,7,1-2-3
20260805,01,7,1-3-2
20260805,01,7,1-3-4
20260805,01,7,1-4-3
20260805,01,7,3-1-2
20260805,01,8,1-3-4
20260805,01,8,1-3-5
20260805,01,8,1-4-3
20260805,01,8,1-5-3
20260805,01,8,1-5-4
20260805,01,9,1-2-4
20260805,01,9,1-2-6
20260805,01,9,1-3-4
20260805,01,9,1-4-2
20260805,01,9,1-4-3
20260805,01,9,1-4-6
20260805,01,9,1-6-2
20260805,01,9,1-6-4
20260805,05,1,1-2-3
20260805,05,1,1-2-5
20260805,05,1,1-3-2
20260805,05,1,1-5-2
20260805,05,1,2-1-3
20260805,05,2,1-2-3
20260805,05,2,1-2-4
20260805,05,2,1-2-5
20260805,05,2,1-2-6
20260805,05,2,1-3-2
20260805,05,2,1-4-2
20260805,05,2,1-5-2
20260805,05,7,1-2-3
20260805,05,7,1-2-4
20260805,05,7,1-3-2
20260805,05,7,1-3-4
20260805,05,7,1-4-2
20260805,05,8,1-3-4
20260805,05,8,1-3-5
20260805,05,8,1-4-3
20260805,05,8,1-5-3
20260805,06,3,1-2-3
20260805,06,3,1-2-4
20260805,06,3,1-2-5
20260805,06,3,1-3-2
20260805,06,3,1-3-5
20260805,06,3,1-5-2
20260805,06,3,1-5-3
20260805,06,4,1-2-3
20260805,06,4,1-3-2
20260805,06,4,1-3-4
20260805,06,4,1-4-3
20260805,06,5,1-2-3
20260805,06,5,1-3-2
20260805,06,5,1-3-4
20260805,06,5,1-3-5
20260805,06,5,1-3-6
20260805,06,8,1-2-4
20260805,06,8,1-3-4
20260805,06,8,1-4-2
20260805,06,8,1-4-3
20260805,06,8,4-1-3
20260805,06,9,1-3-2
20260805,06,9,1-3-4
20260805,06,9,1-3-5
20260805,06,9,1-3-6
20260805,09,1,1-2-3
20260805,09,1,1-2-5
20260805,09,1,1-2-6
20260805,09,1,1-3-2
20260805,09,1,1-5-2
20260805,09,11,1-3-4
20260805,09,11,1-3-5
20260805,09,11,1-4-3
20260805,09,11,1-5-3
20260805,09,2,1-2-3
20260805,09,2,1-2-4
20260805,09,2,1-2-5
20260805,09,2,1-3-2
20260805,09,2,1-5-2
20260805,09,5,1-2-3
20260805,09,5,1-2-4
20260805,09,5,1-3-2
20260805,09,5,1-3-4
20260805,10,1,1-2-3
20260805,10,1,1-2-4
20260805,10,1,1-3-2
20260805,10,1,1-3-4
20260805,10,1,1-4-2
20260805,10,12,1-2-3
20260805,10,12,1-2-4
20260805,10,12,1-2-5
20260805,10,12,1-2-6
20260805,10,12,1-3-2
20260805,10,12,1-4-2
20260805,10,12,2-1-4
20260805,10,2,1-2-3
20260805,10,2,1-2-4
20260805,10,2,1-3-2
20260805,10,2,2-1-3
20260805,10,2,3-1-2
20260805,10,3,1-2-3
20260805,10,3,1-2-5
20260805,10,3,1-3-2
20260805,10,3,1-3-5
20260805,10,3,1-5-3
20260805,10,5,1-2-5
20260805,10,5,1-5-2
20260805,10,5,1-5-3
20260805,10,5,1-5-4
20260805,12,5,1-2-3
20260805,12,5,1-3-2
20260805,12,5,1-3-4
20260805,12,5,1-3-5
20260805,12,5,1-3-6
20260805,12,5,1-5-3
20260805,12,5,1-6-3
20260805,12,8,1-2-3
20260805,12,8,1-3-2
20260805,12,8,1-3-4
20260805,12,8,1-4-3
20260805,12,8,3-1-4
20260805,12,9,1-3-2
20260805,12,9,1-3-5
20260805,12,9,1-5-3
20260805,12,9,3-1-5
20260805,12,9,5-1-3
20260805,14,1,1-2-3
20260805,14,1,1-2-4
20260805,14,1,1-3-4
20260805,14,1,1-4-2
20260805,14,1,1-4-3
20260805,14,5,1-2-4
20260805,14,5,1-3-4
20260805,14,5,1-4-2
20260805,14,5,1-4-3
20260805,14,5,1-4-5
20260805,17,1,1-2-3
20260805,17,1,1-2-4
20260805,17,1,1-3-2
20260805,17,1,1-3-4
20260805,17,1,1-4-2
20260805,17,1,1-4-3
20260805,17,1,1-4-5
20260805,17,1,1-4-6
20260805,17,7,1-2-3
20260805,17,7,1-3-2
20260805,17,7,1-3-4
20260805,17,7,1-3-6
20260805,17,7,1-6-3
20260805,17,8,1-3-2
20260805,17,8,1-3-5
20260805,17,8,1-5-2
20260805,17,8,1-5-3
20260805,19,11,1-2-3
20260805,19,11,1-2-4
20260805,19,11,1-2-5
20260805,19,11,1-3-2
20260805,19,11,1-5-2
20260805,19,4,1-2-3
20260805,19,4,1-2-5
20260805,19,4,1-2-6
20260805,19,4,1-3-2
20260805,19,4,1-5-2
20260805,19,5,1-2-4
20260805,19,5,1-3-4
20260805,19,5,1-4-2
20260805,19,5,1-4-3
20260805,19,5,4-1-3
20260805,19,9,1-2-3
20260805,19,9,1-3-2
20260805,19,9,1-3-4
20260805,19,9,1-4-3
20260805,19,9,3-1-2
20260805,21,1,1-2-3
20260805,21,1,1-2-4
20260805,21,1,1-3-2
20260805,21,1,1-4-2
20260805,21,1,1-4-3
20260805,21,11,1-2-3
20260805,21,11,1-2-4
20260805,21,11,1-3-2
20260805,21,11,1-3-4
20260805,21,3,1-2-3
20260805,21,3,1-3-2
20260805,21,3,1-3-4
20260805,21,3,1-3-5
20260805,21,3,1-5-3
20260805,21,7,1-2-3
20260805,21,7,1-3-2
20260805,21,7,1-3-4
20260805,21,7,1-4-2
20260805,21,7,1-4-3
20260806,02,7,1-2-3
20260806,02,7,1-2-4
20260806,02,7,1-3-2
20260806,02,7,1-3-4
20260806,02,7,1-4-3
20260806,09,1,1-2-3
20260806,09,1,1-2-5
20260806,09,2,1-2-3
20260806,09,2,1-2-4
20260806,09,2,1-3-2
20260806,09,2,1-3-4
20260806,09,2,1-4-2
20260806,09,5,1-2-3
20260806,09,5,1-2-4
20260806,09,5,1-2-5
20260806,09,5,1-2-6
20260806,09,5,1-3-2
20260806,09,5,1-3-4
20260806,09,5,1-4-2
20260806,09,5,1-4-3
20260806,10,1,1-3-4
20260806,10,1,1-4-3
20260806,10,12,1-2-3
20260806,10,12,1-2-4
20260806,10,12,1-2-5
20260806,10,12,1-4-2
20260806,10,12,1-5-2
20260806,10,4,1-2-3
20260806,10,4,1-3-2
20260806,10,4,1-3-4
20260806,10,4,1-3-5
20260806,10,4,3-1-2
20260806,10,5,1-2-5
20260806,10,5,1-5-2
20260806,10,5,2-1-5
20260806,10,5,5-1-2
20260806,12,10,1-2-4
20260806,12,10,1-2-5
20260806,12,10,1-4-2
20260806,12,10,1-4-5
20260806,12,10,1-5-4
20260806,12,11,1-2-3
20260806,12,11,1-2-4
20260806,12,11,1-2-5
20260806,12,11,1-3-2
20260806,12,11,2-1-3
20260806,12,12,1-2-3
20260806,12,12,1-2-4
20260806,12,12,1-2-5
20260806,12,12,1-4-2
20260806,12,12,1-4-3
20260806,12,12,1-4-5
20260806,12,12,1-5-4
20260806,12,5,1-2-4
20260806,12,5,1-3-4
20260806,12,5,1-4-2
20260806,12,5,1-4-3
20260806,12,5,1-4-5
20260806,12,5,1-4-6
20260806,12,5,1-5-4
20260806,14,1,1-2-3
20260806,14,1,1-2-4
20260806,14,1,1-3-2
20260806,14,1,1-4-2
20260806,14,3,1-2-3
20260806,14,3,1-2-4
20260806,14,3,1-2-5
20260806,14,3,1-3-2
20260806,14,3,1-5-2
20260806,14,4,1-2-3
20260806,14,4,1-3-2
20260806,14,4,1-3-4
20260806,14,4,1-4-2
20260806,14,4,1-4-3
20260806,14,9,1-2-3
20260806,14,9,1-2-4
20260806,14,9,1-2-5
20260806,14,9,1-3-2
20260806,14,9,1-4-2
20260806,17,1,1-3-2
20260806,17,1,1-3-4
20260806,17,1,1-3-5
20260806,17,1,1-4-2
20260806,17,1,1-4-3
20260806,17,1,1-4-5
20260806,17,1,1-5-3
20260806,17,1,1-5-4
20260806,17,4,1-2-3
20260806,17,4,1-3-2
20260806,17,4,1-3-5
20260806,17,4,2-1-3
20260806,17,4,3-1-2
20260806,19,10,1-2-3
20260806,19,10,1-2-5
20260806,19,10,1-3-2
20260806,19,10,1-3-5
20260806,19,10,1-4-5
20260806,19,10,1-5-2
20260806,19,10,1-5-3
20260806,19,10,1-5-4
20260806,19,5,1-2-3
20260806,19,5,1-3-2
20260806,19,5,1-3-4
20260806,19,5,1-3-5
20260806,19,5,1-4-3
20260806,19,7,1-2-5
20260806,19,7,1-3-5
20260806,19,7,1-5-2
20260806,19,7,1-5-3
20260806,19,7,1-5-4
20260806,19,8,1-2-3
20260806,19,8,1-3-2
20260806,19,8,1-3-4
20260806,19,8,1-4-3
20260806,19,8,3-1-2
20260806,24,1,1-2-3
20260806,24,1,1-2-5
20260806,24,1,1-3-2
20260806,24,1,1-5-2
20260806,24,1,1-5-3
20260806,24,12,1-2-3
20260806,24,12,1-3-2
20260806,24,12,1-3-4
20260806,24,12,1-3-5
20260806,24,12,1-4-3
20260806,24,7,1-2-3
20260806,24,7,1-3-2
20260806,24,7,1-3-4
20260806,24,7,1-4-3
20260806,24,8,1-3-4
20260806,24,8,1-3-6
20260806,24,8,1-4-3
20260806,24,8,1-4-6
20260806,24,8,1-6-3
20260806,24,9,1-2-5
20260806,24,9,1-4-2
20260806,24,9,1-4-3
20260806,24,9,1-4-5
20260806,24,9,1-5-2
20260806,24,9,1-5-3
20260806,24,9,1-5-4
20260807,02,7,1-2-3
20260807,02,7,1-3-2
20260807,02,7,1-3-4
20260807,02,7,1-3-5
20260807,02,7,1-4-3
20260807,09,10,1-2-3
20260807,09,10,1-3-2
20260807,09,10,1-3-4
20260807,09,10,1-3-5
20260807,09,10,3-1-2
20260807,09,5,1-2-3
20260807,09,5,1-2-4
20260807,09,5,1-3-2
20260807,09,5,1-3-4
20260807,09,5,1-3-5
20260807,09,5,1-4-2
20260807,09,5,1-4-3
20260807,09,5,1-4-5
20260807,09,9,1-3-5
20260807,09,9,1-5-2
20260807,09,9,1-5-3
20260807,09,9,1-5-4
20260807,09,9,1-5-6
20260807,10,1,1-2-3
20260807,10,1,1-2-4
20260807,10,1,1-2-5
20260807,10,1,1-3-2
20260807,10,1,2-1-3
20260807,10,2,1-2-3
20260807,10,2,1-2-4
20260807,10,2,1-4-2
20260807,10,2,2-1-3
20260807,10,2,2-1-4
20260807,10,3,1-2-3
20260807,10,3,1-3-2
20260807,10,3,1-3-4
20260807,10,3,1-4-2
20260807,10,3,1-4-3
20260807,10,5,1-2-4
20260807,10,5,1-4-2
20260807,10,5,1-4-3
20260807,10,5,1-4-6
20260807,14,1,1-2-3
20260807,14,1,1-3-2
20260807,14,1,1-3-4
20260807,14,1,1-3-5
20260807,14,1,1-4-3
20260807,14,3,1-2-3
20260807,14,3,1-2-4
20260807,14,3,1-2-5
20260807,14,3,1-5-2
20260807,14,3,2-1-5
20260807,14,4,1-2-3
20260807,14,4,1-2-5
20260807,14,4,1-2-6
20260807,14,4,1-5-2
20260807,14,4,1-5-6
20260807,14,4,1-6-2
20260807,14,4,1-6-5
20260807,15,8,1-2-3
20260807,15,8,1-2-4
20260807,15,8,1-3-2
20260807,15,8,1-4-2
20260807,15,8,1-4-3
20260807,15,9,1-2-3
20260807,15,9,1-2-4
20260807,15,9,1-2-5
20260807,15,9,1-3-2
20260807,15,9,1-3-4
20260807,15,9,1-4-2
20260807,15,9,1-4-3
20260807,17,1,1-2-4
20260807,17,1,1-2-5
20260807,17,1,1-2-6
20260807,17,1,1-4-2
20260807,17,1,1-5-2
20260807,17,1,1-5-4
20260807,17,1,1-6-2
20260807,17,4,1-2-5
20260807,17,4,1-2-6
20260807,17,4,1-5-2
20260807,17,4,1-5-3
20260807,17,4,1-5-6
20260807,17,4,1-6-2
20260807,17,4,1-6-5
20260807,17,5,1-2-4
20260807,17,5,1-3-4
20260807,17,5,1-4-2
20260807,17,5,1-4-3
20260807,17,5,1-4-5
20260807,17,8,1-2-3
20260807,17,8,1-3-2
20260807,17,8,1-3-4
20260807,17,8,1-3-5
20260807,17,8,1-4-3
20260807,19,12,1-2-3
20260807,19,12,1-2-4
20260807,19,12,1-3-2
20260807,19,12,1-3-4
20260807,19,12,1-4-2
20260807,19,6,1-3-4
20260807,19,6,1-4-2
20260807,19,6,1-4-3
20260807,19,6,1-4-5
20260807,19,6,1-4-6
20260807,19,8,1-2-3
20260807,19,8,1-2-4
20260807,19,8,1-3-2
20260807,19,8,1-3-4
20260807,19,8,1-4-2
20260807,19,8,1-4-3
20260807,19,8,1-4-5
20260807,19,8,1-5-4
20260807,20,1,1-2-3
20260807,20,1,1-2-4
20260807,20,1,1-3-2
20260807,20,1,1-4-2
20260807,20,1,1-4-3
20260807,20,11,1-2-3
20260807,20,11,1-2-4
20260807,20,11,1-3-2
20260807,20,11,1-3-4
20260807,20,11,1-4-2
20260807,20,6,1-2-4
20260807,20,6,1-2-5
20260807,20,6,1-4-2
20260807,20,6,1-4-5
20260807,20,6,1-5-4
20260807,20,9,1-2-3
20260807,20,9,1-3-2
20260807,20,9,1-3-4
20260807,20,9,1-3-5
20260807,20,9,1-4-3
20260807,24,10,1-2-3
20260807,24,10,1-2-4
20260807,24,10,1-2-5
20260807,24,10,1-5-2
20260807,24,10,2-1-5
20260807,24,2,1-2-4
20260807,24,2,1-2-5
20260807,24,2,1-4-5
20260807,24,2,1-5-2
20260807,24,2,1-5-4
20260808,05,11,1-2-3
20260808,05,11,1-3-2
20260808,05,11,1-3-4
20260808,05,11,1-3-5
20260808,05,11,1-4-3
20260808,05,3,1-2-3
20260808,05,3,1-3-2
20260808,05,3,1-3-4
20260808,05,3,1-3-5
20260808,05,3,3-1-2
20260808,05,7,1-2-3
20260808,05,7,1-2-4
20260808,05,7,1-2-6
20260808,05,7,1-3-2
20260808,05,7,1-6-2
20260808,05,8,1-3-2
20260808,05,8,1-3-4
20260808,05,8,1-3-5
20260808,05,8,1-3-6
20260808,05,8,3-1-2
20260808,05,9,1-2-3
20260808,05,9,1-3-2
20260808,05,9,1-3-4
20260808,05,9,1-3-5
20260808,05,9,1-5-3
20260808,09,1,1-2-3
20260808,09,1,1-2-4
20260808,09,1,1-3-2
20260808,09,1,1-4-2
20260808,09,1,1-4-3
20260808,09,2,1-2-3
20260808,09,2,1-2-5
20260808,09,2,1-3-2
20260808,09,2,1-5-2
20260808,09,2,1-5-3
20260808,09,5,1-2-3
20260808,09,5,1-3-2
20260808,09,5,1-3-5
20260808,10,1,1-2-3
20260808,10,1,1-3-2
20260808,10,1,1-3-4
20260808,10,1,1-3-5
20260808,10,1,3-1-2
20260808,10,2,1-2-3
20260808,10,2,1-2-4
20260808,10,2,1-2-5
20260808,10,2,1-3-2
20260808,10,2,1-5-2
20260808,10,3,1-2-3
20260808,10,3,1-3-2
20260808,10,3,1-3-4
20260808,10,3,1-3-5
20260808,10,3,1-5-3
20260808,10,8,1-2-3
20260808,10,8,1-2-5
20260808,10,8,1-3-2
20260808,10,8,1-3-5
20260808,10,8,1-5-2
20260808,10,9,1-2-4
20260808,10,9,1-4-2
20260808,10,9,1-4-3
20260808,10,9,2-1-4
20260808,10,9,4-1-2
20260808,12,12,1-3-4
20260808,12,12,1-3-5
20260808,12,12,1-4-2
20260808,12,12,1-4-3
20260808,12,12,1-4-5
20260808,12,12,1-5-3
20260808,12,12,1-5-4
20260808,12,2,1-2-3
20260808,12,2,1-2-4
20260808,12,2,1-3-2
20260808,12,2,1-3-4
20260808,12,2,1-4-2
20260808,12,3,1-2-3
20260808,12,3,1-3-2
20260808,12,3,1-3-4
20260808,12,3,1-3-5
20260808,12,3,1-3-6
20260808,12,5,1-2-3
20260808,12,5,1-2-4
20260808,12,5,1-3-2
20260808,12,5,1-3-4
20260808,12,5,1-3-6
20260808,12,5,1-4-2
20260808,12,5,1-4-3
20260808,12,7,1-2-3
20260808,12,7,1-2-4
20260808,12,7,1-2-6
20260808,12,7,1-3-2
20260808,12,7,2-1-3
20260808,14,1,1-2-4
20260808,14,1,1-3-2
20260808,14,1,1-3-4
20260808,14,1,1-4-2
20260808,14,1,1-4-3
20260808,14,3,1-2-4
20260808,14,3,1-3-4
20260808,14,3,1-4-2
20260808,14,3,1-4-3
20260808,14,3,4-1-2
20260808,14,4,1-2-3
20260808,14,4,1-3-2
20260808,14,4,1-3-4
20260808,14,4,1-3-5
20260808,14,4,1-4-3
20260808,14,9,1-2-3
20260808,14,9,1-3-2
20260808,14,9,1-3-4
20260808,14,9,1-3-5
20260808,14,9,1-3-6
20260808,14,9,1-4-3
20260808,14,9,1-6-3
20260808,15,8,1-2-3
20260808,15,8,1-2-4
20260808,15,8,1-4-2
20260808,15,8,2-1-4
20260808,15,8,4-1-2
20260808,16,4,1-2-3
20260808,16,4,1-3-2
20260808,16,4,1-3-4
20260808,16,4,1-3-5
20260808,16,4,3-1-2
20260808,16,6,1-2-4
20260808,16,6,1-2-6
20260808,16,6,1-4-2
20260808,16,6,1-6-2
20260808,16,6,1-6-4
20260808,16,7,1-2-3
20260808,16,7,1-2-4
20260808,16,7,1-2-5
20260808,16,7,1-2-6
20260808,16,7,1-3-2
20260808,17,1,1-2-3
20260808,17,1,1-3-2
20260808,17,1,1-3-4
20260808,17,1,1-3-6
20260808,17,1,1-4-3
20260808,17,2,1-2-3
20260808,17,2,1-2-5
20260808,17,2,1-3-2
20260808,17,2,1-3-5
20260808,17,2,1-5-2
20260808,17,2,1-5-3
20260808,17,2,1-5-6
20260808,17,6,1-3-2
20260808,17,6,1-3-4
20260808,17,6,1-3-6
20260808,17,6,1-4-3
20260808,17,6,3-1-4
20260808,17,7,1-2-3
20260808,17,7,1-2-4
20260808,17,7,1-3-2
20260808,17,7,1-3-4
20260808,17,7,1-4-2
20260808,17,8,1-2-3
20260808,17,8,1-2-6
20260808,17,8,1-3-2
20260808,17,8,1-3-4
20260808,17,8,1-3-5
20260808,17,8,1-3-6
20260808,17,8,1-6-2
20260808,17,8,1-6-3
20260808,17,9,1-2-4
20260808,17,9,1-3-2
20260808,17,9,1-3-4
20260808,17,9,1-4-2
20260808,17,9,1-4-3
20260808,19,1,1-2-3
20260808,19,1,1-2-4
20260808,19,1,1-3-2
20260808,19,1,1-4-2
20260808,19,1,1-4-3
20260808,19,5,1-2-3
20260808,19,5,1-2-4
20260808,19,5,1-3-2
20260808,19,5,1-4-2
20260808,19,5,1-4-3
20260808,19,6,1-2-3
20260808,19,6,1-3-2
20260808,19,6,1-3-4
20260808,19,6,1-3-5
20260808,19,6,1-4-3
20260808,19,7,1-2-3
20260808,19,7,1-2-4
20260808,19,7,1-2-6
20260808,19,7,1-4-2
20260808,19,7,1-4-6
20260808,19,7,1-6-2
