日付,場コード,レース番号,買い目,最終オッズ
20260802,22,1,1-2-4,8.6
20260802,22,1,1-3-2,6.6
20260802,22,1,1-3-4,5.9
20260802,22,1,1-4-3,13.6
20260802,22,6,1-4-5,10.9
20260802,22,6,1-4-6,11.9
20260802,22,6,1-5-3,29.3
20260802,22,6,1-5-4,15.8
20260802,22,6,1-5-6,10.1
20260802,22,6,1-6-4,24.1
20260802,22,6,1-6-5,19.0
20260802,22,7,1-2-3,15.0
20260802,22,7,1-2-6,9.7
20260802,22,7,1-3-2,16.9
20260802,22,7,1-3-6,8.3
20260802,22,7,1-6-3,8.6
20260802,22,9,1-2-3,7.1
20260802,22,9,1-2-4,9.6
20260802,22,9,1-3-2,10.6
20260802,22,9,1-4-2,20.4
20260802,23,1,1-2-3,7.8
20260802,23,1,1-2-4,7.1
20260802,23,1,1-3-2,10.5
20260802,23,1,1-3-4,9.0
20260802,23,1,1-4-2,10.7
20260802,23,3,1-2-3,15.4
20260802,23,3,1-3-2,8.4
20260802,23,3,1-3-4,5.6
20260802,23,3,1-3-5,6.7
20260802,23,3,1-5-3,15.7
20260802,23,8,1-2-3,9.2
20260802,23,8,1-2-4,17.9
20260802,23,8,1-3-2,13.9
20260802,23,8,1-3-4,28.1
20260802,23,8,1-4-2,37.0
20260803,01,12,1-2-3,11.0
20260803,01,12,1-2-4,8.9
20260803,01,12,1-3-2,13.1
20260803,01,12,1-4-2,9.5
20260803,01,12,1-4-3,11.8
20260803,01,4,1-3-2,81.2
20260803,01,4,1-3-4,31.6
20260803,01,4,1-3-5,27.6
20260803,01,4,1-4-3,33.3
20260803,01,4,1-4-5,24.7
20260803,01,4,1-5-3,34.7
20260803,01,4,1-5-4,36.0
20260803,05,8,1-2-3,6.9
20260803,05,8,1-2-4,10.3
20260803,05,8,1-2-5,7.1
20260803,05,8,1-3-2,15.2
20260803,05,8,2-1-3,30.6
20260803,05,9,1-2-3,8.3
20260803,05,9,1-2-4,32.3
20260803,05,9,1-2-5,4.8
20260803,05,9,1-3-2,21.9
20260803,05,9,1-5-2,6.9
20260803,06,4,1-2-3,8.7
20260803,06,4,1-2-4,13.2
20260803,06,4,1-3-2,14.0
20260803,06,4,1-3-4,17.0
20260803,06,4,1-4-2,19.7
20260803,06,8,1-2-4,11.1
20260803,06,8,1-3-2,13.6
20260803,06,8,1-3-4,7.8
20260803,06,8,1-4-2,9.8
20260803,06,8,1-4-3,9.5
20260803,08,1,1-3-5,7.5
20260803,08,1,1-5-2,11.5
20260803,08,1,1-5-3,11.3
20260803,08,3,1-2-3,12.2
20260803,08,3,1-3-2,13.0
20260803,08,3,1-3-5,8.4
20260803,08,3,1-5-3,13.3
20260803,08,5,1-2-3,8.3
20260803,08,5,1-2-5,7.0
20260803,08,5,1-2-6,10.8
20260803,08,5,1-3-2,13.6
20260803,08,5,1-5-2,11.5
20260803,08,8,1-2-3,16.2
20260803,08,8,1-3-2,12.7
20260803,08,8,1-3-4,7.1
20260803,08,8,1-4-3,16.2
20260803,13,5,1-2-3,8.5
20260803,13,5,1-2-4,18.7
20260803,13,5,1-2-5,4.2
20260803,13,5,1-3-2,12.7
20260803,13,5,1-3-5,11.3
20260803,13,8,1-2-3,4.1
20260803,13,8,1-2-5,4.3
20260803,13,8,1-3-2,7.9
20260803,13,8,2-1-3,17.6
20260803,13,8,3-1-2,72.7
20260803,13,9,1-2-4,10.4
20260803,13,9,1-3-4,5.8
20260803,13,9,1-4-2,7.5
20260803,13,9,1-4-3,5.9
20260803,13,9,1-4-5,11.8
20260803,17,1,1-2-3,9.4
20260803,17,1,1-2-4,6.8
20260803,17,1,1-2-5,8.0
20260803,17,1,1-3-2,26.7
20260803,17,1,1-4-2,11.4
20260803,17,10,1-2-3,9.3
20260803,17,10,1-2-4,9.7
20260803,17,10,1-2-5,5.8
20260803,17,10,1-3-2,14.7
20260803,17,10,1-5-2,9.3
20260803,17,2,1-2-3,10.0
20260803,17,2,1-2-4,14.2
20260803,17,2,1-2-5,8.7
20260803,17,2,1-3-2,17.5
20260803,17,2,1-5-2,15.0
20260803,17,9,1-3-2,20.4
20260803,17,9,1-3-4,10.3
20260803,17,9,1-3-5,6.2
20260803,17,9,1-3-6,7.7
20260803,17,9,1-5-3,14.0
20260803,19,1,1-2-3,7.8
20260803,19,1,1-2-4,18.8
20260803,19,1,1-3-2,7.4
20260803,19,1,1-3-4,10.1
20260803,19,1,1-4-3,14.3
20260803,19,2,1-4-2,32.1
20260803,19,2,1-4-5,12.6
20260803,19,2,1-5-2,13.8
20260803,19,2,1-5-4,12.4
20260803,19,5,1-2-3,9.5
20260803,19,5,1-3-2,8.4
20260803,19,5,1-3-4,7.5
20260803,19,5,1-4-3,13.9
20260803,19,9,1-3-2,12.6
20260803,19,9,1-3-4,7.0
20260803,19,9,1-4-2,8.6
20260803,19,9,1-4-3,8.7
20260803,20,3,1-2-3,13.1
20260803,20,3,1-2-4,11.8
20260803,20,3,1-2-5,6.8
20260803,20,3,1-2-6,14.6
20260803,20,3,1-3-2,16.3
20260803,20,4,1-2-3,7.5
20260803,20,4,1-2-4,17.6
20260803,20,4,1-2-5,5.9
20260803,20,4,1-3-2,18.7
20260803,20,4,1-5-2,10.0
20260803,20,7,1-2-3,9.3
20260803,20,7,1-2-4,6.1
20260803,20,7,1-2-6,8.2
20260803,20,7,1-4-2,11.2
20260803,20,8,1-2-3,5.1
20260803,20,8,1-2-5,15.5
20260803,20,8,1-3-2,6.4
20260803,20,8,1-3-5,13.9
20260803,20,8,1-5-2,48.8
20260803,20,9,1-2-4,7.0
20260803,20,9,1-3-4,16.3
20260803,20,9,1-4-2,6.1
20260803,20,9,1-4-3,15.1
20260803,20,9,1-4-5,8.2
20260803,21,1,1-2-3,11.1
20260803,21,1,1-3-2,11.4
20260803,21,1,1-3-4,8.4
20260803,21,1,1-4-2,9.2
20260803,21,1,1-4-3,10.6
20260803,21,7,1-2-3,9.1
20260803,21,7,1-3-2,6.3
20260803,21,7,1-3-4,6.9
20260803,21,7,1-3-5,12.5
20260803,21,7,1-4-3,20.7
20260803,22,1,1-2-3,9.2
20260803,22,1,1-2-5,13.1
20260803,22,1,1-3-2,9.3
20260803,22,1,1-3-5,8.9
20260803,22,10,1-2-3,7.3
20260803,22,10,1-3-2,10.5
20260803,22,10,1-3-4,11.9
20260803,22,10,1-4-2,12.5
20260803,22,10,1-4-3,19.4
20260803,22,2,1-3-4,4.8
20260803,22,2,1-4-2,15.7
20260803,22,2,1-4-3,10.1
20260803,22,2,3-1-4,25.4
20260803,22,2,4-1-3,37.2
20260803,22,3,1-2-3,3.8
20260803,22,3,1-2-5,6.7
20260803,22,3,1-3-2,6.4
20260803,22,3,2-1-3,17.2
20260803,22,3,3-1-2,37.6
20260803,22,6,1-2-3,7.0
20260803,22,6,1-2-4,8.4
20260803,22,6,1-2-6,4.4
20260803,22,6,1-3-2,17.1
20260803,22,6,1-4-2,18.6
20260803,22,8,1-2-3,14.4
20260803,22,8,1-2-4,7.6
20260803,22,8,1-3-2,18.4
20260803,22,8,1-4-2,7.3
20260803,22,8,1-4-3,11.2
20260803,22,9,1-2-3,10.1
20260803,22,9,1-2-4,13.1
20260803,22,9,1-2-5,15.7
20260803,22,9,1-2-6,14.4
20260803,22,9,1-3-2,16.1
20260803,23,1,1-2-3,6.3
20260803,23,1,1-3-2,11.1
20260803,23,1,1-3-4,18.0
20260803,23,1,1-4-3,38.0
20260803,23,2,1-2-3,7.7
20260803,23,2,1-2-4,5.7
20260803,23,2,1-2-5,12.1
20260803,23,2,1-3-2,18.0
20260803,23,2,1-4-2,17.5
20260803,23,3,1-2-3,8.4
20260803,23,3,1-3-2,7.6
20260803,23,3,1-3-4,12.2
20260803,23,3,1-3-5,6.4
20260803,23,3,3-1-2,39.2
20260803,23,9,1-2-4,9.2
20260803,23,9,1-2-5,9.5
20260803,23,9,1-4-2,17.4
20260803,23,9,1-4-5,19.7
20260803,23,9,1-5-4,27.5
20260804,01,1,1-2-3,11.5
20260804,01,1,1-2-4,16.7
20260804,01,1,1-3-2,10.3
20260804,01,1,1-3-4,8.9
20260804,01,1,1-4-3,16.8
20260804,01,11,1-2-3,8.6
20260804,01,11,1-2-5,11.6
20260804,01,11,1-3-2,13.7
20260804,01,11,1-3-5,15.8
20260804,01,11,1-5-2,19.7
20260804,01,12,1-2-3,26.1
20260804,01,12,1-3-2,23.5
20260804,01,12,1-3-4,17.6
20260804,01,12,1-3-5,10.9
20260804,01,12,1-4-3,33.0
20260804,01,5,1-2-4,22.2
20260804,01,5,1-2-5,18.7
20260804,01,5,1-2-6,10.9
20260804,01,5,1-4-2,42.7
20260804,01,5,1-4-5,51.0
20260804,01,5,1-5-2,35.2
20260804,01,5,1-5-4,67.4
20260804,01,6,1-2-3,4.3
20260804,01,6,1-2-4,14.0
20260804,01,6,1-3-2,4.8
20260804,01,6,2-1-3,35.9
20260804,01,6,3-1-2,46.7
20260804,01,7,1-3-2,12.2
20260804,01,7,1-3-4,15.9
20260804,01,7,1-3-5,8.0
20260804,01,7,3-1-2,17.7
20260804,01,7,3-1-5,7.0
20260804,01,8,1-3-2,16.3
20260804,01,8,1-3-4,8.8
20260804,01,8,1-3-5,7.0
20260804,01,8,1-4-3,17.5
20260804,01,8,1-5-3,14.6
20260804,01,9,1-2-3,4.8
20260804,01,9,1-2-4,5.9
20260804,01,9,1-3-2,9.2
20260804,01,9,1-4-2,11.4
20260804,01,9,1-4-3,15.8
20260804,05,1,1-2-3,39.0
20260804,05,1,1-2-4,34.8
20260804,05,1,1-3-2,30.2
20260804,05,1,1-3-4,24.1
20260804,05,1,1-4-2,29.1
20260804,05,1,1-4-3,26.8
20260804,05,1,1-4-5,16.6
20260804,05,5,1-3-2,27.4
20260804,05,5,1-3-4,9.7
20260804,05,5,1-3-6,8.6
20260804,05,5,1-4-3,13.0
20260804,05,7,1-2-3,27.9
20260804,05,7,1-3-2,20.9
20260804,05,7,1-3-4,13.5
20260804,05,7,1-4-3,21.7
20260804,05,7,3-1-2,96.2
20260804,05,8,1-2-3,6.2
20260804,05,8,1-2-4,10.0
20260804,05,8,1-3-2,4.5
20260804,05,8,1-3-4,5.2
20260804,05,8,1-4-3,10.4
20260804,05,9,1-2-3,7.7
20260804,05,9,1-2-4,6.3
20260804,05,9,1-3-2,7.8
20260804,05,9,1-3-4,7.2
20260804,05,9,1-4-2,11.1
20260804,06,3,1-2-4,29.3
20260804,06,3,1-2-5,14.6
20260804,06,3,1-2-6,12.5
20260804,06,3,1-4-2,47.9
20260804,06,3,1-4-5,31.2
20260804,06,3,1-5-2,21.3
20260804,06,3,1-5-4,33.5
20260804,06,4,1-2-3,9.7
20260804,06,4,1-2-4,5.5
20260804,06,4,1-3-2,13.2
20260804,06,4,1-3-4,11.1
20260804,06,4,1-4-2,6.4
20260804,06,5,1-2-5,23.5
20260804,06,5,1-2-6,15.8
20260804,06,5,1-5-2,23.0
20260804,06,5,1-5-3,15.1
20260804,06,5,1-5-6,6.2
20260804,06,5,1-6-2,16.8
20260804,06,5,1-6-5,7.9
20260804,08,1,1-2-3,11.4
20260804,08,1,1-2-5,19.4
20260804,08,1,1-3-2,8.9
20260804,08,1,1-3-5,5.8
20260804,08,1,1-5-3,11.5
20260804,08,4,1-2-3,3.5
20260804,08,4,1-2-6,6.7
20260804,08,4,1-3-2,5.9
20260804,08,4,1-3-6,9.3
20260804,08,4,3-1-2,70.7
20260804,08,6,1-3-4,8.1
20260804,08,6,1-3-5,5.8
20260804,08,6,1-4-5,10.4
20260804,08,6,1-5-3,7.3
20260804,08,6,1-5-4,9.7
20260804,08,7,1-2-3,12.1
20260804,08,7,1-3-2,8.4
20260804,08,7,1-3-4,10.8
20260804,08,7,1-3-6,4.9
20260804,08,8,1-3-4,5.7
20260804,08,8,1-4-3,7.6
20260804,08,9,1-2-3,9.1
20260804,08,9,1-3-2,9.6
20260804,08,9,1-3-4,10.9
20260804,08,9,1-3-5,7.5
20260804,08,9,1-4-3,22.3
20260804,10,1,1-2-3,5.2
20260804,10,1,1-2-4,5.7
20260804,10,1,1-3-2,8.5
20260804,10,1,1-4-2,11.3
20260804,10,3,1-3-2,19.0
20260804,10,3,1-3-4,18.4
20260804,10,3,1-3-5,7.0
20260804,10,3,1-5-3,35.9
20260804,10,3,3-1-5,4.3
20260804,10,4,1-3-4,9.6
20260804,10,4,1-4-2,17.1
20260804,10,4,1-4-3,9.5
20260804,10,4,1-4-5,6.5
20260804,10,4,1-5-4,14.7
20260804,10,5,1-2-3,11.1
20260804,10,5,1-2-4,7.5
20260804,10,5,1-2-5,4.8
20260804,10,5,1-4-2,16.0
20260804,10,5,1-5-2,8.0
20260804,12,1,1-2-3,26.2
20260804,12,1,1-2-5,26.2
20260804,12,1,1-3-2,25.2
20260804,12,1,1-3-4,18.5
20260804,12,1,1-3-5,15.1
20260804,12,1,1-5-2,38.1
20260804,12,1,1-5-3,28.1
20260804,12,10,1-2-3,10.8
20260804,12,10,1-2-4,5.3
20260804,12,10,1-2-5,
20260804,12,10,1-4-2,6.8
20260804,12,10,1-5-2,
20260804,12,5,1-2-3,22.4
20260804,12,5,1-2-4,10.2
20260804,12,5,1-2-6,10.1
20260804,12,5,1-3-2,30.7
20260804,12,5,1-3-4,30.5
20260804,12,5,1-4-2,11.3
20260804,12,5,1-4-3,28.3
20260804,13,3,1-2-3,8.2
20260804,13,3,1-2-4,10.1
20260804,13,3,1-2-6,4.8
20260804,13,3,1-3-2,18.4
20260804,13,3,2-1-3,33.6
20260804,13,5,1-2-3,11.1
20260804,13,5,1-2-5,5.9
20260804,13,5,1-3-2,14.0
20260804,13,5,1-5-2,6.0
20260804,13,5,1-5-3,8.4
20260804,13,6,1-2-4,16.3
20260804,13,6,1-3-2,20.0
20260804,13,6,1-3-4,6.6
20260804,13,6,1-4-2,9.9
20260804,13,6,1-4-3,5.4
20260804,13,9,1-2-3,6.1
20260804,13,9,1-2-4,11.4
20260804,13,9,1-3-2,9.2
20260804,13,9,1-3-4,14.1
20260804,13,9,1-4-3,33.1
20260804,17,1,1-2-4,9.4
20260804,17,1,1-3-2,18.5
20260804,17,1,1-3-4,7.7
20260804,17,1,1-4-2,5.0
20260804,17,1,1-4-3,5.5
20260804,17,3,1-2-3,8.7
20260804,17,3,1-2-4,14.6
20260804,17,3,1-2-5,29.0
20260804,17,3,1-3-2,10.1
20260804,17,3,1-3-4,15.6
20260804,17,3,1-4-2,37.3
20260804,17,3,1-4-3,38.0
20260804,19,1,1-2-3,4.1
20260804,19,1,1-2-4,8.3
20260804,19,1,1-2-5,17.1
20260804,19,1,1-3-2,9.5
20260804,19,1,2-1-3,21.9
20260804,19,10,1-2-4,9.6
20260804,19,10,1-3-4,8.7
20260804,19,10,1-4-2,11.5
20260804,19,10,1-4-3,11.2
20260804,19,5,1-2-3,23.5
20260804,19,5,1-2-4,38.8
20260804,19,5,1-2-6,11.8
20260804,19,5,1-3-2,27.2
20260804,19,5,1-3-6,14.7
20260804,19,9,1-2-3,10.7
20260804,19,9,1-3-2,9.0
20260804,19,9,1-3-5,4.0
20260804,19,9,1-5-3,5.4
20260804,19,9,3-1-5,27.1
20260804,21,1,1-2-3,21.4
20260804,21,1,1-3-2,15.8
20260804,21,1,1-3-4,7.3
20260804,21,1,1-3-5,23.1
20260804,21,1,1-4-3,11.2
20260804,21,12,1-2-3,5.0
20260804,21,12,1-3-2,4.8
20260804,21,12,1-3-4,6.1
20260804,21,12,1-4-3,15.7
20260804,21,12,3-1-2,53.6
20260804,21,4,1-2-3,5.5
20260804,21,4,1-2-5,5.4
20260804,21,4,1-3-2,7.6
20260804,21,4,1-3-5,6.0
20260804,21,4,2-1-3,97.8
20260804,21,5,1-2-3,10.4
20260804,21,5,1-2-5,6.1
20260804,21,5,1-2-6,8.8
20260804,21,5,1-3-2,19.2
20260804,21,5,1-5-2,9.1
20260804,21,7,1-2-3,19.3
20260804,21,7,1-2-4,10.9
20260804,21,7,1-3-2,32.6
20260804,21,7,1-4-2,16.8
20260804,21,7,1-4-3,46.5
20260805,01,11,1-2-3,6.8
20260805,01,11,1-3-2,7.4
20260805,01,11,1-3-4,8.8
20260805,01,11,1-4-3,18.8
20260805,01,11,3-1-2,31.9
20260805,01,12,1-2-3,5.0
20260805,01,12,1-3-2,6.7
20260805,01,12,1-3-4,8.1
20260805,01,12,1-4-3,14.8
20260805,01,12,3-1-2,50.7
20260805,01,2,1-2-3,13.6
20260805,01,2,1-2-4,11.6
20260805,01,2,1-3-2,19.4
20260805,01,2,1-4-2,23.1
20260805,01,3,1-2-3,8.4
20260805,01,3,1-2-4,32.8
20260805,01,3,1-3-2,13.7
20260805,01,3,2-1-3,22.5
20260805,01,3,3-1-2,76.9
20260805,01,4,1-2-3,9.2
20260805,01,4,1-2-4,13.1
20260805,01,4,1-2-6,8.9
20260805,01,4,1-3-2,16.2
20260805,01,4,1-3-4,26.1
20260805,01,4,1-3-6,17.6
20260805,01,4,1-4-2,25.1
20260805,01,4,1-4-3,40.3
20260805,01,6,1-3-2,14.5
20260805,01,6,1-3-4,7.2
20260805,01,6,1-4-2,24.9
20260805,01,6,1-4-3,11.3
20260805,01,7,1-2-3,8.1
20260805,01,7,1-3-2,6.1
20260805,01,7,1-3-4,5.7
20260805,01,7,1-4-3,12.2
20260805,01,7,3-1-2,39.5
20260805,01,8,1-3-4,9.8
20260805,01,8,1-3-5,7.7
20260805,01,8,1-4-3,17.1
20260805,01,8,1-5-3,15.9
20260805,01,8,1-5-4,27.9
20260805,01,9,1-2-4,14.6
20260805,01,9,1-2-6,9.3
20260805,01,9,1-3-4,38.4
20260805,01,9,1-4-2,19.6
20260805,01,9,1-4-3,45.1
20260805,01,9,1-4-6,9.5
20260805,01,9,1-6-2,10.0
20260805,01,9,1-6-4,9.0
20260805,05,1,1-2-3,8.8
20260805,05,1,1-2-5,10.0
20260805,05,1,1-3-2,18.9
20260805,05,1,1-5-2,25.5
20260805,05,1,2-1-3,38.7
20260805,05,2,1-2-3,27.6
20260805,05,2,1-2-4,30.5
20260805,05,2,1-2-5,19.4
20260805,05,2,1-2-6,10.1
20260805,05,2,1-3-2,48.6
20260805,05,2,1-4-2,75.6
20260805,05,2,1-5-2,48.5
20260805,05,7,1-2-3,6.1
20260805,05,7,1-2-4,8.1
20260805,05,7,1-3-2,4.9
20260805,05,7,1-3-4,5.4
20260805,05,7,1-4-2,6.4
20260805,05,8,1-3-4,12.0
20260805,05,8,1-3-5,6.0
20260805,05,8,1-4-3,18.4
20260805,05,8,1-5-3,9.4
20260805,06,3,1-2-3,31.3
20260805,06,3,1-2-4,26.0
20260805,06,3,1-2-5,23.0
20260805,06,3,1-3-2,29.8
20260805,06,3,1-3-5,14.9
20260805,06,3,1-5-2,22.1
20260805,06,3,1-5-3,18.0
20260805,06,4,1-2-3,8.3
20260805,06,4,1-3-2,7.5
20260805,06,4,1-3-4,10.1
20260805,06,4,1-4-3,36.2
20260805,06,5,1-2-3,9.0
20260805,06,5,1-3-2,8.2
20260805,06,5,1-3-4,14.2
20260805,06,5,1-3-5,10.5
20260805,06,5,1-3-6,7.2
20260805,06,8,1-2-4,15.2
20260805,06,8,1-3-4,9.4
20260805,06,8,1-4-2,11.7
20260805,06,8,1-4-3,8.1
20260805,06,8,4-1-3,40.0
20260805,06,9,1-3-2,12.9
20260805,06,9,1-3-4,8.3
20260805,06,9,1-3-5,8.1
20260805,06,9,1-3-6,5.8
20260805,09,1,1-2-3,6.0
20260805,09,1,1-2-5,8.8
20260805,09,1,1-2-6,10.6
20260805,09,1,1-3-2,8.1
20260805,09,1,1-5-2,17.3
20260805,09,11,1-3-4,7.5
20260805,09,11,1-3-5,6.3
20260805,09,11,1-4-3,12.3
20260805,09,11,1-5-3,8.6
20260805,09,2,1-2-3,7.8
20260805,09,2,1-2-4,6.0
20260805,09,2,1-2-5,6.9
20260805,09,2,1-3-2,16.1
20260805,09,2,1-5-2,17.1
20260805,09,5,1-2-3,4.1
20260805,09,5,1-2-4,17.3
20260805,09,5,1-3-2,6.4
20260805,09,5,1-3-4,25.0
20260805,10,1,1-2-3,7.6
20260805,10,1,1-2-4,19.4
20260805,10,1,1-3-2,6.4
20260805,10,1,1-3-4,11.3
20260805,10,1,1-4-2,46.4
20260805,10,12,1-2-3,10.5
20260805,10,12,1-2-4,8.1
20260805,10,12,1-2-5,12.8
20260805,10,12,1-2-6,12.4
20260805,10,12,1-3-2,19.7
20260805,10,12,1-4-2,13.7
20260805,10,12,2-1-4,87.9
20260805,10,2,1-2-3,2.9
20260805,10,2,1-2-4,4.8
20260805,10,2,1-3-2,7.9
20260805,10,2,2-1-3,31.5
20260805,10,2,3-1-2,94.2
20260805,10,3,1-2-3,13.7
20260805,10,3,1-2-5,14.1
20260805,10,3,1-3-2,12.1
20260805,10,3,1-3-5,7.5
20260805,10,3,1-5-3,11.0
20260805,10,5,1-2-5,9.4
20260805,10,5,1-5-2,8.0
20260805,10,5,1-5-3,21.9
20260805,10,5,1-5-4,18.9
20260805,12,5,1-2-3,17.0
20260805,12,5,1-3-2,15.6
20260805,12,5,1-3-4,27.1
20260805,12,5,1-3-5,10.5
20260805,12,5,1-3-6,6.3
20260805,12,5,1-5-3,21.8
20260805,12,5,1-6-3,11.4
20260805,12,8,1-2-3,12.2
20260805,12,8,1-3-2,6.7
20260805,12,8,1-3-4,3.5
20260805,12,8,1-4-3,8.3
20260805,12,8,3-1-4,15.7
20260805,12,9,1-3-2,8.9
20260805,12,9,1-3-5,5.1
20260805,12,9,1-5-3,8.1
20260805,12,9,3-1-5,15.0
20260805,12,9,5-1-3,31.4
20260805,14,1,1-2-3,8.6
20260805,14,1,1-2-4,7.0
20260805,14,1,1-3-4,10.6
20260805,14,1,1-4-2,12.1
20260805,14,1,1-4-3,16.0
20260805,14,5,1-2-4,14.4
20260805,14,5,1-3-4,12.4
20260805,14,5,1-4-2,11.3
20260805,14,5,1-4-3,9.9
20260805,14,5,1-4-5,10.3
20260805,17,1,1-2-3,13.3
20260805,17,1,1-2-4,7.1
20260805,17,1,1-3-2,30.1
20260805,17,1,1-3-4,25.6
20260805,17,1,1-4-2,10.0
20260805,17,1,1-4-3,25.1
20260805,17,1,1-4-5,27.8
20260805,17,1,1-4-6,11.1
20260805,17,7,1-2-3,54.1
20260805,17,7,1-3-2,25.1
20260805,17,7,1-3-4,14.7
20260805,17,7,1-3-6,5.1
20260805,17,7,1-6-3,13.6
20260805,17,8,1-3-2,12.5
20260805,17,8,1-3-5,5.2
20260805,17,8,1-5-2,15.3
20260805,17,8,1-5-3,7.6
20260805,19,11,1-2-3,13.2
20260805,19,11,1-2-4,6.5
20260805,19,11,1-2-5,6.2
20260805,19,11,1-3-2,25.7
20260805,19,11,1-5-2,11.7
20260805,19,4,1-2-3,16.8
20260805,19,4,1-2-5,8.1
20260805,19,4,1-2-6,8.2
20260805,19,4,1-3-2,46.1
20260805,19,4,1-5-2,24.7
20260805,19,5,1-2-4,14.7
20260805,19,5,1-3-4,11.9
20260805,19,5,1-4-2,8.8
20260805,19,5,1-4-3,6.7
20260805,19,5,4-1-3,22.7
20260805,19,9,1-2-3,5.5
20260805,19,9,1-3-2,4.2
20260805,19,9,1-3-4,4.6
20260805,19,9,1-4-3,13.2
20260805,19,9,3-1-2,39.6
20260805,21,1,1-2-3,16.2
20260805,21,1,1-2-4,16.1
20260805,21,1,1-3-2,24.2
20260805,21,1,1-4-2,31.1
20260805,21,1,1-4-3,47.7
20260805,21,11,1-2-3,6.1
20260805,21,11,1-2-4,6.3
20260805,21,11,1-3-2,8.0
20260805,21,11,1-3-4,9.0
20260805,21,3,1-2-3,16.9
20260805,21,3,1-3-2,13.4
20260805,21,3,1-3-4,8.8
20260805,21,3,1-3-5,6.3
20260805,21,3,1-5-3,13.6
20260805,21,7,1-2-3,7.8
20260805,21,7,1-3-2,9.1
20260805,21,7,1-3-4,6.6
20260805,21,7,1-4-2,16.8
20260805,21,7,1-4-3,10.8
20260806,02,7,1-2-3,6.9
20260806,02,7,1-2-4,13.4
20260806,02,7,1-3-2,5.2
20260806,02,7,1-3-4,9.9
20260806,02,7,1-4-3,22.0
20260806,09,1,1-2-3,3.4
20260806,09,1,1-2-5,6.0
20260806,09,2,1-2-3,7.0
20260806,09,2,1-2-4,12.0
20260806,09,2,1-3-2,8.0
20260806,09,2,1-3-4,12.2
20260806,09,2,1-4-2,23.2
20260806,09,5,1-2-3,6.0
20260806,09,5,1-2-4,6.4
20260806,09,5,1-2-5,9.1
20260806,09,5,1-2-6,7.3
20260806,09,5,1-3-2,12.5
20260806,09,5,1-3-4,32.0
20260806,09,5,1-4-2,16.1
20260806,09,5,1-4-3,43.6
20260806,10,1,1-3-4,4.6
20260806,10,1,1-4-3,5.5
20260806,10,12,1-2-3,23.6
20260806,10,12,1-2-4,11.5
20260806,10,12,1-2-5,16.0
20260806,10,12,1-4-2,11.2
20260806,10,12,1-5-2,21.2
20260806,10,4,1-2-3,4.3
20260806,10,4,1-3-2,4.3
20260806,10,4,1-3-4,12.0
20260806,10,4,1-3-5,21.1
20260806,10,4,3-1-2,25.0
20260806,10,5,1-2-5,13.4
20260806,10,5,1-5-2,12.8
20260806,10,5,2-1-5,48.9
20260806,10,5,5-1-2,17.8
20260806,12,10,1-2-4,5.9
20260806,12,10,1-2-5,15.2
20260806,12,10,1-4-2,6.3
20260806,12,10,1-4-5,6.4
20260806,12,10,1-5-4,16.5
20260806,12,11,1-2-3,6.3
20260806,12,11,1-2-4,9.0
20260806,12,11,1-2-5,17.1
20260806,12,11,1-3-2,11.9
20260806,12,11,2-1-3,26.0
20260806,12,12,1-2-3,19.9
20260806,12,12,1-2-4,11.6
20260806,12,12,1-2-5,24.1
20260806,12,12,1-4-2,11.6
20260806,12,12,1-4-3,15.1
20260806,12,12,1-4-5,11.1
20260806,12,12,1-5-4,28.7
20260806,12,5,1-2-4,41.2
20260806,12,5,1-3-4,30.5
20260806,12,5,1-4-2,45.9
20260806,12,5,1-4-3,38.1
20260806,12,5,1-4-5,17.7
20260806,12,5,1-4-6,12.9
20260806,12,5,1-5-4,21.8
20260806,14,1,1-2-3,6.3
20260806,14,1,1-2-4,5.6
20260806,14,1,1-3-2,9.7
20260806,14,1,1-4-2,11.3
20260806,14,3,1-2-3,16.9
20260806,14,3,1-2-4,12.6
20260806,14,3,1-2-5,7.1
20260806,14,3,1-3-2,21.9
20260806,14,3,1-5-2,9.7
20260806,14,4,1-2-3,17.9
20260806,14,4,1-3-2,14.1
20260806,14,4,1-3-4,7.2
20260806,14,4,1-4-2,17.6
20260806,14,4,1-4-3,10.1
20260806,14,9,1-2-3,11.2
20260806,14,9,1-2-4,6.8
20260806,14,9,1-2-5,21.5
20260806,14,9,1-3-2,23.1
20260806,14,9,1-4-2,13.5
20260806,17,1,1-3-2,10.5
20260806,17,1,1-3-4,12.7
20260806,17,1,1-3-5,9.3
20260806,17,1,1-4-2,25.9
20260806,17,1,1-4-3,22.9
20260806,17,1,1-4-5,18.5
20260806,17,1,1-5-3,17.8
20260806,17,1,1-5-4,20.4
20260806,17,4,1-2-3,5.0
20260806,17,4,1-3-2,5.6
20260806,17,4,1-3-5,8.0
20260806,17,4,2-1-3,42.5
20260806,17,4,3-1-2,33.4
20260806,19,10,1-2-3,22.4
20260806,19,10,1-2-5,4.2
20260806,19,10,1-3-2,44.5
20260806,19,10,1-3-5,29.7
20260806,19,10,1-4-5,18.8
20260806,19,10,1-5-2,6.0
20260806,19,10,1-5-3,29.0
20260806,19,10,1-5-4,17.1
20260806,19,5,1-2-3,15.9
20260806,19,5,1-3-2,8.3
20260806,19,5,1-3-4,6.6
20260806,19,5,1-3-5,4.2
20260806,19,5,1-4-3,29.0
