racer_id,stadium_number,entry_course_actual,races,wins,win_rate,low_sample
4123,5,3,2,0,0.0,1
4123,5,4,2,1,0.5,1
4123,5,5,3,0,0.0,1
4123,5,6,3,0,0.0,1
4123,6,1,2,1,0.5,1
4123,6,3,3,0,0.0,1
4123,6,4,1,0,0.0,1
4123,6,5,1,0,0.0,1
4123,6,6,2,0,0.0,1
4123,7,1,2,2,1.0,1
4123,7,2,2,0,0.0,1
4123,7,3,2,0,0.0,1
4123,7,4,2,0,0.0,1
4123,7,5,3,0,0.0,1
4123,8,1,11,7,0.6364,0
4123,8,2,7,1,0.1429,1
4123,8,3,7,2,0.2857,1
4123,8,4,6,0,0.0,1
4123,8,5,8,1,0.125,1
4123,8,6,3,0,0.0,1
4123,9,1,6,6,1.0,1
4123,9,2,6,0,0.0,1
4123,9,3,2,0,0.0,1
4123,9,4,4,0,0.0,1
4123,9,5,4,0,0.0,1
4123,9,6,1,0,0.0,1
4124,1,1,4,2,0.5,1
4124,1,2,5,0,0.0,1
4124,1,3,6,0,0.0,1
4124,1,4,3,0,0.0,1
4124,1,5,5,1,0.2,1
4124,1,6,5,0,0.0,1
4124,11,1,4,4,1.0,1
4124,11,2,5,0,0.0,1
4124,11,3,4,2,0.5,1
4124,11,4,5,0,0.0,1
4124,11,5,4,1,0.25,1
4124,11,6,6,0,0.0,1
4124,12,1,6,2,0.3333,1
4124,12,2,7,1,0.1429,1
4124,12,3,5,1,0.2,1
4124,12,4,4,0,0.0,1
4124,12,5,7,1,0.1429,1
4124,12,6,4,0,0.0,1
4124,13,1,2,2,1.0,1
4124,13,2,2,0,0.0,1
4124,13,3,1,0,0.0,1
4124,13,4,1,0,0.0,1
4124,13,5,1,0,0.0,1
4124,13,6,2,0,0.0,1
4124,14,1,7,3,0.4286,1
4124,14,2,3,1,0.3333,1
4124,14,3,3,1,0.3333,1
4124,14,4,4,1,0.25,1
4124,14,5,4,2,0.5,1
4124,14,6,2,0,0.0,1
4124,17,1,3,3,1.0,1
4124,17,3,4,2,0.5,1
4124,17,4,1,0,0.0,1
4124,17,5,2,0,0.0,1
4124,17,6,1,0,0.0,1
4124,2,1,2,1,0.5,1
4124,2,2,1,0,0.0,1
4124,2,3,2,0,0.0,1
4124,2,4,2,2,1.0,1
4124,2,5,3,0,0.0,1
4124,2,6,1,0,0.0,1
4124,20,1,2,2,1.0,1
4124,20,2,1,0,0.0,1
4124,20,3,1,1,1.0,1
4124,20,4,1,0,0.0,1
4124,20,5,2,0,0.0,1
4124,20,6,1,1,1.0,1
4124,23,1,6,6,1.0,1
4124,23,2,4,1,0.25,1
4124,23,3,6,0,0.0,1
4124,23,4,3,0,0.0,1
4124,23,5,6,1,0.1667,1
4124,23,6,3,0,0.0,1
4124,24,1,4,2,0.5,1
4124,24,2,3,1,0.3333,1
4124,24,3,1,0,0.0,1
4124,24,4,4,0,0.0,1
4124,24,5,2,0,0.0,1
4124,24,6,2,0,0.0,1
4124,3,1,5,2,0.4,1
4124,3,2,2,2,1.0,1
4124,3,3,4,0,0.0,1
4124,3,4,3,0,0.0,1
4124,3,5,3,0,0.0,1
4124,3,6,2,0,0.0,1
4124,5,1,2,2,1.0,1
4124,5,2,2,1,0.5,1
4124,5,3,2,0,0.0,1
4124,5,4,2,0,0.0,1
4124,5,5,1,1,1.0,1
4124,5,6,2,0,0.0,1
4124,6,1,11,6,0.5455,0
4124,6,2,9,3,0.3333,1
4124,6,3,9,4,0.4444,1
4124,6,4,8,1,0.125,1
4124,6,5,11,0,0.0,0
4124,6,6,11,0,0.0,0
4124,7,1,3,2,0.6667,1
4124,7,2,1,0,0.0,1
4124,7,3,4,1,0.25,1
4124,7,4,3,0,0.0,1
4124,7,5,2,0,0.0,1
4124,8,1,1,0,0.0,1
4124,8,2,2,1,0.5,1
4124,8,3,1,1,1.0,1
4124,8,4,1,0,0.0,1
4124,8,5,2,0,0.0,1
4124,8,6,1,0,0.0,1
4124,9,1,8,6,0.75,1
4124,9,2,5,1,0.2,1
4124,9,3,5,1,0.2,1
4124,9,4,3,0,0.0,1
4124,9,5,4,1,0.25,1
4124,9,6,3,0,0.0,1
4128,1,1,2,0,0.0,1
4128,1,2,7,0,0.0,1
4128,1,3,3,0,0.0,1
4128,1,4,7,1,0.1429,1
4128,1,5,4,1,0.25,1
4128,1,6,3,0,0.0,1
4128,10,1,2,1,0.5,1
4128,10,2,2,0,0.0,1
4128,10,3,2,0,0.0,1
4128,10,4,5,0,0.0,1
4128,10,5,4,0,0.0,1
4128,10,6,3,0,0.0,1
4128,11,1,1,0,0.0,1
4128,11,2,2,0,0.0,1
4128,11,3,2,0,0.0,1
4128,11,4,2,0,0.0,1
4128,11,5,2,0,0.0,1
4128,11,6,1,0,0.0,1
4128,12,1,1,0,0.0,1
4128,12,2,1,0,0.0,1
4128,12,3,2,0,0.0,1
4128,12,4,1,0,0.0,1
4128,12,5,1,0,0.0,1
4128,12,6,2,0,0.0,1
4128,15,1,2,2,1.0,1
4128,15,2,1,0,0.0,1
4128,15,3,1,1,1.0,1
4128,15,4,1,0,0.0,1
4128,15,5,2,0,0.0,1
4128,15,6,2,0,0.0,1
4128,16,1,2,1,0.5,1
4128,16,2,3,0,0.0,1
4128,16,3,3,0,0.0,1
4128,16,4,3,0,0.0,1
4128,16,5,3,0,0.0,1
4128,16,6,2,0,0.0,1
4128,18,1,2,1,0.5,1
4128,18,2,2,0,0.0,1
4128,18,3,1,0,0.0,1
4128,18,4,1,0,0.0,1
4128,18,5,2,1,0.5,1
4128,18,6,2,0,0.0,1
4128,19,1,1,0,0.0,1
4128,19,2,3,0,0.0,1
4128,19,3,1,0,0.0,1
4128,19,4,1,0,0.0,1
4128,19,5,3,0,0.0,1
4128,19,6,1,0,0.0,1
4128,2,1,3,0,0.0,1
4128,2,2,5,0,0.0,1
4128,2,3,4,0,0.0,1
4128,2,4,2,0,0.0,1
4128,2,5,7,3,0.4286,1
4128,2,6,3,0,0.0,1
4128,20,1,1,1,1.0,1
4128,20,2,2,0,0.0,1
4128,20,3,1,1,1.0,1
4128,20,4,1,0,0.0,1
4128,20,5,2,0,0.0,1
4128,20,6,1,0,0.0,1
4128,3,1,4,2,0.5,1
4128,3,2,4,1,0.25,1
4128,3,3,3,0,0.0,1
4128,3,4,1,0,0.0,1
4128,3,5,2,1,0.5,1
4128,3,6,3,0,0.0,1
4128,4,1,3,0,0.0,1
4128,4,2,2,0,0.0,1
4128,4,3,3,2,0.6667,1
4128,4,4,2,0,0.0,1
4128,4,5,3,0,0.0,1
4128,4,6,5,0,0.0,1
4128,5,1,3,1,0.3333,1
4128,5,2,2,1,0.5,1
4128,5,3,4,0,0.0,1
4128,5,4,1,0,0.0,1
4128,5,5,4,0,0.0,1
4128,5,6,2,0,0.0,1
4128,6,1,2,0,0.0,1
4128,6,2,4,0,0.0,1
4128,6,3,3,0,0.0,1
4128,6,4,1,0,0.0,1
4128,6,5,5,1,0.2,1
4128,6,6,2,0,0.0,1
4128,7,1,2,2,1.0,1
4128,7,2,1,1,1.0,1
4128,7,3,1,0,0.0,1
4128,7,4,2,0,0.0,1
4128,7,5,1,0,0.0,1
4128,7,6,2,0,0.0,1
4128,8,1,4,2,0.5,1
4128,8,2,5,0,0.0,1
4128,8,3,3,0,0.0,1
4128,8,4,3,0,0.0,1
4128,8,5,4,0,0.0,1
4128,8,6,7,1,0.1429,1
4128,9,2,1,0,0.0,1
4129,1,1,1,0,0.0,1
4129,1,2,2,0,0.0,1
4129,1,3,1,0,0.0,1
4129,1,4,2,0,0.0,1
4129,1,5,2,0,0.0,1
4129,10,1,1,0,0.0,1
4129,10,2,2,0,0.0,1
4129,10,3,2,0,0.0,1
4129,10,4,1,0,0.0,1
4129,10,5,3,0,0.0,1
4129,14,1,1,0,0.0,1
4129,14,2,1,0,0.0,1
4129,14,3,1,0,0.0,1
4129,14,4,3,0,0.0,1
4129,14,5,1,0,0.0,1
4129,14,6,1,0,0.0,1
4129,15,1,2,0,0.0,1
4129,15,2,1,0,0.0,1
4129,15,3,1,0,0.0,1
4129,15,4,1,0,0.0,1
4129,15,5,3,1,0.3333,1
4129,15,6,1,0,0.0,1
4129,16,1,3,0,0.0,1
4129,16,2,3,2,0.6667,1
4129,16,3,3,1,0.3333,1
4129,16,4,3,0,0.0,1
4129,16,5,3,0,0.0,1
4129,16,6,3,0,0.0,1
4129,19,1,4,1,0.25,1
4129,19,2,6,0,0.0,1
4129,19,3,5,0,0.0,1
4129,19,4,3,0,0.0,1
4129,19,5,4,0,0.0,1
4129,19,6,4,0,0.0,1
4129,2,1,5,0,0.0,1
4129,2,2,5,2,0.4,1
4129,2,3,2,0,0.0,1
4129,2,4,7,1,0.1429,1
4129,2,5,5,0,0.0,1
4129,2,6,4,0,0.0,1
4129,20,1,1,0,0.0,1
4129,20,2,1,0,0.0,1
4129,20,3,1,0,0.0,1
4129,20,4,2,0,0.0,1
4129,20,5,2,0,0.0,1
4129,20,6,1,0,0.0,1
4129,21,1,1,0,0.0,1
4129,21,2,2,0,0.0,1
4129,21,3,2,0,0.0,1
4129,21,4,1,0,0.0,1
4129,21,5,1,1,1.0,1
4129,21,6,1,0,0.0,1
4129,22,1,1,0,0.0,1
4129,22,2,1,0,0.0,1
4129,22,3,1,0,0.0,1
4129,22,4,2,0,0.0,1
4129,22,6,3,0,0.0,1
4129,23,1,1,0,0.0,1
4129,23,2,1,0,0.0,1
4129,23,3,2,0,0.0,1
4129,23,5,3,0,0.0,1
4129,23,6,1,0,0.0,1
4129,24,2,2,0,0.0,1
4129,24,3,1,0,0.0,1
4129,24,4,1,0,0.0,1
4129,24,5,2,0,0.0,1
4129,3,1,2,0,0.0,1
4129,3,2,4,0,0.0,1
4129,3,3,2,0,0.0,1
4129,3,4,3,0,0.0,1
4129,3,5,4,0,0.0,1
4129,3,6,4,0,0.0,1
4129,4,1,2,0,0.0,1
4129,4,2,1,0,0.0,1
4129,4,3,1,0,0.0,1
4129,4,4,1,0,0.0,1
4129,4,5,1,0,0.0,1
4129,4,6,1,0,0.0,1
4129,5,1,2,0,0.0,1
4129,5,2,1,0,0.0,1
4129,5,3,2,0,0.0,1
4129,5,4,3,0,0.0,1
4129,5,5,3,0,0.0,1
4129,5,6,3,0,0.0,1
4129,6,1,2,0,0.0,1
4129,6,2,4,0,0.0,1
4129,6,3,3,0,0.0,1
4129,6,4,4,0,0.0,1
4129,6,5,5,2,0.4,1
4129,6,6,1,0,0.0,1
4129,7,1,5,3,0.6,1
4129,7,2,3,1,0.3333,1
4129,7,3,6,0,0.0,1
4129,7,4,5,0,0.0,1
4129,7,5,6,0,0.0,1
4129,7,6,3,0,0.0,1
4129,8,1,1,0,0.0,1
4129,8,2,2,0,0.0,1
4129,8,3,1,0,0.0,1
4129,8,4,1,0,0.0,1
4129,8,5,2,0,0.0,1
4129,8,6,1,0,0.0,1
4129,9,1,1,0,0.0,1
4129,9,2,1,0,0.0,1
4129,9,3,1,0,0.0,1
4129,9,4,1,0,0.0,1
4129,9,5,1,0,0.0,1
4129,9,6,1,0,0.0,1
4131,1,1,3,1,0.3333,1
4131,1,2,2,0,0.0,1
4131,1,3,5,0,0.0,1
4131,1,4,4,0,0.0,1
4131,1,5,2,0,0.0,1
4131,1,6,3,0,0.0,1
4131,10,1,3,2,0.6667,1
4131,10,2,1,0,0.0,1
4131,10,3,3,1,0.3333,1
4131,10,4,3,0,0.0,1
4131,10,5,2,0,0.0,1
4131,10,6,4,0,0.0,1
4131,11,1,1,1,1.0,1
4131,11,2,2,0,0.0,1
4131,11,3,2,0,0.0,1
4131,11,4,2,0,0.0,1
4131,11,5,2,0,0.0,1
4131,11,6,1,0,0.0,1
4131,12,1,2,1,0.5,1
4131,12,3,3,0,0.0,1
4131,12,4,1,0,0.0,1
4131,12,5,1,0,0.0,1
4131,12,6,2,0,0.0,1
4131,15,1,2,1,0.5,1
4131,15,2,3,0,0.0,1
4131,15,3,4,1,0.25,1
4131,15,4,2,0,0.0,1
4131,15,5,3,0,0.0,1
4131,15,6,3,0,0.0,1
4131,16,1,2,2,1.0,1
4131,16,2,4,2,0.5,1
4131,16,3,3,2,0.6667,1
4131,16,4,2,0,0.0,1
4131,16,5,3,0,0.0,1
4131,16,6,2,0,0.0,1
4131,17,1,2,2,1.0,1
4131,17,2,2,0,0.0,1
4131,17,3,1,0,0.0,1
4131,17,4,2,0,0.0,1
4131,17,5,3,1,0.3333,1
4131,17,6,1,0,0.0,1
4131,18,1,3,2,0.6667,1
4131,18,2,3,1,0.3333,1
4131,18,3,4,2,0.5,1
4131,18,4,3,0,0.0,1
4131,18,5,3,0,0.0,1
4131,18,6,4,0,0.0,1
4131,19,1,1,0,0.0,1
4131,19,2,1,0,0.0,1
4131,19,3,1,0,0.0,1
4131,19,4,1,0,0.0,1
4131,19,5,1,0,0.0,1
4131,19,6,1,0,0.0,1
4131,2,1,4,1,0.25,1
4131,2,2,7,1,0.1429,1
4131,2,3,5,1,0.2,1
4131,2,4,2,0,0.0,1
4131,2,5,6,0,0.0,1
4131,2,6,4,0,0.0,1
4131,20,1,1,1,1.0,1
4131,20,2,1,0,0.0,1
4131,20,4,3,0,0.0,1
4131,20,5,3,1,0.3333,1
4131,20,6,1,0,0.0,1
4131,23,1,2,2,1.0,1
4131,23,2,2,0,0.0,1
4131,23,3,2,0,0.0,1
4131,23,4,2,1,0.5,1
4131,23,5,1,0,0.0,1
4131,23,6,2,0,0.0,1
4131,4,1,4,2,0.5,1
4131,4,2,1,0,0.0,1
4131,4,3,2,0,0.0,1
4131,4,4,2,1,0.5,1
4131,4,5,3,0,0.0,1
4131,4,6,4,0,0.0,1
4131,6,1,11,7,0.6364,0
4131,6,2,11,1,0.0909,0
4131,6,3,8,1,0.125,1
4131,6,4,12,5,0.4167,0
4131,6,5,10,2,0.2,0
4131,6,6,9,0,0.0,1
4131,7,1,3,2,0.6667,1
4131,7,2,1,0,0.0,1
4131,7,3,1,0,0.0,1
4131,7,4,3,1,0.3333,1
4131,7,5,3,1,0.3333,1
4131,7,6,2,0,0.0,1
4131,8,1,2,2,1.0,1
4131,8,2,1,0,0.0,1
4131,8,3,1,0,0.0,1
4131,8,5,2,0,0.0,1
4131,8,6,2,0,0.0,1
4131,9,1,3,3,1.0,1
4131,9,2,4,0,0.0,1
4131,9,3,4,0,0.0,1
4131,9,4,3,0,0.0,1
4131,9,5,3,0,0.0,1
4131,9,6,3,0,0.0,1
4133,10,1,6,1,0.1667,1
4133,10,2,6,1,0.1667,1
4133,10,3,3,1,0.3333,1
4133,10,4,6,0,0.0,1
4133,10,5,1,0,0.0,1
4133,10,6,5,1,0.2,1
4133,11,1,2,1,0.5,1
4133,11,2,2,0,0.0,1
4133,11,3,1,0,0.0,1
4133,11,4,1,0,0.0,1
4133,11,5,2,0,0.0,1
4133,11,6,2,0,0.0,1
4133,12,1,4,1,0.25,1
4133,12,2,5,1,0.2,1
4133,12,3,4,1,0.25,1
4133,12,4,4,0,0.0,1
4133,12,5,3,0,0.0,1
4133,12,6,4,0,0.0,1
4133,13,1,11,8,0.7273,0
4133,13,2,11,3,0.2727,0
4133,13,3,9,1,0.1111,1
4133,13,4,11,1,0.0909,0
4133,13,5,11,3,0.2727,0
4133,13,6,6,1,0.1667,1
4133,15,1,3,1,0.3333,1
4133,15,2,3,1,0.3333,1
4133,15,3,2,0,0.0,1
4133,15,4,2,0,0.0,1
4133,15,5,1,0,0.0,1
4133,15,6,3,0,0.0,1
4133,16,1,7,5,0.7143,1
4133,16,2,3,0,0.0,1
4133,16,3,6,1,0.1667,1
4133,16,4,3,0,0.0,1
4133,16,5,6,1,0.1667,1
4133,16,6,5,0,0.0,1
4133,17,1,4,2,0.5,1
4133,17,2,3,1,0.3333,1
4133,17,3,4,1,0.25,1
4133,17,4,2,0,0.0,1
4133,17,5,2,0,0.0,1
4133,17,6,4,0,0.0,1
4133,18,1,4,4,1.0,1
4133,18,2,1,0,0.0,1
4133,18,3,5,0,0.0,1
4133,18,4,2,0,0.0,1
4133,18,5,2,0,0.0,1
4133,18,6,2,0,0.0,1
4133,19,1,2,0,0.0,1
4133,19,2,3,0,0.0,1
4133,19,3,2,1,0.5,1
4133,19,4,1,0,0.0,1
4133,19,5,2,0,0.0,1
4133,19,6,2,1,0.5,1
4133,2,1,3,2,0.6667,1
4133,2,2,3,0,0.0,1
4133,2,3,4,0,0.0,1
4133,2,4,3,0,0.0,1
4133,2,5,2,0,0.0,1
4133,2,6,3,0,0.0,1
4133,20,1,2,2,1.0,1
4133,20,2,1,0,0.0,1
4133,20,3,2,0,0.0,1
4133,20,4,1,0,0.0,1
4133,20,5,3,1,0.3333,1
4133,20,6,1,0,0.0,1
4133,22,1,4,3,0.75,1
4133,22,2,3,0,0.0,1
4133,22,3,3,1,0.3333,1
4133,22,4,3,1,0.3333,1
4133,22,5,4,0,0.0,1
4133,22,6,3,1,0.3333,1
4133,23,1,1,1,1.0,1
4133,23,2,4,1,0.25,1
4133,23,3,1,0,0.0,1
4133,23,4,1,0,0.0,1
4133,23,5,2,0,0.0,1
4133,23,6,1,0,0.0,1
4133,3,1,1,0,0.0,1
4133,3,2,1,1,1.0,1
4133,3,3,2,1,0.5,1
4133,3,4,1,0,0.0,1
4133,3,5,1,1,1.0,1
4133,3,6,1,0,0.0,1
4133,4,1,2,1,0.5,1
4133,4,2,2,1,0.5,1
4133,4,3,2,1,0.5,1
4133,4,4,2,0,0.0,1
4133,4,5,2,0,0.0,1
4133,4,6,1,0,0.0,1
4133,5,1,6,3,0.5,1
4133,5,2,3,0,0.0,1
4133,5,3,3,1,0.3333,1
4133,5,4,3,0,0.0,1
4133,5,5,3,0,0.0,1
4133,5,6,4,1,0.25,1
4133,6,1,2,0,0.0,1
4133,6,2,2,0,0.0,1
4133,6,3,4,1,0.25,1
4133,6,4,3,0,0.0,1
4133,6,5,2,0,0.0,1
4133,6,6,1,0,0.0,1
4133,7,1,3,2,0.6667,1
4133,7,2,3,0,0.0,1
4133,7,3,4,1,0.25,1
4133,7,4,3,0,0.0,1
4133,7,5,2,1,0.5,1
4133,7,6,3,0,0.0,1
4133,8,1,2,2,1.0,1
4133,8,2,1,0,0.0,1
4133,8,3,2,0,0.0,1
4133,8,4,2,0,0.0,1
4133,8,5,1,0,0.0,1
4133,8,6,1,0,0.0,1
4133,9,1,1,1,1.0,1
4133,9,2,1,0,0.0,1
4133,9,3,2,0,0.0,1
4133,9,4,1,0,0.0,1
4133,9,5,1,0,0.0,1
4133,9,6,2,0,0.0,1
4134,1,1,3,1,0.3333,1
4134,1,3,1,0,0.0,1
4134,1,4,1,0,0.0,1
4134,1,5,1,0,0.0,1
4134,1,6,2,0,0.0,1
4134,10,1,5,3,0.6,1
4134,10,2,2,1,0.5,1
4134,10,3,3,0,0.0,1
4134,10,4,4,0,0.0,1
4134,10,5,2,0,0.0,1
4134,10,6,4,0,0.0,1
4134,12,1,2,0,0.0,1
4134,12,2,1,0,0.0,1
4134,12,3,3,1,0.3333,1
4134,12,4,1,0,0.0,1
4134,12,5,1,0,0.0,1
4134,12,6,2,0,0.0,1
4134,15,1,3,2,0.6667,1
4134,15,2,2,0,0.0,1
4134,15,3,5,1,0.2,1
4134,15,4,5,1,0.2,1
4134,15,5,4,0,0.0,1
4134,15,6,2,0,0.0,1
4134,17,1,2,1,0.5,1
4134,17,2,3,1,0.3333,1
4134,17,3,2,0,0.0,1
4134,17,4,4,1,0.25,1
4134,17,5,4,0,0.0,1
4134,17,6,1,0,0.0,1
4134,18,1,6,4,0.6667,1
4134,18,2,3,0,0.0,1
4134,18,3,3,0,0.0,1
4134,18,4,5,1,0.2,1
4134,18,5,6,1,0.1667,1
4134,18,6,2,0,0.0,1
4134,19,1,4,2,0.5,1
4134,19,2,4,1,0.25,1
4134,19,4,2,0,0.0,1
4134,19,5,4,0,0.0,1
4134,19,6,2,0,0.0,1
4134,2,1,4,2,0.5,1
4134,2,2,3,0,0.0,1
4134,2,3,1,0,0.0,1
4134,2,4,4,0,0.0,1
4134,2,5,2,0,0.0,1
4134,2,6,3,1,0.3333,1
4134,20,1,2,1,0.5,1
4134,20,3,1,0,0.0,1
4134,20,4,1,0,0.0,1
4134,20,6,3,0,0.0,1
4134,21,1,2,0,0.0,1
4134,21,2,1,0,0.0,1
4134,21,3,2,0,0.0,1
4134,21,4,1,0,0.0,1
4134,21,5,2,0,0.0,1
4134,21,6,1,0,0.0,1
4134,22,1,4,2,0.5,1
4134,22,2,3,0,0.0,1
4134,22,3,2,1,0.5,1
4134,22,4,3,0,0.0,1
4134,22,5,2,0,0.0,1
4134,22,6,5,0,0.0,1
4134,23,1,3,3,1.0,1
4134,23,2,3,0,0.0,1
4134,23,3,3,1,0.3333,1
4134,23,4,2,0,0.0,1
4134,23,5,4,0,0.0,1
4134,23,6,2,0,0.0,1
4134,24,1,2,2,1.0,1
4134,24,2,2,1,0.5,1
4134,24,3,1,0,0.0,1
4134,24,4,1,0,0.0,1
4134,24,5,2,0,0.0,1
4134,24,6,1,0,0.0,1
4134,3,1,1,0,0.0,1
4134,3,2,1,0,0.0,1
4134,3,3,1,0,0.0,1
4134,3,5,1,0,0.0,1
4134,3,6,1,0,0.0,1
4134,4,1,7,6,0.8571,1
4134,4,2,3,0,0.0,1
4134,4,3,6,2,0.3333,1
4134,4,4,7,1,0.1429,1
4134,4,5,3,1,0.3333,1
4134,4,6,5,0,0.0,1
4134,5,1,8,4,0.5,1
4134,5,2,11,0,0.0,0
4134,5,3,8,1,0.125,1
4134,5,4,6,2,0.3333,1
4134,5,5,9,0,0.0,1
4134,5,6,7,1,0.1429,1
4134,6,1,4,3,0.75,1
4134,6,2,3,0,0.0,1
4134,6,3,3,1,0.3333,1
4134,6,4,4,1,0.25,1
4134,6,5,4,0,0.0,1
4134,6,6,3,0,0.0,1
4134,7,1,6,3,0.5,1
4134,7,2,6,0,0.0,1
4134,7,3,7,1,0.1429,1
4134,7,4,4,0,0.0,1
4134,7,5,5,0,0.0,1
4134,7,6,6,0,0.0,1
4134,9,1,3,1,0.3333,1
4134,9,2,6,0,0.0,1
4134,9,3,5,2,0.4,1
4134,9,4,3,0,0.0,1
4134,9,5,3,0,0.0,1
4134,9,6,3,0,0.0,1
4136,1,1,1,0,0.0,1
4136,1,2,2,0,0.0,1
4136,1,3,2,1,0.5,1
4136,1,4,2,0,0.0,1
4136,1,5,2,0,0.0,1
4136,1,6,1,0,0.0,1
4136,10,1,2,1,0.5,1
4136,10,2,2,1,0.5,1
4136,10,3,1,0,0.0,1
4136,10,4,2,0,0.0,1
4136,10,5,2,0,0.0,1
4136,10,6,1,0,0.0,1
4136,11,1,4,1,0.25,1
4136,11,2,4,1,0.25,1
4136,11,3,3,1,0.3333,1
4136,11,4,3,0,0.0,1
4136,11,5,3,0,0.0,1
4136,11,6,3,0,0.0,1
4136,12,1,2,1,0.5,1
4136,12,2,1,0,0.0,1
4136,12,3,2,0,0.0,1
4136,12,4,1,0,0.0,1
4136,12,5,2,0,0.0,1
4136,12,6,2,0,0.0,1
4136,13,1,1,1,1.0,1
4136,13,2,1,0,0.0,1
4136,13,3,1,0,0.0,1
4136,13,4,1,0,0.0,1
4136,13,5,1,0,0.0,1
4136,13,6,2,0,0.0,1
4136,14,1,2,1,0.5,1
4136,14,2,1,0,0.0,1
4136,14,3,1,0,0.0,1
4136,14,4,3,0,0.0,1
4136,14,6,2,0,0.0,1
4136,17,1,3,1,0.3333,1
4136,17,2,4,1,0.25,1
4136,17,3,3,1,0.3333,1
4136,17,4,2,0,0.0,1
4136,17,5,5,2,0.4,1
4136,17,6,2,0,0.0,1
4136,18,1,2,2,1.0,1
4136,18,3,1,0,0.0,1
4136,18,4,1,0,0.0,1
4136,18,5,1,0,0.0,1
4136,19,1,1,1,1.0,1
4136,19,3,3,1,0.3333,1
4136,19,4,3,0,0.0,1
4136,19,6,1,0,0.0,1
4136,2,1,2,1,0.5,1
4136,2,2,1,0,0.0,1
4136,2,3,3,2,0.6667,1
4136,2,4,1,0,0.0,1
4136,2,5,1,0,0.0,1
4136,2,6,1,0,0.0,1
4136,20,1,11,7,0.6364,0
4136,20,2,7,1,0.1429,1
4136,20,3,4,2,0.5,1
4136,20,4,6,0,0.0,1
4136,20,5,4,1,0.25,1
4136,20,6,9,0,0.0,1
4136,21,1,11,10,0.9091,0
4136,21,2,7,1,0.1429,1
4136,21,3,7,1,0.1429,1
4136,21,4,5,1,0.2,1
4136,21,5,6,1,0.1667,1
4136,21,6,5,0,0.0,1
4136,22,1,10,8,0.8,0
4136,22,2,4,0,0.0,1
4136,22,3,5,1,0.2,1
4136,22,4,5,0,0.0,1
4136,22,5,4,1,0.25,1
4136,22,6,3,0,0.0,1
4136,23,1,1,0,0.0,1
4136,23,2,1,0,0.0,1
4136,23,3,1,0,0.0,1
4136,23,4,1,0,0.0,1
4136,23,5,1,0,0.0,1
4136,23,6,3,0,0.0,1
4136,24,1,2,2,1.0,1
4136,24,2,2,0,0.0,1
4136,24,4,1,0,0.0,1
4136,24,5,1,0,0.0,1
4136,24,6,1,0,0.0,1
4136,3,1,2,1,0.5,1
4136,3,2,3,1,0.3333,1
4136,3,3,2,1,0.5,1
4136,3,4,2,0,0.0,1
4136,3,5,3,0,0.0,1
4136,3,6,2,0,0.0,1
4136,4,1,1,0,0.0,1
4136,4,4,1,0,0.0,1
4136,4,6,1,0,0.0,1
4136,6,1,2,2,1.0,1
4136,6,2,2,0,0.0,1
4136,6,3,1,0,0.0,1
4136,6,4,2,0,0.0,1
4136,6,5,2,0,0.0,1
4136,6,6,1,0,0.0,1
4136,7,1,1,1,1.0,1
4136,7,2,1,1,1.0,1
4136,7,3,2,1,0.5,1
4136,7,4,1,1,1.0,1
4136,7,6,1,0,0.0,1
4136,8,1,2,2,1.0,1
4136,8,2,2,0,0.0,1
4136,8,3,2,0,0.0,1
4136,8,4,2,0,0.0,1
4136,8,5,1,0,0.0,1
4136,8,6,1,0,0.0,1
4136,9,1,6,3,0.5,1
4136,9,2,4,1,0.25,1
4136,9,3,4,0,0.0,1
4136,9,4,4,0,0.0,1
4136,9,5,4,0,0.0,1
4136,9,6,5,0,0.0,1
4137,1,1,5,4,0.8,1
4137,1,2,5,1,0.2,1
4137,1,3,4,1,0.25,1
4137,1,4,1,0,0.0,1
4137,1,5,3,1,0.3333,1
4137,1,6,4,0,0.0,1
4137,10,1,3,2,0.6667,1
4137,10,2,4,0,0.0,1
4137,10,3,2,0,0.0,1
4137,10,5,2,1,0.5,1
4137,10,6,3,0,0.0,1
4137,11,1,18,11,0.6111,0
4137,11,2,15,6,0.4,0
4137,11,3,12,1,0.0833,0
4137,11,4,18,5,0.2778,0
4137,11,5,12,0,0.0,0
4137,11,6,10,2,0.2,0
4137,12,1,5,2,0.4,1
4137,12,2,6,2,0.3333,1
4137,12,3,6,1,0.1667,1
4137,12,4,4,1,0.25,1
4137,12,5,2,0,0.0,1
4137,12,6,6,0,0.0,1
4137,13,1,1,0,0.0,1
4137,13,3,3,1,0.3333,1
4137,13,4,1,0,0.0,1
4137,13,5,1,0,0.0,1
4137,13,6,1,0,0.0,1
4137,14,1,2,2,1.0,1
4137,14,2,2,0,0.0,1
4137,14,3,1,1,1.0,1
4137,14,4,1,0,0.0,1
4137,14,5,3,0,0.0,1
4137,14,6,1,0,0.0,1
4137,15,1,2,1,0.5,1
4137,15,2,3,0,0.0,1
4137,15,3,2,0,0.0,1
4137,15,4,2,0,0.0,1
4137,15,5,3,0,0.0,1
4137,15,6,1,0,0.0,1
4137,17,1,4,2,0.5,1
4137,17,2,2,0,0.0,1
4137,17,3,7,0,0.0,1
4137,17,4,5,0,0.0,1
4137,17,5,3,0,0.0,1
4137,17,6,4,0,0.0,1
