racer_id,grade,races,wins,win_rate,low_sample
3999,3,9,2,0.2222,1
3999,4,75,16,0.2133,0
3999,5,251,52,0.2072,0
4000,5,403,84,0.2084,0
4002,2,42,6,0.1429,0
4002,4,25,4,0.16,0
4002,5,270,86,0.3185,0
4003,4,19,2,0.1053,0
4003,5,270,30,0.1111,0
4004,4,28,2,0.0714,0
4004,5,250,32,0.128,0
4005,5,54,3,0.0556,0
4006,4,38,3,0.0789,0
4006,5,249,30,0.1205,0
4007,4,45,2,0.0444,0
4007,5,217,35,0.1613,0
4009,3,8,1,0.125,1
4009,5,297,59,0.1987,0
4010,4,26,0,0.0,0
4010,5,223,16,0.0717,0
4011,2,24,5,0.2083,0
4011,3,16,3,0.1875,0
4011,4,91,31,0.3407,0
4011,5,160,42,0.2625,0
4012,3,8,2,0.25,1
4012,4,39,9,0.2308,0
4012,5,277,71,0.2563,0
4013,1,58,10,0.1724,0
4013,2,129,23,0.1783,0
4013,3,25,8,0.32,0
4013,4,21,6,0.2857,0
4013,5,129,53,0.4109,0
4014,2,18,0,0.0,0
4014,4,126,29,0.2302,0
4014,5,168,31,0.1845,0
4015,4,35,7,0.2,0
4015,5,306,47,0.1536,0
4016,4,25,1,0.04,0
4016,5,262,30,0.1145,0
4017,2,24,5,0.2083,0
4017,4,11,3,0.2727,0
4017,5,259,46,0.1776,0
4019,1,16,1,0.0625,0
4019,2,80,13,0.1625,0
4019,3,28,5,0.1786,0
4019,4,21,4,0.1905,0
4019,5,191,67,0.3508,0
4020,5,268,22,0.0821,0
4022,4,35,2,0.0571,0
4022,5,224,27,0.1205,0
4023,4,10,1,0.1,0
4023,5,259,23,0.0888,0
4024,1,73,11,0.1507,0
4024,2,159,26,0.1635,0
4024,3,33,4,0.1212,0
4024,4,32,15,0.4688,0
4024,5,56,22,0.3929,0
4025,2,8,2,0.25,1
4025,3,8,0,0.0,1
4025,4,67,20,0.2985,0
4025,5,230,59,0.2565,0
4027,3,8,0,0.0,1
4027,4,8,0,0.0,1
4027,5,280,58,0.2071,0
4028,2,61,10,0.1639,0
4028,3,39,7,0.1795,0
4028,4,21,2,0.0952,0
4028,5,206,66,0.3204,0
4030,1,83,6,0.0723,0
4030,2,162,29,0.179,0
4030,3,27,4,0.1481,0
4030,5,74,15,0.2027,0
4031,5,304,33,0.1086,0
4033,2,25,2,0.08,0
4033,4,2,0,0.0,1
4033,5,333,91,0.2733,0
4034,4,17,0,0.0,0
4034,5,276,21,0.0761,0
4035,4,19,1,0.0526,0
4035,5,307,26,0.0847,0
4036,2,9,2,0.2222,1
4036,4,27,5,0.1852,0
4036,5,327,85,0.2599,0
4039,4,12,0,0.0,0
4039,5,315,44,0.1397,0
4040,3,25,2,0.08,0
4040,4,31,10,0.3226,0
4040,5,333,79,0.2372,0
4041,5,208,16,0.0769,0
4042,2,27,0,0.0,0
4042,3,56,10,0.1786,0
4042,4,25,5,0.2,0
4042,5,245,65,0.2653,0
4043,5,356,73,0.2051,0
4044,1,24,5,0.2083,0
4044,2,119,22,0.1849,0
4044,3,29,5,0.1724,0
4044,4,11,3,0.2727,0
4044,5,153,53,0.3464,0
4045,3,8,1,0.125,1
4045,4,104,21,0.2019,0
4045,5,171,18,0.1053,0
4047,4,19,3,0.1579,0
4047,5,236,21,0.089,0
4049,3,8,1,0.125,1
4049,4,19,3,0.1579,0
4049,5,332,73,0.2199,0
4050,1,8,0,0.0,1
4050,2,36,6,0.1667,0
4050,3,8,1,0.125,1
4050,4,71,33,0.4648,0
4050,5,200,81,0.405,0
4051,2,13,1,0.0769,0
4051,5,275,72,0.2618,0
4052,2,18,5,0.2778,0
4052,3,10,1,0.1,0
4052,4,20,5,0.25,0
4052,5,283,66,0.2332,0
4053,4,15,3,0.2,0
4053,5,313,64,0.2045,0
4054,5,287,30,0.1045,0
4055,2,18,1,0.0556,0
4055,3,19,1,0.0526,0
4055,4,32,8,0.25,0
4055,5,326,83,0.2546,0
4056,5,115,12,0.1043,0
4057,5,377,67,0.1777,0
4058,5,381,61,0.1601,0
4059,5,269,46,0.171,0
4060,4,19,2,0.1053,0
4060,5,280,44,0.1571,0
4061,1,41,7,0.1707,0
4061,2,81,12,0.1481,0
4061,3,18,2,0.1111,0
4061,4,75,30,0.4,0
4061,5,173,69,0.3988,0
4062,4,38,2,0.0526,0
4062,5,224,25,0.1116,0
4063,2,17,3,0.1765,0
4063,3,4,0,0.0,1
4063,5,371,96,0.2588,0
4064,2,29,4,0.1379,0
4064,3,9,2,0.2222,1
4064,4,38,12,0.3158,0
4064,5,306,89,0.2908,0
4065,2,8,1,0.125,1
4065,4,81,18,0.2222,0
4065,5,161,24,0.1491,0
4066,2,23,2,0.087,0
4066,4,32,7,0.2188,0
4066,5,285,60,0.2105,0
4067,2,8,1,0.125,1
4067,4,46,14,0.3043,0
4067,5,336,83,0.247,0
4068,5,315,29,0.0921,0
4069,2,9,1,0.1111,1
4069,4,41,8,0.1951,0
4069,5,282,50,0.1773,0
4071,4,101,11,0.1089,0
4071,5,110,11,0.1,0
4072,2,17,4,0.2353,0
4072,3,26,4,0.1538,0
4072,4,11,6,0.5455,0
4072,5,267,98,0.367,0
4073,4,31,5,0.1613,0
4073,5,317,74,0.2334,0
4074,2,62,4,0.0645,0
4074,3,18,4,0.2222,0
4074,4,11,3,0.2727,0
4074,5,293,89,0.3038,0
4075,1,17,2,0.1176,0
4075,2,112,17,0.1518,0
4075,3,34,7,0.2059,0
4075,4,23,4,0.1739,0
4075,5,178,56,0.3146,0
4076,4,69,7,0.1014,0
4076,5,299,48,0.1605,0
4077,4,27,3,0.1111,0
4077,5,301,49,0.1628,0
4078,5,55,5,0.0909,0
4079,4,30,4,0.1333,0
4079,5,314,71,0.2261,0
4080,5,132,45,0.3409,0
4081,4,21,4,0.1905,0
4081,5,289,31,0.1073,0
4082,4,67,13,0.194,0
4082,5,233,41,0.176,0
4083,2,27,7,0.2593,0
4083,3,9,3,0.3333,1
4083,4,11,3,0.2727,0
4083,5,299,101,0.3378,0
4084,2,99,14,0.1414,0
4084,3,17,5,0.2941,0
4084,4,42,13,0.3095,0
4084,5,239,71,0.2971,0
4085,4,28,1,0.0357,0
4085,5,191,27,0.1414,0
4086,3,9,0,0.0,1
4086,4,51,8,0.1569,0
4086,5,263,59,0.2243,0
4089,2,8,1,0.125,1
4089,3,17,2,0.1176,0
4089,5,357,74,0.2073,0
4090,2,9,0,0.0,1
4090,5,271,64,0.2362,0
4092,5,278,43,0.1547,0
4093,5,267,22,0.0824,0
4094,4,14,2,0.1429,0
4094,5,269,28,0.1041,0
4095,2,46,10,0.2174,0
4095,3,34,3,0.0882,0
4095,5,250,87,0.348,0
4096,2,37,6,0.1622,0
4096,4,20,7,0.35,0
4096,5,253,74,0.2925,0
4097,5,247,4,0.0162,0
4098,4,99,8,0.0808,0
4098,5,139,11,0.0791,0
4099,5,327,72,0.2202,0
4100,4,19,2,0.1053,0
4100,5,283,44,0.1555,0
4102,2,16,4,0.25,0
4102,3,8,0,0.0,1
4102,4,42,19,0.4524,0
4102,5,313,99,0.3163,0
4103,5,263,8,0.0304,0
4104,4,9,0,0.0,1
4104,5,256,33,0.1289,0
4105,4,9,1,0.1111,1
4105,5,342,41,0.1199,0
4106,5,245,14,0.0571,0
4108,4,19,3,0.1579,0
4108,5,285,65,0.2281,0
4109,2,9,3,0.3333,1
4109,3,16,1,0.0625,0
4109,4,10,1,0.1,0
4109,5,326,86,0.2638,0
4110,5,270,27,0.1,0
4111,4,9,1,0.1111,1
4111,5,305,47,0.1541,0
4112,4,9,1,0.1111,1
4112,5,270,43,0.1593,0
4113,4,32,7,0.2188,0
4113,5,266,39,0.1466,0
4114,4,38,3,0.0789,0
4114,5,215,22,0.1023,0
4116,5,303,33,0.1089,0
4117,2,25,3,0.12,0
4117,4,97,16,0.1649,0
4117,5,181,32,0.1768,0
4118,2,8,1,0.125,1
4118,4,63,16,0.254,0
4118,5,321,71,0.2212,0
4119,5,303,52,0.1716,0
4120,3,8,2,0.25,1
4120,5,365,65,0.1781,0
4121,2,8,1,0.125,1
4121,4,15,3,0.2,0
4121,5,309,65,0.2104,0
4122,3,8,1,0.125,1
4122,4,11,3,0.2727,0
4122,5,361,63,0.1745,0
4123,1,7,1,0.1429,1
4123,2,37,7,0.1892,0
4123,3,14,3,0.2143,0
4123,4,111,28,0.2523,0
4123,5,202,51,0.2525,0
4124,2,8,2,0.25,1
4124,4,10,3,0.3,0
4124,5,315,79,0.2508,0
4128,4,18,3,0.1667,0
4128,5,218,26,0.1193,0
4129,5,239,14,0.0586,0
4131,4,61,12,0.1967,0
4131,5,232,46,0.1983,0
4133,2,8,0,0.0,1
4133,4,31,6,0.1935,0
4133,5,316,69,0.2184,0
4134,4,20,3,0.15,0
4134,5,333,62,0.1862,0
4136,2,17,2,0.1176,0
4136,4,10,3,0.3,0
4136,5,274,66,0.2409,0
4137,2,25,1,0.04,0
4137,4,18,4,0.2222,0
4137,5,344,100,0.2907,0
4138,5,261,27,0.1034,0
4139,5,277,28,0.1011,0
4140,4,11,2,0.1818,0
4140,5,259,60,0.2317,0
4142,4,10,1,0.1,0
4142,5,312,44,0.141,0
4143,5,260,16,0.0615,0
4144,5,310,59,0.1903,0
4145,5,281,13,0.0463,0
4146,4,42,5,0.119,0
4146,5,283,37,0.1307,0
4148,3,25,2,0.08,0
4148,4,10,2,0.2,0
4148,5,304,54,0.1776,0
4150,4,10,4,0.4,0
4150,5,289,59,0.2042,0
4151,4,19,3,0.1579,0
4151,5,306,43,0.1405,0
4152,4,29,5,0.1724,0
4152,5,259,45,0.1737,0
4154,4,23,2,0.087,0
4154,5,295,42,0.1424,0
4155,2,8,1,0.125,1
4155,4,14,4,0.2857,0
4155,5,312,70,0.2244,0
4156,3,8,1,0.125,1
4156,4,30,7,0.2333,0
4156,5,296,52,0.1757,0
4158,5,290,41,0.1414,0
4159,3,23,5,0.2174,0
4159,4,39,8,0.2051,0
4159,5,313,65,0.2077,0
4161,3,9,0,0.0,1
4161,4,19,4,0.2105,0
4161,5,294,47,0.1599,0
4162,5,139,9,0.0647,0
4163,4,9,1,0.1111,1
4163,5,378,76,0.2011,0
4164,5,254,9,0.0354,0
4166,1,75,19,0.2533,0
4166,2,133,28,0.2105,0
4166,3,26,10,0.3846,0
4166,4,20,14,0.7,0
4166,5,119,43,0.3613,0
4167,4,27,1,0.037,0
4167,5,245,14,0.0571,0
4168,1,39,6,0.1538,0
4168,2,105,23,0.219,0
4168,3,13,3,0.2308,0
4168,4,32,14,0.4375,0
4168,5,150,53,0.3533,0
4169,3,16,0,0.0,0
4169,5,237,19,0.0802,0
4171,2,8,0,0.0,1
4171,3,8,0,0.0,1
4171,4,32,9,0.2812,0
4171,5,329,75,0.228,0
4172,4,41,5,0.122,0
4172,5,324,60,0.1852,0
4173,5,316,41,0.1297,0
4174,2,31,4,0.129,0
4174,3,9,1,0.1111,1
4174,4,9,2,0.2222,1
4174,5,311,81,0.2605,0
4175,4,19,4,0.2105,0
4175,5,252,47,0.1865,0
4176,5,208,12,0.0577,0
4177,3,9,0,0.0,1
4177,4,9,1,0.1111,1
4177,5,215,29,0.1349,0
4179,5,325,52,0.16,0
4180,4,15,3,0.2,0
4180,5,312,53,0.1699,0
4181,5,277,16,0.0578,0
4182,5,309,30,0.0971,0
4183,2,26,2,0.0769,0
4183,3,16,4,0.25,0
4183,4,110,29,0.2636,0
4183,5,138,34,0.2464,0
4184,4,10,5,0.5,0
4184,5,284,91,0.3204,0
4186,5,250,14,0.056,0
4188,1,26,7,0.2692,0
4188,2,84,21,0.25,0
4188,3,8,1,0.125,1
4188,4,21,11,0.5238,0
4188,5,203,94,0.4631,0
4189,3,9,0,0.0,1
4189,4,53,11,0.2075,0
4189,5,333,83,0.2492,0
4190,2,18,4,0.2222,0
4190,3,26,1,0.0385,0
4190,4,44,14,0.3182,0
4190,5,141,37,0.2624,0
4191,4,11,2,0.1818,0
4191,5,319,74,0.232,0
4193,2,8,2,0.25,1
4193,4,21,5,0.2381,0
4193,5,331,85,0.2568,0
4195,4,15,1,0.0667,0
4195,5,260,33,0.1269,0
4196,4,18,0,0.0,0
4196,5,286,33,0.1154,0
4197,5,284,22,0.0775,0
4199,4,21,4,0.1905,0
4199,5,394,98,0.2487,0
4200,4,10,1,0.1,0
4200,5,295,22,0.0746,0
4201,3,8,1,0.125,1
4201,5,259,28,0.1081,0
4202,4,18,1,0.0556,0
4202,5,281,27,0.0961,0
4203,5,243,26,0.107,0
4204,4,24,3,0.125,0
4204,5,263,39,0.1483,0
4205,1,89,21,0.236,0
4205,2,148,35,0.2365,0
4205,3,17,3,0.1765,0
4205,4,10,4,0.4,0
4205,5,64,33,0.5156,0
4207,5,329,89,0.2705,0
4208,1,23,1,0.0435,0
4208,2,35,12,0.3429,0
4208,3,17,5,0.2941,0
4208,4,101,35,0.3465,0
4208,5,184,51,0.2772,0
4209,5,325,49,0.1508,0
4210,5,348,52,0.1494,0
4211,5,276,20,0.0725,0
4213,4,9,0,0.0,1
4213,5,267,35,0.1311,0
4214,4,11,2,0.1818,0
4214,5,270,45,0.1667,0
4215,4,31,7,0.2258,0
4215,5,339,69,0.2035,0
4216,4,28,3,0.1071,0
4216,5,328,51,0.1555,0
4218,2,9,1,0.1111,1
4218,4,10,2,0.2,0
4218,5,372,96,0.2581,0
4219,5,288,11,0.0382,0
4220,4,19,1,0.0526,0
4220,5,257,55,0.214,0
4224,2,8,0,0.0,1
4224,4,116,20,0.1724,0
4224,5,181,26,0.1436,0
4225,2,17,1,0.0588,0
4225,4,48,8,0.1667,0
4225,5,188,38,0.2021,0
4226,4,10,2,0.2,0
4226,5,295,33,0.1119,0
4227,2,19,2,0.1053,0
4227,3,70,5,0.0714,0
4227,4,21,5,0.2381,0
4227,5,231,59,0.2554,0
4228,4,11,4,0.3636,0
4228,5,338,67,0.1982,0
4229,5,245,17,0.0694,0
4230,1,8,1,0.125,1
4230,2,17,3,0.1765,0
4230,5,253,82,0.3241,0
4231,4,38,6,0.1579,0
4231,5,303,56,0.1848,0
4232,5,269,39,0.145,0
4233,5,356,72,0.2022,0
4234,4,19,1,0.0526,0
4234,5,234,23,0.0983,0
4236,1,8,2,0.25,1
4236,2,9,0,0.0,1
4236,5,373,141,0.378,0
4237,1,40,8,0.2,0
4237,2,93,14,0.1505,0
4237,3,28,9,0.3214,0
4237,4,14,3,0.2143,0
4237,5,189,73,0.3862,0
4238,1,58,13,0.2241,0
4238,2,43,10,0.2326,0
4238,3,9,1,0.1111,1
4238,5,136,73,0.5368,0
4239,2,15,3,0.2,0
4239,4,9,2,0.2222,1
4239,5,320,90,0.2812,0
4240,2,24,3,0.125,0
4240,4,104,20,0.1923,0
4240,5,187,42,0.2246,0
4241,3,27,3,0.1111,0
4241,4,10,1,0.1,0
4241,5,300,46,0.1533,0
4243,2,18,1,0.0556,0
4243,4,127,28,0.2205,0
4243,5,160,25,0.1562,0
4244,4,59,10,0.1695,0
4244,5,149,10,0.0671,0
4245,3,16,0,0.0,0
4245,4,26,0,0.0,0
4245,5,245,31,0.1265,0
4246,4,93,9,0.0968,0
4246,5,185,7,0.0378,0
4247,4,19,1,0.0526,0
4247,5,289,39,0.1349,0
4248,5,276,20,0.0725,0
4251,4,19,1,0.0526,0
4251,5,312,33,0.1058,0
4252,5,288,30,0.1042,0
4253,4,10,3,0.3,0
4253,5,310,23,0.0742,0
4254,3,5,0,0.0,1
4254,4,11,3,0.2727,0
4254,5,277,61,0.2202,0
4256,1,15,2,0.1333,0
4256,2,86,12,0.1395,0
4256,3,9,1,0.1111,1
4256,4,22,6,0.2727,0
4256,5,223,69,0.3094,0
4257,5,256,37,0.1445,0
4258,4,47,4,0.0851,0
4258,5,250,33,0.132,0
4259,4,31,3,0.0968,0
4259,5,334,68,0.2036,0
4260,2,8,0,0.0,1
4260,4,11,1,0.0909,0
4260,5,312,65,0.2083,0
4261,2,18,1,0.0556,0
4261,3,15,4,0.2667,0
4261,5,343,75,0.2187,0
4262,1,99,27,0.2727,0
4262,2,160,42,0.2625,0
4262,3,17,5,0.2941,0
4262,4,5,0,0.0,1
4262,5,85,37,0.4353,0
4263,4,12,2,0.1667,0
4263,5,280,54,0.1929,0
4264,2,29,5,0.1724,0
4264,3,9,2,0.2222,1
4264,4,10,4,0.4,0
4264,5,341,92,0.2698,0
4266,1,49,9,0.1837,0
4266,2,108,21,0.1944,0
4266,3,42,11,0.2619,0
4266,5,148,60,0.4054,0
4268,5,175,6,0.0343,0
4269,2,33,4,0.1212,0
4269,3,8,3,0.375,1
4269,4,70,18,0.2571,0
4269,5,262,79,0.3015,0
4270,4,10,1,0.1,0
4270,5,263,31,0.1179,0
4271,5,267,21,0.0787,0
4272,4,16,0,0.0,0
4272,5,265,26,0.0981,0
4273,4,39,4,0.1026,0
4273,5,237,26,0.1097,0
4274,5,274,30,0.1095,0
4275,4,62,0,0.0,0
4275,5,120,5,0.0417,0
4276,3,8,1,0.125,1
4276,4,10,2,0.2,0
4276,5,314,94,0.2994,0
4277,5,284,52,0.1831,0
4278,2,27,4,0.1481,0
4278,3,9,2,0.2222,1
4278,4,10,3,0.3,0
4278,5,350,119,0.34,0
4281,5,270,39,0.1444,0
4283,4,82,4,0.0488,0
4283,5,161,10,0.0621,0
4286,2,26,1,0.0385,0
4286,4,81,15,0.1852,0
4286,5,303,49,0.1617,0
4287,2,25,0,0.0,0
4287,4,32,3,0.0938,0
4287,5,268,72,0.2687,0
4288,2,9,1,0.1111,1
4288,4,10,3,0.3,0
4288,5,365,127,0.3479,0
4289,2,25,4,0.16,0
4289,4,100,28,0.28,0
4289,5,199,43,0.2161,0
4290,1,24,2,0.0833,0
4290,2,112,14,0.125,0
4290,3,33,7,0.2121,0
4290,4,10,4,0.4,0
4290,5,154,55,0.3571,0
4292,2,17,1,0.0588,0
4292,3,9,1,0.1111,1
4292,5,324,89,0.2747,0
4293,4,10,2,0.2,0
4293,5,342,51,0.1491,0
4294,2,34,3,0.0882,0
4294,3,26,9,0.3462,0
4294,4,19,3,0.1579,0
4294,5,258,87,0.3372,0
4295,2,28,8,0.2857,0
4295,4,33,7,0.2121,0
4295,5,329,98,0.2979,0
4296,2,33,7,0.2121,0
4296,3,36,8,0.2222,0
4296,5,197,56,0.2843,0
4297,2,61,9,0.1475,0
4297,4,25,7,0.28,0
4297,5,254,76,0.2992,0
4298,3,9,1,0.1111,1
4298,4,3,0,0.0,1
4298,5,337,60,0.178,0
4299,4,18,0,0.0,0
4299,5,236,18,0.0763,0
4300,4,66,7,0.1061,0
4300,5,210,23,0.1095,0
4301,5,229,25,0.1092,0
4302,4,21,7,0.3333,0
4302,5,349,88,0.2521,0
4303,5,286,41,0.1434,0
4305,1,8,1,0.125,1
4305,2,29,4,0.1379,0
4305,3,8,4,0.5,1
4305,5,280,111,0.3964,0
4306,5,269,28,0.1041,0
4308,3,18,3,0.1667,0
4308,4,32,9,0.2812,0
4308,5,308,82,0.2662,0
4311,2,26,4,0.1538,0
4311,3,9,4,0.4444,1
4311,4,28,8,0.2857,0
4311,5,286,84,0.2937,0
4313,2,8,0,0.0,1
4313,4,27,5,0.1852,0
4313,5,157,35,0.2229,0
4314,4,10,0,0.0,0
4314,5,322,75,0.2329,0
4315,4,6,0,0.0,1
4315,5,271,43,0.1587,0
4317,4,57,6,0.1053,0
4317,5,216,30,0.1389,0
4318,4,40,4,0.1,0
4318,5,269,40,0.1487,0
4319,5,371,61,0.1644,0
4320,1,90,25,0.2778,0
4320,2,120,29,0.2417,0
4320,3,16,6,0.375,0
4320,5,60,35,0.5833,0
4323,5,292,42,0.1438,0
4324,1,41,5,0.122,0
4324,2,111,26,0.2342,0
4324,3,8,1,0.125,1
4324,4,10,3,0.3,0
4324,5,259,110,0.4247,0
4325,4,36,3,0.0833,0
4325,5,227,18,0.0793,0
4327,5,299,24,0.0803,0
4329,4,19,2,0.1053,0
4329,5,276,20,0.0725,0
4330,3,8,1,0.125,1
4330,4,17,4,0.2353,0
4330,5,297,77,0.2593,0
4331,4,25,4,0.16,0
4331,5,294,68,0.2313,0
4332,4,10,0,0.0,0
4332,5,229,15,0.0655,0
4335,2,55,8,0.1455,0
4335,3,18,3,0.1667,0
4335,4,27,11,0.4074,0
4335,5,242,79,0.3264,0
4336,3,17,1,0.0588,0
4336,4,10,2,0.2,0
4336,5,312,42,0.1346,0
4337,1,86,10,0.1163,0
4337,2,149,32,0.2148,0
4337,3,26,5,0.1923,0
4337,5,118,45,0.3814,0
4339,5,285,20,0.0702,0
4340,5,52,2,0.0385,0
4342,1,8,1,0.125,1
4342,2,34,3,0.0882,0
4342,3,9,1,0.1111,1
4342,4,20,8,0.4,0
4342,5,262,89,0.3397,0
4343,4,9,0,0.0,1
4343,5,278,15,0.054,0
4344,1,93,15,0.1613,0
4344,2,128,28,0.2188,0
4344,3,9,1,0.1111,1
4344,4,9,4,0.4444,1
4344,5,104,49,0.4712,0
4345,4,14,3,0.2143,0
4345,5,302,51,0.1689,0
4346,4,9,0,0.0,1
4346,5,293,45,0.1536,0
4347,2,16,3,0.1875,0
4347,3,16,0,0.0,0
4347,4,92,16,0.1739,0
4347,5,171,36,0.2105,0
4348,2,8,0,0.0,1
4348,3,9,1,0.1111,1
4348,4,33,3,0.0909,0
4348,5,302,49,0.1623,0
4349,4,98,12,0.1224,0
4349,5,146,12,0.0822,0
4350,1,75,10,0.1333,0
4350,2,97,19,0.1959,0
4350,3,12,2,0.1667,0
4350,4,19,7,0.3684,0
4350,5,159,76,0.478,0
4351,2,12,3,0.25,0
4351,4,22,5,0.2273,0
4351,5,350,119,0.34,0
4352,1,9,0,0.0,1
4352,2,54,6,0.1111,0
4352,3,27,6,0.2222,0
4352,4,29,10,0.3448,0
4352,5,175,57,0.3257,0
4355,5,196,7,0.0357,0
4356,2,7,0,0.0,1
4356,4,10,7,0.7,0
4356,5,305,64,0.2098,0
4357,1,8,0,0.0,1
4357,4,20,7,0.35,0
4357,5,330,103,0.3121,0
4358,5,276,24,0.087,0
4359,2,8,0,0.0,1
4359,4,10,2,0.2,0
4359,5,255,43,0.1686,0
4360,4,35,1,0.0286,0
4360,5,297,56,0.1886,0
4361,1,17,4,0.2353,0
4361,2,75,17,0.2267,0
4361,3,17,4,0.2353,0
4361,4,10,5,0.5,0
4361,5,212,90,0.4245,0
4362,1,55,8,0.1455,0
4362,2,103,13,0.1262,0
4362,4,21,7,0.3333,0
4362,5,142,43,0.3028,0
4363,4,24,2,0.0833,0
4363,5,357,64,0.1793,0
4364,2,53,8,0.1509,0
4364,3,26,5,0.1923,0
4364,4,11,3,0.2727,0
4364,5,253,89,0.3518,0
4365,5,322,61,0.1894,0
4366,1,8,0,0.0,1
4366,2,8,4,0.5,1
4366,3,17,3,0.1765,0
4366,4,22,4,0.1818,0
4366,5,327,83,0.2538,0
4367,4,14,0,0.0,0
4367,5,253,17,0.0672,0
4368,5,265,23,0.0868,0
4369,4,32,8,0.25,0
4369,5,335,71,0.2119,0
4370,1,8,0,0.0,1
4370,2,74,17,0.2297,0
4370,3,42,8,0.1905,0
4370,4,28,14,0.5,0
4370,5,195,81,0.4154,0
4371,1,100,15,0.15,0
4371,2,156,29,0.1859,0
4371,4,9,3,0.3333,1
4371,5,44,16,0.3636,0
4372,4,98,25,0.2551,0
4372,5,155,36,0.2323,0
4373,2,34,7,0.2059,0
4373,4,83,17,0.2048,0
4373,5,220,47,0.2136,0
4374,4,19,1,0.0526,0
4374,5,281,34,0.121,0
4375,4,21,5,0.2381,0
4375,5,337,76,0.2255,0
4376,4,29,3,0.1034,0
4376,5,348,76,0.2184,0
4377,4,31,8,0.2581,0
4377,5,343,84,0.2449,0
4379,2,18,2,0.1111,0
4379,3,8,1,0.125,1
4379,4,10,0,0.0,0
4379,5,326,64,0.1963,0
4380,5,313,44,0.1406,0
4381,5,331,71,0.2145,0
4382,4,19,0,0.0,0
4382,5,289,20,0.0692,0
4383,2,9,1,0.1111,1
4383,4,10,2,0.2,0
4383,5,292,44,0.1507,0
4384,2,8,2,0.25,1
4384,4,10,2,0.2,0
4384,5,340,75,0.2206,0
4385,4,45,5,0.1111,0
4385,5,125,5,0.04,0
4387,1,15,2,0.1333,0
4387,2,29,7,0.2414,0
4387,3,27,6,0.2222,0
4387,4,55,17,0.3091,0
4387,5,226,68,0.3009,0
4388,3,39,2,0.0513,0
4388,4,11,3,0.2727,0
4388,5,318,67,0.2107,0
4389,5,290,37,0.1276,0
4390,5,290,23,0.0793,0
4391,1,6,1,0.1667,1
4391,2,77,11,0.1429,0
4391,3,8,2,0.25,1
4391,4,3,1,0.3333,1
4391,5,275,92,0.3345,0
4393,5,270,25,0.0926,0
4394,4,20,2,0.1,0
4394,5,270,52,0.1926,0
4395,4,20,0,0.0,0
4395,5,292,39,0.1336,0
4396,5,312,32,0.1026,0
4397,1,15,2,0.1333,0
4397,2,104,13,0.125,0
4397,3,9,2,0.2222,1
4397,4,30,13,0.4333,0
4397,5,234,85,0.3632,0
4398,2,75,10,0.1333,0
4398,3,18,3,0.1667,0
4398,4,16,5,0.3125,0
4398,5,275,91,0.3309,0
4400,4,53,1,0.0189,0
4400,5,196,5,0.0255,0
4401,3,34,2,0.0588,0
4401,4,30,7,0.2333,0
4401,5,242,52,0.2149,0
4402,4,11,3,0.2727,0
4402,5,308,73,0.237,0
4403,4,29,3,0.1034,0
4403,5,294,65,0.2211,0
4404,4,9,2,0.2222,1
4404,5,263,19,0.0722,0
4405,5,282,18,0.0638,0
4406,5,309,37,0.1197,0
4407,3,20,0,0.0,0
4407,4,23,1,0.0435,0
4407,5,294,34,0.1156,0
4408,4,73,5,0.0685,0
4408,5,150,13,0.0867,0
4409,3,33,4,0.1212,0
4409,5,318,93,0.2925,0
4410,4,47,3,0.0638,0
4410,5,267,43,0.161,0
4411,4,11,2,0.1818,0
4411,5,355,66,0.1859,0
4413,4,16,4,0.25,0
4413,5,351,67,0.1909,0
4414,4,81,6,0.0741,0
4414,5,145,19,0.131,0
4415,2,50,6,0.12,0
4415,3,43,10,0.2326,0
4415,5,284,85,0.2993,0
4416,4,41,7,0.1707,0
4416,5,266,37,0.1391,0
4417,5,259,24,0.0927,0
4418,1,99,19,0.1919,0
4418,2,115,37,0.3217,0
4418,4,10,4,0.4,0
4418,5,123,52,0.4228,0
4419,4,70,12,0.1714,0
4419,5,182,23,0.1264,0
4420,3,35,3,0.0857,0
4420,4,11,2,0.1818,0
4420,5,345,64,0.1855,0
4421,5,216,11,0.0509,0
4422,4,10,0,0.0,0
4422,5,272,34,0.125,0
4423,4,28,3,0.1071,0
4423,5,290,46,0.1586,0
4424,3,8,0,0.0,1
4424,5,387,85,0.2196,0
4425,4,8,0,0.0,1
4425,5,241,22,0.0913,0
4427,1,16,2,0.125,0
4427,2,71,11,0.1549,0
4427,3,17,3,0.1765,0
4427,5,231,95,0.4113,0
4428,2,26,5,0.1923,0
4428,3,9,1,0.1111,1
4428,4,22,5,0.2273,0
4428,5,289,70,0.2422,0
4429,5,295,21,0.0712,0
4430,3,25,3,0.12,0
4430,4,10,0,0.0,0
4430,5,329,69,0.2097,0
4431,4,18,2,0.1111,0
4431,5,224,39,0.1741,0
4432,4,20,1,0.05,0
4432,5,320,42,0.1313,0
4433,1,8,0,0.0,1
4433,2,39,12,0.3077,0
4433,3,16,5,0.3125,0
4433,4,94,38,0.4043,0
4433,5,231,69,0.2987,0
4434,2,9,2,0.2222,1
4434,5,334,86,0.2575,0
4435,4,30,6,0.2,0
4435,5,258,44,0.1705,0
4436,4,20,4,0.2,0
4436,5,335,79,0.2358,0
4437,2,9,1,0.1111,1
4437,3,8,0,0.0,1
4437,4,20,3,0.15,0
4437,5,308,76,0.2468,0
4438,3,8,1,0.125,1
